onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.826	1.32	face	n/a	intensity	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.146	1.585	rating	0.4215	intensity	disgust	female	WC	young	n/a
5.613	1.119	rating_mouse_trajectory	0.4215	intensity	disgust	female	WC	young	n/a
7.181	1.317	face	n/a	intensity	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.497	0.769	rating	0.4943	intensity	anger	female	WC	old	n/a
8.797	0.469	rating_mouse_trajectory	0.4943	intensity	anger	female	WC	old	n/a
10.43	1.302	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.732	1.109	rating	0.2334	intensity	disgust	male	WC	old	n/a
11.782	1.059	rating_mouse_trajectory	0.2334	intensity	disgust	male	WC	old	n/a
14.673	1.31	face	n/a	intensity	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
15.983	0.868	rating	0.3467	intensity	anger	female	African	old	n/a
16.4	0.451	rating_mouse_trajectory	0.3467	intensity	anger	female	African	old	n/a
17.918	1.316	face	n/a	intensity	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.235	1.173	rating	0.0898	intensity	surprise	male	African	young	n/a
19.318	1.09	rating_mouse_trajectory	0.0898	intensity	surprise	male	African	young	n/a
25.196	1.308	face	n/a	intensity	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.504	1.437	rating	0.1323	intensity	sad	male	WC	young	n/a
26.604	1.337	rating_mouse_trajectory	0.1323	intensity	sad	male	WC	young	n/a
28.429	1.309	face	n/a	intensity	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.739	0.986	rating	0.2415	intensity	fear	male	EA	young	n/a
30.055	0.669	rating_mouse_trajectory	0.2415	intensity	fear	male	EA	young	n/a
