onset	duration	trial_type	response_value	stim_file
2.767	105.989	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
111.107	2.321	rating_relevance	23.96	n/a
116.109	2.29	rating_happy	35.31	n/a
120.11	1.282	rating_sad	11.88	n/a
125.912	2.065	rating_afraid	1.15	n/a
130.948	2.082	rating_disgusted	11.88	n/a
136.716	2.832	rating_warm	40.1	n/a
142.035	3.133	rating_engaged	35.83	n/a
143.936	74.829	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
221.198	2.395	rating_relevance	14.27	n/a
225.683	1.865	rating_happy	15.83	n/a
229.851	1.016	rating_sad	16.25	n/a
235.853	1.999	rating_afraid	6.35	n/a
240.188	1.316	rating_disgusted	25.1	n/a
247.024	3.133	rating_warm	7.6	n/a
251.676	2.767	rating_engaged	22.71	n/a
253.944	196.923	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
453.901	2.994	rating_relevance	34.9	n/a
457.82	1.899	rating_happy	29.06	n/a
462.071	1.133	rating_sad	5.1	n/a
469.991	4.034	rating_afraid	1.88	n/a
472.858	1.883	rating_disgusted	0.21	n/a
478.461	2.467	rating_warm	47.71	n/a
482.912	1.904	rating_engaged	20.42	n/a
