onset	duration	trial_type	response_value	stim_file
2.768	148.049	video	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
153.367	2.493	rating_relevance	72.29	n/a
157.636	1.75	rating_happy	61.67	n/a
162.571	1.667	rating_sad	1.56	n/a
167.739	1.806	rating_afraid	0.0	n/a
172.408	1.465	rating_disgusted	1.77	n/a
178.16	2.199	rating_warm	81.67	n/a
183.095	2.116	rating_engaged	90.31	n/a
186.016	86.6	video	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
274.413	1.761	rating_relevance	57.19	n/a
279.648	1.982	rating_happy	55.73	n/a
284.45	1.766	rating_sad	50.83	n/a
289.668	1.966	rating_afraid	0.83	n/a
295.57	2.849	rating_disgusted	73.75	n/a
300.072	2.333	rating_warm	62.08	n/a
305.057	2.3	rating_engaged	71.46	n/a
307.789	196.694	video	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
506.599	2.073	rating_relevance	79.58	n/a
511.684	2.15	rating_happy	69.27	n/a
516.853	2.3	rating_sad	0.73	n/a
521.588	2.017	rating_afraid	0.1	n/a
527.04	2.449	rating_disgusted	1.25	n/a
531.658	2.05	rating_warm	83.85	n/a
536.86	2.233	rating_engaged	80.73	n/a
539.662	35.163	video	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
577.576	2.717	rating_relevance	66.98	n/a
581.81	1.931	rating_happy	83.96	n/a
586.896	1.999	rating_sad	66.88	n/a
592.915	2.999	rating_afraid	0.42	n/a
597.3	2.366	rating_disgusted	0.83	n/a
602.101	2.15	rating_warm	75.62	n/a
606.686	1.716	rating_engaged	43.12	n/a
