onset	duration	trial_type	response_value	stim_file
2.77	38.892	video	n/a	task-alignvideo/ses-04_run-02_order-01_content-dogdance.mp4
43.528	1.823	rating_relevance	71.04	n/a
49.947	3.234	rating_happy	72.92	n/a
52.465	0.733	rating_sad	0.0	n/a
58.084	1.333	rating_afraid	0.0	n/a
62.735	0.966	rating_disgusted	0.0	n/a
69.504	2.717	rating_warm	49.58	n/a
73.839	2.031	rating_engaged	62.5	n/a
76.843	74.576	video	n/a	task-alignvideo/ses-04_run-02_order-02_content-littleboat.mp4
152.802	1.347	rating_relevance	11.67	n/a
158.488	2.017	rating_happy	8.65	n/a
163.206	1.717	rating_sad	35.0	n/a
168.808	2.3	rating_afraid	23.44	n/a
171.626	0.099	rating_disgusted	0.0	n/a
177.561	1.017	rating_warm	0.0	n/a
184.614	3.05	rating_engaged	36.67	n/a
186.597	138.87	video	n/a	task-alignvideo/ses-04_run-02_order-03_content-gangan.mp4
328.184	2.682	rating_relevance	58.12	n/a
332.636	2.118	rating_happy	54.69	n/a
338.471	2.935	rating_sad	55.62	n/a
341.789	1.233	rating_afraid	0.0	n/a
348.008	2.434	rating_disgusted	0.0	n/a
352.243	1.65	rating_warm	31.56	n/a
357.595	1.984	rating_engaged	51.67	n/a
360.647	27.043	video	n/a	task-alignvideo/ses-04_run-02_order-04_content-tornado.mp4
390.007	2.283	rating_relevance	43.33	n/a
393.809	1.066	rating_happy	0.0	n/a
399.544	1.783	rating_sad	30.0	n/a
406.664	3.908	rating_afraid	35.31	n/a
409.214	1.416	rating_disgusted	0.0	n/a
413.716	0.9	rating_warm	0.0	n/a
421.136	3.301	rating_engaged	63.23	n/a
