onset	duration	event_type	value	response_accuracy	stim_file
12.0458807849884	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
100.56222366333	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
159.584234704971	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
218.606245269775	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
248.117249479294	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
336.650265445709	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
395.67227648735	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
425.183282365799	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
513.716297616959	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
572.7383086586	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
41.5402126216888	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
71.0512189769745	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
130.073228826523	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
189.095239629745	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
277.628255834579	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
307.139261236191	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
366.161271562576	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
454.694288005829	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
484.205292930603	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
543.227303256989	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
23.016638507843	3.03853559494019	response	falsebelief	incorrect	tomsaxe/5b_question.txt
111.549654712677	4.4743824005127	response	falsebelief	correct	tomsaxe/2b_question.txt
170.571665039063	2.87399291992188	response	falsebelief	correct	tomsaxe/1b_question.txt
229.593676080704	2.78230595588684	response	falsebelief	correct	tomsaxe/9b_question.txt
259.104680767059	3.29556727409363	response	falsebelief	correct	tomsaxe/6b_question.txt
347.637696971893	3.15469598770142	response	falsebelief	correct	tomsaxe/10b_question.txt
406.659707298279	2.52072072029114	response	falsebelief	correct	tomsaxe/3b_question.txt
436.170713176727	3.13193988800049	response	falsebelief	correct	tomsaxe/7b_question.txt
524.703728904724	3.03188920021057	response	falsebelief	correct	tomsaxe/8b_question.txt
583.725738754272	2.76855039596558	response	falsebelief	correct	tomsaxe/4b_question.txt
52.5276439094543	2.04109120368958	response	falsephoto	correct	tomsaxe/5p_question.txt
82.0386488342285	3.8375141620636	response	falsephoto	incorrect	tomsaxe/2p_question.txt
141.060660352707	3.15542578697205	response	falsephoto	incorrect	tomsaxe/1p_question.txt
200.082669725418	3.7682192325592	response	falsephoto	correct	tomsaxe/9p_question.txt
288.615687360764	4.24922657012939	response	falsephoto	correct	tomsaxe/6p_question.txt
318.126692047119	4.01977205276489	response	falsephoto	correct	tomsaxe/10p_question.txt
377.148701658249	2.72536039352417	response	falsephoto	correct	tomsaxe/3p_question.txt
465.681717624664	1.57816433906555	response	falsephoto	correct	tomsaxe/7p_question.txt
495.192723264694	2.15573072433472	response	falsephoto	correct	tomsaxe/8p_question.txt
554.214734067917	3.71860504150391	response	falsephoto	correct	tomsaxe/4p_question.txt
