onset	duration	trial_type	response_value	stim_file_TODO
2.766	155.215	video	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
160.211	2.176	rating_relevance	2.71	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
166.98	3.932	rating_happy	68.44	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
170.198	2.133	rating_sad	48.96	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
176.868	3.784	rating_afraid	34.58	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
181.052	2.95	rating_disgusted	65.83	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
185.087	1.949	rating_warm	6.04	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
191.406	3.249	rating_engaged	60.94	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
193.198	57.099	video	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
253.229	2.888	rating_relevance	1.77	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
258.164	2.816	rating_happy	11.35	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
262.783	2.417	rating_sad	21.77	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
268.052	2.667	rating_afraid	67.81	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
272.17	1.766	rating_disgusted	17.92	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
277.272	1.85	rating_warm	4.17	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
282.757	2.317	rating_engaged	62.6	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
285.471	243.878	video	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
533.901	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
537.669	3.25	rating_happy	1.88	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
540.503	1.066	rating_sad	60.62	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
546.755	2.3	rating_afraid	29.69	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
551.574	2.1	rating_disgusted	59.48	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
557.043	2.555	rating_warm	3.02	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
561.828	2.319	rating_engaged	63.12	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
564.543	30.131	video	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
597.658	2.946	rating_relevance	0.0	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
602.159	2.432	rating_happy	67.5	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
605.561	0.816	rating_sad	13.02	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
611.229	1.465	rating_afraid	1.25	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
619.282	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
623.934	4.134	rating_warm	71.88	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
626.485	1.666	rating_engaged	15.31	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
