onset	duration	trial_type	response_value	stim_file
2.788	50.507	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
56.007	2.643	rating_relevance	1.98	n/a
59.375	0.998	rating_happy	0.0	n/a
64.327	0.932	rating_sad	0.0	n/a
69.379	0.965	rating_afraid	0.0	n/a
74.914	1.48	rating_disgusted	0.0	n/a
78.749	0.299	rating_warm	0.0	n/a
84.885	1.416	rating_engaged	7.29	n/a
88.492	179.455	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
269.071	1.086	rating_relevance	0.0	n/a
275.107	2.097	rating_happy	22.29	n/a
278.375	0.348	rating_sad	0.0	n/a
283.743	0.699	rating_afraid	0.0	n/a
288.562	0.499	rating_disgusted	0.0	n/a
295.865	2.783	rating_warm	17.92	n/a
301.067	2.967	rating_engaged	11.46	n/a
303.124	56.924	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
362.473	2.388	rating_relevance	0.0	n/a
366.258	1.153	rating_happy	0.0	n/a
370.643	0.52	rating_sad	0.0	n/a
378.063	2.918	rating_afraid	6.77	n/a
381.03	0.865	rating_disgusted	0.0	n/a
385.649	0.466	rating_warm	0.0	n/a
391.968	1.767	rating_engaged	5.83	n/a
395.226	147.766	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
544.159	1.131	rating_relevance	0.0	n/a
548.628	0.582	rating_happy	0.0	n/a
554.096	1.032	rating_sad	0.0	n/a
558.431	0.349	rating_afraid	0.0	n/a
563.116	0.016	rating_disgusted	0.0	n/a
568.919	0.8	rating_warm	0.0	n/a
573.704	0.566	rating_engaged	0.0	n/a
