onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
8.02	1.017	memory	dummy	study_dummy	n/a	task-memory/obj012ball.png	n/a	n/a
10.071	1.017	memory	dummy	study_dummy	n/a	task-memory/obj063city.png	n/a	n/a
12.122	1.017	memory	dummy	study_dummy	n/a	task-memory/obj160ladder.png	n/a	n/a
14.156	1.017	memory	study	study	n/a	task-memory/obj312tree.png	n/a	n/a
16.19	1.034	memory	study	study	n/a	task-memory/obj182microscope.png	n/a	n/a
18.241	1.034	memory	study	study	n/a	task-memory/obj024bicycle.png	n/a	n/a
20.292	1.017	memory	study	study	n/a	task-memory/obj015bandaid.png	n/a	n/a
22.342	1.017	memory	study	study	n/a	task-memory/obj175mailbox.png	n/a	n/a
24.376	1.017	memory	study	study	n/a	task-memory/obj224pitchfork.png	n/a	n/a
26.411	1.017	memory	study	study	n/a	task-memory/obj011backpack.png	n/a	n/a
28.445	1.017	memory	study	study	n/a	task-memory/obj109fly.png	n/a	n/a
30.479	1.017	memory	study	study	n/a	task-memory/obj327volcano.png	n/a	n/a
32.513	1.017	memory	study	study	n/a	task-memory/obj268sink.png	n/a	n/a
34.547	1.017	memory	study	study	n/a	task-memory/obj023belt.png	n/a	n/a
36.581	1.017	memory	study	study	n/a	task-memory/obj210peacock.png	n/a	n/a
38.615	1.017	memory	study	study	n/a	task-memory/obj088drawer.png	n/a	n/a
40.649	1.017	memory	study	study	n/a	task-memory/obj190mousetrap.png	n/a	n/a
42.683	1.017	memory	study	study	n/a	task-memory/obj068cork.png	n/a	n/a
44.718	1.017	memory	study	study	n/a	task-memory/obj201owl.png	n/a	n/a
46.752	1.017	memory	study	study	n/a	task-memory/obj167lightning.png	n/a	n/a
48.786	1.017	memory	study	study	n/a	task-memory/obj199onion.png	n/a	n/a
50.82	1.017	memory	study	study	n/a	task-memory/obj272skunk.png	n/a	n/a
52.854	1.017	memory	study	study	n/a	task-memory/obj131handcuffs.png	n/a	n/a
54.888	1.017	memory	dummy	study_dummy	n/a	task-memory/obj178mask.png	n/a	n/a
56.922	1.017	memory	dummy	study_dummy	n/a	task-memory/obj235rabbit.png	n/a	n/a
58.956	1.017	memory	dummy	study_dummy	n/a	task-memory/obj331watermelon.png	n/a	n/a
