onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.078	2.034	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.022	1.28	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	1
6.606	0.686	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_438.jpg	2
7.607	0.962	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	3
8.874	0.811	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	4
9.991	0.972	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	5
11.275	0.77	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	6
12.359	0.636	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	7
13.309	0.836	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	8
18.969	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
23.98	1.006	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	9
25.297	1.437	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg	10
27.047	1.354	tomspunt	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_364.jpg	11
28.715	1.12	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg	12
30.149	1.186	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg	13
31.649	0.97	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg	14
32.933	0.886	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	15
34.133	0.886	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	16
41.461	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a	17
46.471	0.93	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg	17
47.705	0.863	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg	18
48.872	0.837	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg	19
50.023	0.869	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg	20
51.207	0.929	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg	21
52.44	0.761	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg	22
53.507	0.961	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg	23
54.775	0.852	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg	24
59.334	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	25
64.345	0.573	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	25
65.229	0.756	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	26
66.296	0.602	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	27
67.213	0.622	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	28
68.146	0.853	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	29
69.313	0.638	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	30
70.264	0.887	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	31
71.464	0.771	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	32
78.441	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a	33
83.452	0.786	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg	33
