onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
8.086	1.034	memory	dummy	study_dummy	n/a	task-memory/obj016banjo.png	n/a	n/a
10.137	1.034	memory	dummy	study_dummy	n/a	task-memory/obj061church.png	n/a	n/a
12.204	1.017	memory	dummy	study_dummy	n/a	task-memory/obj068cork.png	n/a	n/a
14.238	1.034	memory	study	study	n/a	task-memory/obj218pig.png	n/a	n/a
16.289	1.034	memory	study	study	n/a	task-memory/obj228porcupine.png	n/a	n/a
18.357	1.017	memory	study	study	n/a	task-memory/obj001accordion.png	n/a	n/a
20.391	1.034	memory	study	study	n/a	task-memory/obj263seahorse.png	n/a	n/a
22.442	1.017	memory	study	study	n/a	task-memory/obj255sailor.png	n/a	n/a
24.492	1.017	memory	study	study	n/a	task-memory/obj265shoe.png	n/a	n/a
26.543	1.017	memory	study	study	n/a	task-memory/obj211peanut.png	n/a	n/a
28.594	1.017	memory	study	study	n/a	task-memory/obj119girl.png	n/a	n/a
30.645	1.017	memory	study	study	n/a	task-memory/obj227plug.png	n/a	n/a
32.695	1.017	memory	study	study	n/a	task-memory/obj179match.png	n/a	n/a
34.746	1.017	memory	study	study	n/a	task-memory/obj130hammock.png	n/a	n/a
36.78	1.017	memory	study	study	n/a	task-memory/obj313trophy.png	n/a	n/a
38.814	1.017	memory	study	study	n/a	task-memory/obj045camel.png	n/a	n/a
40.848	1.017	memory	study	study	n/a	task-memory/obj183mirror.png	n/a	n/a
42.883	1.017	memory	study	study	n/a	task-memory/obj078dentist.png	n/a	n/a
44.917	1.017	memory	study	study	n/a	task-memory/obj249rooster.png	n/a	n/a
46.951	1.017	memory	study	study	n/a	task-memory/obj017barbecue.png	n/a	n/a
48.985	1.017	memory	study	study	n/a	task-memory/obj025binoculars.png	n/a	n/a
51.019	1.017	memory	study	study	n/a	task-memory/obj177map.png	n/a	n/a
53.053	1.017	memory	study	study	n/a	task-memory/obj208paper.png	n/a	n/a
55.087	1.017	memory	dummy	study_dummy	n/a	task-memory/obj099faucet.png	n/a	n/a
57.121	1.017	memory	dummy	study_dummy	n/a	task-memory/obj226plate.png	n/a	n/a
59.155	1.017	memory	dummy	study_dummy	n/a	task-memory/obj260scissors.png	n/a	n/a
71.51	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.587	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.665	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.725	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.621	1.323	memory	test	test_old	correct	task-memory/obj313trophy.png	old	n/a
192.155	0.734	memory	test	test_old	correct	task-memory/obj227plug.png	old	n/a
194.94	1.058	memory	test	test_new	correct	task-memory/obj084dolphin.png	new	n/a
197.691	0.83	memory	test	test_new	correct	task-memory/obj015bandaid.png	new	n/a
200.725	1.1	memory	test	test_old	correct	task-memory/obj211peanut.png	old	n/a
203.376	0.914	memory	test	test_new	correct	task-memory/obj204palmtree.png	new	n/a
205.927	0.824	memory	test	test_new	correct	task-memory/obj223pirate.png	new	n/a
208.578	0.998	memory	test	test_old	correct	task-memory/obj218pig.png	old	n/a
211.379	1.661	memory	test	test_new	correct	task-memory/obj253saddle.png	new	n/a
214.481	1.006	memory	test	test_old	correct	task-memory/obj265shoe.png	old	n/a
217.232	0.773	memory	test	test_old	correct	task-memory/obj179match.png	old	n/a
220.183	0.978	memory	test	test_new	correct	task-memory/obj182microscope.png	new	n/a
223.167	0.994	memory	test	test_old	correct	task-memory/obj177map.png	old	n/a
226.035	1.204	memory	test	test_old	correct	task-memory/obj017barbecue.png	old	n/a
229.003	1.056	memory	test	test_old	correct	task-memory/obj130hammock.png	old	n/a
231.67	0.887	memory	test	test_new	correct	task-memory/obj321unicorn.png	new	n/a
234.221	1.557	memory	test	test_new	correct	task-memory/obj060chimney.png	new	n/a
237.272	1.17	memory	test	test_new	correct	task-memory/obj207pants.png	new	n/a
240.057	1.104	memory	test	test_new	correct	task-memory/obj251rose.png	new	n/a
242.925	0.877	memory	test	test_old	correct	task-memory/obj001accordion.png	old	n/a
245.642	1.116	memory	test	test_old	correct	task-memory/obj119girl.png	old	n/a
248.593	1.251	memory	test	test_new	correct	task-memory/obj034bowl.png	new	n/a
