onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.828	2.071	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.9	1.85	rating	0.2456	intensity	pain	female	African	young	n/a
7.2	0.55	rating_mouse_trajectory	0.2456	intensity	pain	female	African	young	n/a
7.825	1.325	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.151	1.853	rating	0.0081	intensity	fear	female	African	young	n/a
9.601	1.403	rating_mouse_trajectory	0.0081	intensity	fear	female	African	young	n/a
11.074	1.328	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.402	1.783	rating	0.6379	intensity	anger	female	WC	young	n/a
12.835	1.35	rating_mouse_trajectory	0.6379	intensity	anger	female	WC	young	n/a
15.327	1.31	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.637	1.417	rating	0.5732	intensity	happy	female	African	young	n/a
17.354	0.7	rating_mouse_trajectory	0.5732	intensity	happy	female	African	young	n/a
18.565	2.057	face	n/a	intensity	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.622	0.952	rating	0.9312	intensity	pleasure	male	African	young	n/a
20.838	0.735	rating_mouse_trajectory	0.9312	intensity	pleasure	male	African	young	n/a
26.55	1.307	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.858	1.445	rating	0.2698	intensity	anger	male	EA	young	n/a
28.474	0.828	rating_mouse_trajectory	0.2698	intensity	anger	male	EA	young	n/a
29.764	1.312	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
31.076	0.993	rating	0.6683	intensity	surprise	male	EA	young	n/a
31.409	0.66	rating_mouse_trajectory	0.6683	intensity	surprise	male	EA	young	n/a
32.99	1.304	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.293	0.475	rating	0.466	intensity	surprise	male	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	intensity	surprise	male	WC	young	n/a
