onset	duration	trial_type	response_value	stim_file_TODO
2.766	106.334	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
111.375	2.238	rating_relevance	66.98	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
116.793	2.649	rating_happy	86.25	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
119.578	0.415	rating_sad	0.0	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
124.696	0.515	rating_afraid	0.0	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
129.214	0.017	rating_disgusted	0.0	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
137.117	2.9	rating_warm	72.08	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
142.086	2.85	rating_engaged	91.88	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
144.268	59.181	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
206.076	2.588	rating_relevance	0.0	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
209.761	1.266	rating_happy	14.06	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
213.929	0.416	rating_sad	0.0	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
219.915	1.382	rating_afraid	52.6	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
225.967	2.417	rating_disgusted	51.35	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
229.652	1.083	rating_warm	0.0	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
235.304	1.716	rating_engaged	25.42	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
238.618	20.948	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
260.73	1.124	rating_relevance	25.21	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
266.549	1.932	rating_happy	34.06	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
271.101	1.467	rating_sad	0.0	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
275.619	0.966	rating_afraid	0.0	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
280.171	0.5	rating_disgusted	0.0	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
284.706	0.016	rating_warm	0.0	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
291.725	2.016	rating_engaged	48.54	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
294.741	136.725	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
433.378	1.883	rating_relevance	32.4	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
437.68	1.165	rating_happy	8.02	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
442.014	0.483	rating_sad	0.0	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
447.633	1.083	rating_afraid	26.35	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
453.252	1.683	rating_disgusted	2.92	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
458.354	1.766	rating_warm	29.27	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
464.506	2.899	rating_engaged	43.12	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
