onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	trial_index
14.797	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
25.768	4.062	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	1
44.308	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
55.279	2.578	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/5p_question.txt	2
73.802	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	3
84.79	5.474	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	3
103.313	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	4
114.301	5.004	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	4
132.824	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	5
143.812	4.115	tomsaxe	response	falsephoto	correct	task-tomsaxe/1p_question.txt	5
162.335	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	6
173.323	3.068	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/1b_question.txt	6
191.846	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	7
202.834	4.192	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	7
221.357	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	8
232.345	3.076	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	8
250.868	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	9
261.856	5.282	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	9
280.379	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	10
291.367	5.026	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	10
309.89	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	11
320.878	5.346	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	11
339.401	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	12
350.389	3.661	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/10b_question.txt	12
368.913	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	13
379.9	2.655	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	13
398.424	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	14
409.411	2.65	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	14
427.935	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
438.922	2.825	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	15
457.446	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.433	2.165	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
486.957	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	17
497.944	4.567	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	17
516.468	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	18
527.455	3.227	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	18
545.979	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	19
556.966	3.374	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	19
575.49	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	20
586.477	2.506	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	20
