onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.988	1.034	memory	dummy	study_dummy	n/a	task-memory/obj048candle.png	n/a	n/a
10.055	1.017	memory	dummy	study_dummy	n/a	task-memory/obj073crackers.png	n/a	n/a
12.106	1.017	memory	dummy	study_dummy	n/a	task-memory/obj097eye.png	n/a	n/a
14.14	1.017	memory	study	study	n/a	task-memory/obj114frog.png	n/a	n/a
16.174	1.017	memory	study	study	n/a	task-memory/obj098fan.png	n/a	n/a
18.208	1.017	memory	study	study	n/a	task-memory/obj162lawnmower.png	n/a	n/a
20.243	1.017	memory	study	study	n/a	task-memory/obj321unicorn.png	n/a	n/a
22.277	1.017	memory	study	study	n/a	task-memory/obj092ear.png	n/a	n/a
24.311	1.017	memory	study	study	n/a	task-memory/obj147iron.png	n/a	n/a
26.345	1.017	memory	study	study	n/a	task-memory/obj112fountain.png	n/a	n/a
28.379	1.017	memory	study	study	n/a	task-memory/obj341window.png	n/a	n/a
30.413	1.017	memory	study	study	n/a	task-memory/obj266shovel.png	n/a	n/a
32.447	1.017	memory	study	study	n/a	task-memory/obj225pizza.png	n/a	n/a
34.481	1.017	memory	study	study	n/a	task-memory/obj140hinge.png	n/a	n/a
36.515	1.034	memory	study	study	n/a	task-memory/obj317turtle.png	n/a	n/a
38.566	1.017	memory	study	study	n/a	task-memory/obj186mop.png	n/a	n/a
40.617	1.017	memory	study	study	n/a	task-memory/obj243robot.png	n/a	n/a
42.651	1.017	memory	study	study	n/a	task-memory/obj295teapot.png	n/a	n/a
44.702	1.017	memory	study	study	n/a	task-memory/obj207pants.png	n/a	n/a
46.752	1.017	memory	study	study	n/a	task-memory/obj110football.png	n/a	n/a
48.787	1.017	memory	study	study	n/a	task-memory/obj042cactus.png	n/a	n/a
50.821	1.017	memory	study	study	n/a	task-memory/obj337whip.png	n/a	n/a
52.855	1.017	memory	study	study	n/a	task-memory/obj167lightning.png	n/a	n/a
54.889	1.017	memory	dummy	study_dummy	n/a	task-memory/obj213pen.png	n/a	n/a
56.923	1.017	memory	dummy	study_dummy	n/a	task-memory/obj296telephone.png	n/a	n/a
58.957	1.017	memory	dummy	study_dummy	n/a	task-memory/obj327volcano.png	n/a	n/a
71.278	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.372	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.433	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.493	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.172	1.131	memory	test	test_old	incorrect	task-memory/obj207pants.png	new	n/a
191.723	0.713	memory	test	test_old	correct	task-memory/obj295teapot.png	old	n/a
194.424	0.729	memory	test	test_old	correct	task-memory/obj225pizza.png	old	n/a
197.192	0.561	memory	test	test_new	correct	task-memory/obj313trophy.png	new	n/a
200.16	0.87	memory	test	test_old	correct	task-memory/obj317turtle.png	old	n/a
203.144	0.625	memory	test	test_old	correct	task-memory/obj147iron.png	old	n/a
205.762	0.583	memory	test	test_old	correct	task-memory/obj167lightning.png	old	n/a
208.529	0.694	memory	test	test_new	correct	task-memory/obj019basket.png	new	n/a
211.18	0.683	memory	test	test_new	correct	task-memory/obj195net.png	new	n/a
213.881	0.547	memory	test	test_old	correct	task-memory/obj042cactus.png	old	n/a
216.849	1.13	memory	test	test_new	correct	task-memory/obj009asparagus.png	new	n/a
219.55	0.697	memory	test	test_old	correct	task-memory/obj092ear.png	old	n/a
222.568	0.655	memory	test	test_old	correct	task-memory/obj341window.png	old	n/a
225.236	0.595	memory	test	test_new	correct	task-memory/obj320umbrella.png	new	n/a
228.253	0.889	memory	test	test_new	correct	task-memory/obj027blimp.png	new	n/a
230.838	0.856	memory	test	test_new	correct	task-memory/obj246rockingchair.png	new	n/a
233.722	0.918	memory	test	test_new	correct	task-memory/obj248roof.png	new	n/a
236.657	0.703	memory	test	test_new	correct	task-memory/obj220pineapple.png	new	n/a
239.658	0.621	memory	test	test_new	correct	task-memory/obj279sock.png	new	n/a
242.525	0.848	memory	test	test_new	correct	task-memory/obj323vacuum.png	new	n/a
245.26	0.744	memory	test	test_old	correct	task-memory/obj140hinge.png	old	n/a
247.877	0.75	memory	test	test_new	correct	task-memory/obj177map.png	new	n/a
250.428	0.833	memory	test	test_new	correct	task-memory/obj131handcuffs.png	new	n/a
253.146	0.72	memory	test	test_new	correct	task-memory/obj324vase.png	new	n/a
255.93	0.643	memory	test	test_new	correct	task-memory/obj021bed.png	new	n/a
258.898	0.758	memory	test	test_old	correct	task-memory/obj162lawnmower.png	old	n/a
261.816	0.638	memory	test	test_new	correct	task-memory/obj023belt.png	new	n/a
