onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.833	2.074	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.908	1.819	rating	0.3163	intensity	pain	female	African	young	n/a
6.308	1.419	rating_mouse_trajectory	0.3163	intensity	pain	female	African	young	n/a
7.832	1.327	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.159	1.852	rating	0.2051	intensity	fear	female	African	young	n/a
9.475	1.536	rating_mouse_trajectory	0.2051	intensity	fear	female	African	young	n/a
11.094	1.316	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.41	1.543	rating	0.3932	intensity	anger	female	WC	young	n/a
12.793	1.16	rating_mouse_trajectory	0.3932	intensity	anger	female	WC	young	n/a
15.327	1.335	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.662	1.025	rating	0.5833	intensity	happy	female	African	young	n/a
17.028	0.658	rating_mouse_trajectory	0.5833	intensity	happy	female	African	young	n/a
18.597	2.066	face	n/a	intensity	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.663	0.473	rating	0.466	intensity	pleasure	male	African	young	n/a
26.593	1.323	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.916	1.471	rating	0.2658	intensity	anger	male	EA	young	n/a
28.216	1.171	rating_mouse_trajectory	0.2658	intensity	anger	male	EA	young	n/a
29.84	1.311	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
31.15	1.874	rating	0.6622	intensity	surprise	male	EA	young	n/a
31.467	1.558	rating_mouse_trajectory	0.6622	intensity	surprise	male	EA	young	n/a
33.061	1.307	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.368	1.069	rating	0.3265	intensity	surprise	male	WC	young	n/a
34.685	0.752	rating_mouse_trajectory	0.3265	intensity	surprise	male	WC	young	n/a
36.274	1.312	face	n/a	intensity	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.586	1.569	rating	0.379	intensity	sad	female	African	old	n/a
38.119	1.035	rating_mouse_trajectory	0.379	intensity	sad	female	African	old	n/a
39.508	1.313	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
40.821	1.636	rating	0.3993	intensity	disgust	male	WC	old	n/a
41.354	1.102	rating_mouse_trajectory	0.3993	intensity	disgust	male	WC	old	n/a
44.742	2.064	face	n/a	intensity	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
46.806	1.703	rating	0.7391	intensity	pain	male	African	old	n/a
47.206	1.303	rating_mouse_trajectory	0.7391	intensity	pain	male	African	old	n/a
49.726	2.049	face	n/a	intensity	pleasure	female	African	young	task-faces/8Pleasure_Model4_1Female_3African_1Young.mp4
51.775	1.569	rating	0.5651	intensity	pleasure	female	African	young	n/a
52.158	1.186	rating_mouse_trajectory	0.5651	intensity	pleasure	female	African	young	n/a
55.699	2.061	face	n/a	intensity	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
57.76	1.027	rating	0.557	intensity	pain	male	WC	old	n/a
58.077	0.71	rating_mouse_trajectory	0.557	intensity	pain	male	WC	old	n/a
60.675	1.32	face	n/a	intensity	disgust	male	African	old	task-faces/4Disgust_Model4_2Male_3African_2Old.mp4
61.995	1.441	rating	0.379	intensity	disgust	male	African	old	n/a
62.328	1.108	rating_mouse_trajectory	0.379	intensity	disgust	male	African	old	n/a
64.925	2.038	face	n/a	intensity	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
66.964	1.623	rating	0.3143	intensity	pleasure	female	WC	young	n/a
67.33	1.257	rating_mouse_trajectory	0.3143	intensity	pleasure	female	WC	young	n/a
69.893	1.322	face	n/a	intensity	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
71.215	1.438	rating	0.1828	intensity	disgust	female	EA	young	n/a
71.515	1.138	rating_mouse_trajectory	0.1828	intensity	disgust	female	EA	young	n/a
74.14	2.044	face	n/a	intensity	pain	female	WC	old	task-faces/7Pain_Model2_1Female_1WC_2Old.mp4
76.184	0.436	rating	0.466	intensity	pain	female	WC	old	n/a
79.109	1.31	face	n/a	intensity	happy	male	EA	old	task-faces/1Happy_Model4_2Male_2EA_2Old.mp4
80.419	1.536	rating	0.64	intensity	happy	male	EA	old	n/a
80.869	1.086	rating_mouse_trajectory	0.64	intensity	happy	male	EA	old	n/a
85.343	1.328	face	n/a	intensity	anger	female	African	young	task-faces/5Anger_Model3_1Female_3African_1Young.mp4
86.671	1.569	rating	0.4114	intensity	anger	female	African	young	n/a
87.471	0.769	rating_mouse_trajectory	0.4114	intensity	anger	female	African	young	n/a
88.595	1.311	face	n/a	intensity	sad	female	EA	old	task-faces/6Sad_Model2_1Female_2EA_2Old.mp4
89.905	1.753	rating	0.3022	intensity	sad	female	EA	old	n/a
90.539	1.119	rating_mouse_trajectory	0.3022	intensity	sad	female	EA	old	n/a
92.825	1.315	face	n/a	intensity	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
94.14	0.485	rating	0.466	intensity	anger	female	African	old	n/a
96.065	2.044	face	n/a	intensity	pain	male	WC	young	task-faces/7Pain_Model3_2Male_1WC_1Young.mp4
98.109	1.869	rating	0.7047	intensity	pain	male	WC	young	n/a
98.425	1.552	rating_mouse_trajectory	0.7047	intensity	pain	male	WC	young	n/a
101.034	1.327	face	n/a	intensity	fear	female	WC	old	task-faces/3Fear_Model2_1Female_1WC_2Old.mp4
102.36	0.877	rating	0.5712	intensity	fear	female	WC	old	n/a
102.71	0.527	rating_mouse_trajectory	0.5712	intensity	fear	female	WC	old	n/a
105.276	2.053	face	n/a	intensity	pleasure	female	EA	old	task-faces/8Pleasure_Model2_1Female_2EA_2Old.mp4
107.329	0.919	rating	0.5692	intensity	pleasure	female	EA	old	n/a
107.645	0.602	rating_mouse_trajectory	0.5692	intensity	pleasure	female	EA	old	n/a
110.259	1.305	face	n/a	intensity	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
111.564	1.857	rating	0.0263	intensity	sad	female	WC	young	n/a
111.964	1.457	rating_mouse_trajectory	0.0263	intensity	sad	female	WC	young	n/a
113.491	2.041	face	n/a	intensity	pain	male	EA	old	task-faces/7Pain_Model2_2Male_2EA_2Old.mp4
115.532	0.859	rating	0.5287	intensity	pain	male	EA	old	n/a
115.815	0.576	rating_mouse_trajectory	0.5287	intensity	pain	male	EA	old	n/a
117.458	2.042	face	n/a	intensity	pain	female	WC	young	task-faces/7Pain_Model3_1Female_1WC_1Young.mp4
119.5	1.853	rating	0.6541	intensity	pain	female	WC	young	n/a
119.933	1.42	rating_mouse_trajectory	0.6541	intensity	pain	female	WC	young	n/a
121.425	1.309	face	n/a	intensity	disgust	female	African	young	task-faces/4Disgust_Model1_1Female_3African_1Young.mp4
122.734	1.569	rating	0.3325	intensity	disgust	female	African	young	n/a
123.101	1.202	rating_mouse_trajectory	0.3325	intensity	disgust	female	African	young	n/a
125.659	1.31	face	n/a	intensity	anger	male	African	old	task-faces/5Anger_Model1_2Male_3African_2Old.mp4
126.969	1.7	rating	0.8786	intensity	anger	male	African	old	n/a
127.436	1.233	rating_mouse_trajectory	0.8786	intensity	anger	male	African	old	n/a
129.894	1.31	face	n/a	intensity	sad	female	African	young	task-faces/6Sad_Model1_1Female_3African_1Young.mp4
131.204	1.802	rating	0.0	intensity	sad	female	African	young	n/a
131.538	1.469	rating_mouse_trajectory	0.0	intensity	sad	female	African	young	n/a
134.125	1.314	face	n/a	intensity	surprise	male	EA	old	task-faces/2Surprise_Model5_2Male_2EA_2Old.mp4
135.439	1.002	rating	0.5672	intensity	surprise	male	EA	old	n/a
135.856	0.586	rating_mouse_trajectory	0.5672	intensity	surprise	male	EA	old	n/a
137.357	1.316	face	n/a	intensity	happy	male	EA	young	task-faces/1Happy_Model3_2Male_2EA_1Young.mp4
138.674	0.552	rating	0.466	intensity	happy	male	EA	young	n/a
140.592	1.317	face	n/a	intensity	surprise	female	EA	old	task-faces/2Surprise_Model1_1Female_2EA_2Old.mp4
141.908	0.878	rating	0.5489	intensity	surprise	female	EA	old	n/a
142.358	0.428	rating_mouse_trajectory	0.5489	intensity	surprise	female	EA	old	n/a
144.833	2.061	face	n/a	intensity	pain	female	EA	old	task-faces/7Pain_Model5_1Female_2EA_2Old.mp4
146.893	0.877	rating	0.6137	intensity	pain	female	EA	old	n/a
147.127	0.643	rating_mouse_trajectory	0.6137	intensity	pain	female	EA	old	n/a
148.801	1.31	face	n/a	intensity	sad	female	EA	young	task-faces/6Sad_Model4_1Female_2EA_1Young.mp4
150.111	1.742	rating	0.0615	intensity	sad	female	EA	young	n/a
150.361	1.492	rating_mouse_trajectory	0.0615	intensity	sad	female	EA	young	n/a
152.042	1.304	face	n/a	intensity	anger	male	EA	old	task-faces/5Anger_Model1_2Male_2EA_2Old.mp4
153.346	1.507	rating	0.7411	intensity	anger	male	EA	old	n/a
153.779	1.074	rating_mouse_trajectory	0.7411	intensity	anger	male	EA	old	n/a
157.275	1.306	face	n/a	intensity	sad	male	African	old	task-faces/6Sad_Model3_2Male_3African_2Old.mp4
158.581	1.572	rating	0.0352	intensity	sad	male	African	old	n/a
158.881	1.272	rating_mouse_trajectory	0.0352	intensity	sad	male	African	old	n/a
162.508	1.308	face	n/a	intensity	sad	male	African	young	task-faces/6Sad_Model5_2Male_3African_1Young.mp4
163.816	1.67	rating	0.0311	intensity	sad	male	African	young	n/a
164.15	1.337	rating_mouse_trajectory	0.0311	intensity	sad	male	African	young	n/a
168.741	1.311	face	n/a	intensity	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
170.052	0.852	rating	0.5833	intensity	happy	male	WC	young	n/a
170.452	0.452	rating_mouse_trajectory	0.5833	intensity	happy	male	WC	young	n/a
172.975	1.312	face	n/a	intensity	surprise	male	WC	old	task-faces/2Surprise_Model3_2Male_1WC_2Old.mp4
174.287	0.602	rating	0.466	intensity	surprise	male	WC	old	n/a
177.212	1.309	face	n/a	intensity	happy	male	WC	old	task-faces/1Happy_Model4_2Male_1WC_2Old.mp4
178.522	1.415	rating	0.5085	intensity	happy	male	WC	old	n/a
179.005	0.931	rating_mouse_trajectory	0.5085	intensity	happy	male	WC	old	n/a
