onset	duration	trial_type	response_value	stim_file_TODO
2.776	50.509	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
57.732	4.369	rating_relevance	27.5	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
60.082	1.698	rating_happy	12.71	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
65.184	1.782	rating_sad	0.1	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
71.587	3.167	rating_afraid	0.21	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
75.788	2.356	rating_disgusted	0.42	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
80.14	1.683	rating_warm	7.71	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
85.559	2.083	rating_engaged	21.56	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
88.569	179.449	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
272.178	4.119	rating_relevance	8.23	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
274.646	1.565	rating_happy	19.17	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
279.664	1.565	rating_sad	1.56	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
284.349	1.232	rating_afraid	0.62	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
289.118	0.982	rating_disgusted	1.67	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
295.287	2.133	rating_warm	24.38	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
300.739	2.567	rating_engaged	24.58	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
303.225	56.91	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
362.345	2.165	rating_relevance	23.02	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
366.747	1.547	rating_happy	12.4	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
371.399	1.182	rating_sad	1.04	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
377.201	1.965	rating_afraid	13.85	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
381.986	1.733	rating_disgusted	0.21	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
386.938	1.666	rating_warm	3.33	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
392.99	2.7	rating_engaged	39.06	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
395.335	147.766	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
544.863	1.731	rating_relevance	5.62	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
550.632	2.482	rating_happy	3.75	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
554.267	1.099	rating_sad	23.02	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
559.069	0.883	rating_afraid	1.35	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
564.887	1.682	rating_disgusted	1.88	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
570.073	1.85	rating_warm	6.98	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
575.308	2.067	rating_engaged	16.56	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
