onset	duration	trial_type	response_value	stim_file
2.765	47.363	video	n/a	task-alignvideo/ses-02_run-04_order-01_content-forestfire.mp4
54.705	n/a	rating_relevance	n/a	n/a
59.723	n/a	rating_happy	n/a	n/a
64.758	n/a	rating_sad	n/a	n/a
69.793	n/a	rating_afraid	n/a	n/a
74.829	n/a	rating_disgusted	n/a	n/a
79.864	n/a	rating_warm	n/a	n/a
84.899	n/a	rating_engaged	n/a	n/a
85.43	47.815	video	n/a	task-alignvideo/ses-02_run-04_order-02_content-iceblock.mp4
137.786	n/a	rating_relevance	n/a	n/a
142.804	n/a	rating_happy	n/a	n/a
147.839	n/a	rating_sad	n/a	n/a
152.858	n/a	rating_afraid	n/a	n/a
157.893	n/a	rating_disgusted	n/a	n/a
162.928	n/a	rating_warm	n/a	n/a
167.963	n/a	rating_engaged	n/a	n/a
168.494	146.134	video	n/a	task-alignvideo/ses-02_run-04_order-03_content-alwaysafamily.mp4
319.203	n/a	rating_relevance	n/a	n/a
324.222	n/a	rating_happy	n/a	n/a
329.257	n/a	rating_sad	n/a	n/a
334.292	n/a	rating_afraid	n/a	n/a
339.327	n/a	rating_disgusted	n/a	n/a
344.363	n/a	rating_warm	n/a	n/a
349.381	n/a	rating_engaged	n/a	n/a
349.913	33.032	video	n/a	task-alignvideo/ses-02_run-04_order-04_content-visswar.mp4
387.495	n/a	rating_relevance	n/a	n/a
392.53	n/a	rating_happy	n/a	n/a
397.549	n/a	rating_sad	n/a	n/a
402.568	n/a	rating_afraid	n/a	n/a
407.586	n/a	rating_disgusted	n/a	n/a
412.621	n/a	rating_warm	n/a	n/a
417.64	n/a	rating_engaged	n/a	n/a
