onset	duration	trial_type	response_value	stim_file
2.78	51.933	video	n/a	task-alignvideo/ses-01_run-01_order-01_content-idiots.mp4
57.952	3.15	rating_relevance	52.4	n/a
62.17	2.349	rating_happy	3.02	n/a
66.872	2.041	rating_sad	0.0	n/a
71.39	1.539	rating_afraid	0.0	n/a
76.458	1.576	rating_disgusted	1.25	n/a
82.844	2.948	rating_warm	2.29	n/a
86.529	1.616	rating_engaged	7.92	n/a
90.004	198.209	video	n/a	task-alignvideo/ses-01_run-01_order-02_content-wanderers.mp4
291.539	3.289	rating_relevance	33.65	n/a
296.624	3.366	rating_happy	36.67	n/a
299.508	1.233	rating_sad	0.0	n/a
304.944	1.649	rating_afraid	12.71	n/a
309.312	0.998	rating_disgusted	0.0	n/a
316.115	2.783	rating_warm	2.5	n/a
320.433	2.084	rating_engaged	48.85	n/a
323.408	60.888	video	n/a	task-alignvideo/ses-01_run-01_order-03_content-lioncubs.mp4
386.291	1.962	rating_relevance	0.0	n/a
392.826	3.482	rating_happy	41.77	n/a
395.661	1.299	rating_sad	0.0	n/a
401.163	1.782	rating_afraid	3.44	n/a
405.515	1.116	rating_disgusted	0.0	n/a
411.467	2.05	rating_warm	30.42	n/a
416.202	1.766	rating_engaged	40.0	n/a
419.481	38.77	video	n/a	task-alignvideo/ses-01_run-01_order-04_content-parkour.mp4
460.135	1.849	rating_relevance	0.0	n/a
464.186	0.883	rating_happy	0.0	n/a
469.405	1.083	rating_sad	0.0	n/a
475.991	2.656	rating_afraid	29.38	n/a
481.076	2.72	rating_disgusted	7.08	n/a
484.394	1.018	rating_warm	0.0	n/a
490.346	1.949	rating_engaged	26.35	n/a
