onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.838	3.143	cue	n/a	n/a	similarity	n/a	n/a
5.981	5.177	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
11.241	3.051	rating	10.95	Moderate	similarity	n/a	n/a
12.225	2.068	rating_mouse_trajectory	10.95	Moderate	similarity	n/a	n/a
16.47	5.559	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
22.095	3.052	rating	1.17	Barely detectable	similarity	n/a	n/a
22.579	2.568	rating_mouse_trajectory	1.17	Barely detectable	similarity	n/a	n/a
27.191	5.401	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
32.649	1.508	rating	11.13	Moderate	similarity	n/a	n/a
33.216	0.942	rating_mouse_trajectory	11.13	Moderate	similarity	n/a	n/a
37.685	3.122	cue	n/a	n/a	mentalizing	remember	n/a
40.807	5.218	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
46.088	3.87	rating	7.07	Weak	mentalizing	remember	n/a
48.271	1.687	rating_mouse_trajectory	7.07	Weak	mentalizing	remember	n/a
51.171	5.504	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
56.742	3.568	rating	177.18	Strongest possible	mentalizing	remember	n/a
57.258	3.052	rating_mouse_trajectory	177.18	Strongest possible	mentalizing	remember	n/a
61.869	5.56	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
67.496	3.135	rating	31.37	Strong	mentalizing	remember	n/a
68.112	2.519	rating_mouse_trajectory	31.37	Strong	mentalizing	remember	n/a
72.531	3.158	cue	n/a	n/a	similarity	n/a	n/a
75.689	5.178	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
80.934	2.59	rating	30.06	Strong	similarity	n/a	n/a
81.517	2.007	rating_mouse_trajectory	30.06	Strong	similarity	n/a	n/a
86.032	5.825	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
91.922	2.386	rating	16.26	Moderate	similarity	n/a	n/a
93.022	1.286	rating_mouse_trajectory	16.26	Moderate	similarity	n/a	n/a
97.027	6.349	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
103.442	2.234	rating	0.0	No sensation	similarity	n/a	n/a
103.909	1.768	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
108.478	3.118	cue	n/a	n/a	likeability	n/a	n/a
111.596	5.219	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
116.881	2.568	rating	8.1	Weak	likeability	n/a	n/a
118.331	1.118	rating_mouse_trajectory	8.1	Weak	likeability	n/a	n/a
121.966	5.302	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
127.335	2.106	rating	56.45	Strong	likeability	n/a	n/a
128.185	1.256	rating_mouse_trajectory	56.45	Strong	likeability	n/a	n/a
