onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
11.754	0.2	posner	valid_cue	correct	right	n/a	n/a	1
11.987	0.519	posner	target_response	correct	right	right	right	1
15.288	0.2	posner	valid_cue	correct	left	n/a	n/a	2
15.488	0.889	posner	target_response	correct	left	left	left	2
18.756	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
18.956	0.561	posner	target_response	correct	left	right	right	3
26.226	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
26.426	0.652	posner	target_response	correct	right	left	left	4
29.894	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
30.094	0.577	posner	target_response	correct	left	right	right	5
37.363	0.2	posner	valid_cue	correct	right	n/a	n/a	6
37.563	0.495	posner	target_response	correct	right	right	right	6
40.831	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
41.031	0.56	posner	target_response	correct	left	right	right	7
44.099	0.2	posner	valid_cue	correct	right	n/a	n/a	8
44.299	0.478	posner	target_response	correct	right	right	right	8
51.168	0.2	posner	valid_cue	correct	left	n/a	n/a	9
51.369	0.485	posner	target_response	correct	left	left	left	9
58.638	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
58.838	0.483	posner	target_response	correct	left	right	right	10
62.206	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
62.406	0.619	posner	target_response	correct	right	left	left	11
69.675	0.2	posner	valid_cue	correct	left	n/a	n/a	12
69.875	0.453	posner	target_response	correct	left	left	left	12
73.243	0.2	posner	valid_cue	correct	left	n/a	n/a	13
73.443	0.5	posner	target_response	correct	left	left	left	13
77.395	0.2	posner	valid_cue	correct	left	n/a	n/a	14
77.595	0.438	posner	target_response	correct	left	left	left	14
82.163	0.2	posner	valid_cue	correct	left	n/a	n/a	15
82.363	0.412	posner	target_response	correct	left	left	left	15
89.633	0.2	posner	valid_cue	correct	right	n/a	n/a	16
89.833	0.419	posner	target_response	correct	right	right	right	16
96.986	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
97.186	0.48	posner	target_response	correct	right	left	left	17
100.253	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
100.453	0.46	posner	target_response	correct	left	right	right	18
103.321	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
103.521	0.511	posner	target_response	correct	right	left	left	19
106.889	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
107.089	0.507	posner	target_response	correct	right	left	left	20
114.359	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
