onset	duration	event_type	value	response_accuracy	stim_file
12.0714683437347	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
100.587811222076	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
159.626494398117	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
218.665178289413	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
248.159511556625	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
336.692526569366	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
395.714536657333	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
425.225541582108	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
513.758558502197	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
572.780569067001	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
41.5657999420166	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
71.0768058204651	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
130.115488996506	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
189.137500276566	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
277.670516242981	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
307.198194494247	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
366.203532447815	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
454.736547937393	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
484.26422618866	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
543.269564619064	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
23.0422260665894	3.64337611198425	response	falsebelief	incorrect	tomsaxe/5b_question.txt
111.57524274826	4.34900832176208	response	falsebelief	incorrect	tomsaxe/2b_question.txt
170.613924732208	4.92053127288818	response	falsebelief	incorrect	tomsaxe/1b_question.txt
229.635936727524	3.64512634277344	response	falsebelief	correct	tomsaxe/9b_question.txt
259.146941413879	3.98208475112915	response	falsebelief	correct	tomsaxe/6b_question.txt
347.679957141876	3.63143181800842	response	falsebelief	correct	tomsaxe/10b_question.txt
406.701968421936	2.9022057056427	response	falsebelief	correct	tomsaxe/3b_question.txt
436.212973585129	4.00489449501038	response	falsebelief	incorrect	tomsaxe/7b_question.txt
524.745989313126	3.18231773376465	response	falsebelief	incorrect	tomsaxe/8b_question.txt
583.76799987793	3.07424330711365	response	falsebelief	correct	tomsaxe/4b_question.txt
52.5532307529449	3.83057737350464	response	falsephoto	correct	tomsaxe/5p_question.txt
82.0642366313934	4.12076950073242	response	falsephoto	incorrect	tomsaxe/2p_question.txt
141.08624671936	4.03264427185059	response	falsephoto	incorrect	tomsaxe/1p_question.txt
200.124931325912	n/a	response	falsephoto	incorrect	tomsaxe/9p_question.txt
288.657946338654	5.08993482589722	response	falsephoto	correct	tomsaxe/6p_question.txt
318.168951978683	4.89756798744202	response	falsephoto	correct	tomsaxe/10p_question.txt
377.190962781906	3.98998236656189	response	falsephoto	correct	tomsaxe/3p_question.txt
465.723978033066	2.29559898376465	response	falsephoto	correct	tomsaxe/7p_question.txt
495.234984388351	2.94713377952576	response	falsephoto	correct	tomsaxe/8p_question.txt
554.2569942379	4.36918592453003	response	falsephoto	correct	tomsaxe/4p_question.txt
