onset	duration	trial_type	response_value	stim_file_TODO
2.766	106.33	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
113.664	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
118.699	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
123.718	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
128.77	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
133.788	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
138.807	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
143.842	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
144.375	59.189	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
207.516	3.907	rating_relevance	3.12	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
210.4	1.766	rating_happy	6.98	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
218.153	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
223.171	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
228.19	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
233.225	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
238.26	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
238.792	20.953	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
264.287	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
269.322	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
274.357	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
279.392	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
284.428	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
289.463	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
294.481	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
295.011	136.717	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
436.268	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
441.303	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
446.338	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
451.356	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
456.392	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
461.427	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
466.462	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
