onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
8.848	32.167	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
41.014	2.439	rating_feeling	736	354	Slaying of kin unrecognized	town	Text	n/a
41.864	1.589	feeling_mouse_trajectory	736	354	Slaying of kin unrecognized	town	Text	n/a
45.119	3.138	rating_expectation	784	348	Slaying of kin unrecognized	town	Text	n/a
45.519	2.738	expectation_mouse_trajectory	784	348	Slaying of kin unrecognized	town	Text	n/a
53.214	17.095	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
70.309	2.718	rating_feeling	836	344	Erroneous judgement	town	Text	n/a
71.192	1.835	feeling_mouse_trajectory	836	344	Erroneous judgement	town	Text	n/a
74.325	3.385	rating_expectation	924	373	Erroneous judgement	town	Text	n/a
74.425	3.285	expectation_mouse_trajectory	924	373	Erroneous judgement	town	Text	n/a
80.391	10.395	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.787	2.7	rating_feeling	989	332	Revolt	town	Text	n/a
91.753	1.733	feeling_mouse_trajectory	989	332	Revolt	town	Text	n/a
94.818	0.136	rating_expectation	960	707	Revolt	town	Text	n/a
99.882	28.148	narrative_presentation	n/a	n/a	The enigma	city	Text	task-narratives/Narrative3Situation4.txt
128.03	2.357	rating_feeling	834	336	The enigma	city	Text	n/a
128.58	1.807	feeling_mouse_trajectory	834	336	The enigma	city	Text	n/a
132.046	2.072	rating_expectation	836	345	The enigma	city	Text	n/a
132.246	1.872	expectation_mouse_trajectory	836	345	The enigma	city	Text	n/a
139.13	15.079	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.21	3.985	rating_feeling	803	329	Deliverance	city	Text	n/a
155.243	2.952	feeling_mouse_trajectory	803	329	Deliverance	city	Text	n/a
158.223	0.034	rating_expectation	960	707	Deliverance	city	Text	n/a
158.423	-0.166	expectation_mouse_trajectory	960	707	Deliverance	city	Text	n/a
165.29	15.08	narrative_presentation	n/a	n/a	Remorse	city	Text	task-narratives/Narrative3Situation6.txt
180.37	3.737	rating_feeling	1008	339	Remorse	city	Text	n/a
181.637	2.471	feeling_mouse_trajectory	1008	339	Remorse	city	Text	n/a
184.402	2.869	rating_expectation	1133	412	Remorse	city	Text	n/a
184.719	2.553	expectation_mouse_trajectory	1133	412	Remorse	city	Text	n/a
192.467	36.853	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.321	2.453	rating_feeling	763	386	Loss of loved one	forest	Text	n/a
230.137	1.636	feeling_mouse_trajectory	763	386	Loss of loved one	forest	Text	n/a
233.335	3.602	rating_expectation	809	362	Loss of loved one	forest	Text	n/a
233.785	3.152	expectation_mouse_trajectory	809	362	Loss of loved one	forest	Text	n/a
239.402	9.707	narrative_presentation	n/a	n/a	All sacrificed for passion	forest	Text	task-narratives/Narrative3Situation8.txt
249.109	3.185	rating_feeling	780	372	All sacrificed for passion	forest	Text	n/a
250.342	1.951	feeling_mouse_trajectory	780	372	All sacrificed for passion	forest	Text	n/a
253.126	3.21	rating_expectation	871	382	All sacrificed for passion	forest	Text	n/a
253.526	2.81	expectation_mouse_trajectory	871	382	All sacrificed for passion	forest	Text	n/a
258.192	27.48	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.672	2.951	rating_feeling	725	315	Discovery of dishonour of loved one	forest	Text	n/a
286.622	2.001	feeling_mouse_trajectory	725	315	Discovery of dishonour of loved one	forest	Text	n/a
289.69	3.201	rating_expectation	700	341	Discovery of dishonour of loved one	forest	Text	n/a
290.056	2.835	expectation_mouse_trajectory	700	341	Discovery of dishonour of loved one	forest	Text	n/a
295.757	22.448	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
318.205	3.086	rating_feeling	802	422	Conflict with a god	swamp	Text	n/a
319.171	2.119	feeling_mouse_trajectory	802	422	Conflict with a god	swamp	Text	n/a
322.22	1.885	rating_expectation	862	405	Conflict with a god	swamp	Text	n/a
322.57	1.535	expectation_mouse_trajectory	862	405	Conflict with a god	swamp	Text	n/a
331.287	24.796	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
356.083	2.205	rating_feeling	757	406	Adultery	swamp	Text	n/a
356.85	1.439	feeling_mouse_trajectory	757	406	Adultery	swamp	Text	n/a
360.103	2.804	rating_expectation	679	361	Adultery	swamp	Text	n/a
