onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
340.717	0.714	posner	target_response	correct	left	right	right	69
344.885	0.2	posner	invalid_cue	correct	right	n/a	n/a	70
345.085	0.754	posner	target_response	correct	right	left	left	70
350.054	0.2	posner	invalid_cue	correct	left	n/a	n/a	71
350.254	0.688	posner	target_response	correct	left	right	right	71
356.723	0.2	posner	valid_cue	correct	right	n/a	n/a	72
356.923	0.752	posner	target_response	correct	right	right	right	72
364.192	0.2	posner	valid_cue	correct	left	n/a	n/a	73
364.392	0.917	posner	target_response	correct	left	left	left	73
371.362	0.2	posner	valid_cue	correct	right	n/a	n/a	74
371.562	0.685	posner	target_response	correct	right	right	right	74
378.831	0.2	posner	invalid_cue	correct	right	n/a	n/a	75
379.031	0.959	posner	target_response	correct	right	left	left	75
383.6	0.2	posner	valid_cue	correct	left	n/a	n/a	76
383.8	0.769	posner	target_response	correct	left	left	left	76
391.069	0.2	posner	invalid_cue	correct	left	n/a	n/a	77
391.269	0.782	posner	target_response	correct	left	right	right	77
397.238	0.2	posner	invalid_cue	correct	left	n/a	n/a	78
397.438	0.657	posner	target_response	correct	left	right	right	78
400.306	0.2	posner	valid_cue	correct	right	n/a	n/a	79
400.506	0.774	posner	target_response	correct	right	right	right	79
403.774	0.2	posner	invalid_cue	correct	right	n/a	n/a	80
403.974	0.768	posner	target_response	correct	right	left	left	80
408.342	0.2	posner	invalid_cue	correct	right	n/a	n/a	81
408.542	0.722	posner	target_response	correct	right	left	left	81
411.91	0.2	posner	invalid_cue	correct	right	n/a	n/a	82
412.11	0.708	posner	target_response	correct	right	left	left	82
416.979	0.2	posner	invalid_cue	correct	right	n/a	n/a	83
417.179	0.749	posner	target_response	correct	right	left	left	83
423.548	0.2	posner	valid_cue	correct	right	n/a	n/a	84
423.748	0.715	posner	target_response	correct	right	right	right	84
431.017	0.2	posner	invalid_cue	correct	left	n/a	n/a	85
431.217	0.686	posner	target_response	correct	left	right	right	85
434.585	0.2	posner	valid_cue	correct	left	n/a	n/a	86
434.785	0.73	posner	target_response	correct	left	left	left	86
442.055	0.2	posner	invalid_cue	correct	right	n/a	n/a	87
442.255	0.79	posner	target_response	correct	right	left	left	87
449.424	0.2	posner	invalid_cue	correct	left	n/a	n/a	88
449.624	0.693	posner	target_response	correct	left	right	right	88
455.693	0.2	posner	valid_cue	correct	right	n/a	n/a	89
455.893	0.68	posner	target_response	correct	right	right	right	89
463.163	0.2	posner	valid_cue	correct	left	n/a	n/a	90
463.363	0.767	posner	target_response	correct	left	left	left	90
467.031	0.2	posner	invalid_cue	correct	left	n/a	n/a	91
467.231	0.619	posner	target_response	correct	left	right	right	91
470.999	0.2	posner	valid_cue	correct	left	n/a	n/a	92
471.199	0.63	posner	target_response	correct	left	left	left	92
474.167	0.2	posner	valid_cue	correct	left	n/a	n/a	93
474.367	0.643	posner	target_response	correct	left	left	left	93
478.335	0.2	posner	invalid_cue	correct	right	n/a	n/a	94
478.535	0.683	posner	target_response	correct	right	left	left	94
481.403	0.2	posner	invalid_cue	correct	right	n/a	n/a	95
481.603	0.702	posner	target_response	correct	right	left	left	95
488.872	0.2	posner	invalid_cue	correct	left	n/a	n/a	96
489.072	0.904	posner	target_response	correct	left	right	right	96
496.242	0.2	posner	invalid_cue	correct	right	n/a	n/a	97
496.442	0.737	posner	target_response	correct	right	left	left	97
499.91	0.2	posner	valid_cue	correct	right	n/a	n/a	98
500.11	0.872	posner	target_response	correct	right	right	right	98
506.079	0.2	posner	invalid_cue	correct	left	n/a	n/a	99
506.279	0.809	posner	target_response	correct	left	right	right	99
510.047	0.2	posner	valid_cue	correct	right	n/a	n/a	100
510.247	0.88	posner	target_response	correct	right	right	right	100
516.516	0.2	posner	invalid_cue	correct	right	n/a	n/a	101
516.716	0.896	posner	target_response	correct	right	left	left	101
523.985	0.2	posner	invalid_cue	correct	right	n/a	n/a	102
524.185	0.739	posner	target_response	correct	right	left	left	102
527.453	0.2	posner	invalid_cue	correct	right	n/a	n/a	103
527.653	0.755	posner	target_response	correct	right	left	left	103
530.921	0.2	posner	invalid_cue	correct	right	n/a	n/a	104
531.121	0.819	posner	target_response	correct	right	left	left	104
534.389	0.2	posner	invalid_cue	correct	right	n/a	n/a	105
534.589	0.705	posner	target_response	correct	right	left	left	105
541.058	0.2	posner	invalid_cue	correct	right	n/a	n/a	106
541.258	0.844	posner	target_response	correct	right	left	left	106
544.426	0.2	posner	valid_cue	correct	left	n/a	n/a	107
544.626	0.895	posner	target_response	correct	left	left	left	107
548.494	0.2	posner	invalid_cue	correct	left	n/a	n/a	108
548.695	0.807	posner	target_response	correct	left	right	right	108
553.763	0.2	posner	invalid_cue	correct	right	n/a	n/a	109
553.963	0.756	posner	target_response	correct	right	left	left	109
558.331	0.2	posner	valid_cue	correct	left	n/a	n/a	110
558.532	0.759	posner	target_response	correct	left	left	left	110
561.499	0.2	posner	valid_cue	correct	left	n/a	n/a	111
561.699	0.835	posner	target_response	correct	left	left	left	111
565.067	0.2	posner	invalid_cue	correct	right	n/a	n/a	112
565.267	0.773	posner	target_response	correct	right	left	left	112
568.435	0.2	posner	valid_cue	correct	left	n/a	n/a	113
568.635	1.058	posner	target_response	correct	left	left	left	113
574.804	0.2	posner	invalid_cue	correct	left	n/a	n/a	114
575.004	0.766	posner	target_response	correct	left	right	right	114
582.274	0.2	posner	invalid_cue	correct	right	n/a	n/a	115
582.474	0.874	posner	target_response	correct	right	left	left	115
585.442	0.2	posner	valid_cue	correct	right	n/a	n/a	116
585.642	0.848	posner	target_response	correct	right	right	right	116
588.91	0.2	posner	valid_cue	correct	right	n/a	n/a	117
589.11	0.74	posner	target_response	correct	right	right	right	117
591.977	0.2	posner	valid_cue	correct	right	n/a	n/a	118
592.177	1.06	posner	target_response	correct	right	right	right	118
596.046	0.2	posner	invalid_cue	correct	left	n/a	n/a	119
596.246	0.979	posner	target_response	correct	left	right	right	119
599.614	0.2	posner	valid_cue	correct	right	n/a	n/a	120
599.814	0.71	posner	target_response	correct	right	right	right	120
