onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
214.602	2.0	memory	test	test_new	correct	task-memory/obj270skeleton.png	n/a	n/a
217.403	1.362	memory	test	test_old	correct	task-memory/obj224pitchfork.png	old	n/a
220.271	2.0	memory	test	test_new	correct	task-memory/obj236raccoon.png	n/a	n/a
223.288	2.0	memory	test	test_new	correct	task-memory/obj248roof.png	n/a	n/a
225.906	2.0	memory	test	test_new	correct	task-memory/obj246rockingchair.png	n/a	n/a
228.44	2.0	memory	test	test_new	correct	task-memory/obj157knife.png	n/a	n/a
231.158	2.0	memory	test	test_new	correct	task-memory/obj107flower.png	n/a	n/a
233.709	2.0	memory	test	test_old	incorrect	task-memory/obj330watch.png	n/a	n/a
236.427	2.0	memory	test	test_new	correct	task-memory/obj280sofa.png	n/a	n/a
239.361	1.738	memory	test	test_new	incorrect	task-memory/obj310tractor.png	old	n/a
242.529	2.0	memory	test	test_old	incorrect	task-memory/obj158knight.png	n/a	n/a
245.447	2.0	memory	test	test_old	incorrect	task-memory/obj093egg.png	n/a	n/a
248.098	1.586	memory	test	test_old	correct	task-memory/obj176man.png	old	n/a
250.982	0.952	memory	test	test_old	correct	task-memory/obj320umbrella.png	old	n/a
253.917	2.0	memory	test	test_old	incorrect	task-memory/obj264shark.png	n/a	n/a
256.734	2.0	memory	test	test_new	correct	task-memory/obj325vest.png	n/a	n/a
259.502	1.501	memory	test	test_old	correct	task-memory/obj143horse.png	old	n/a
262.286	2.0	memory	test	test_old	incorrect	task-memory/obj282spatula.png	n/a	n/a
265.154	2.0	memory	test	test_old	incorrect	task-memory/obj038broom.png	n/a	n/a
268.188	1.118	memory	test	test_old	correct	task-memory/obj305toaster.png	old	n/a
270.873	2.0	memory	test	test_new	correct	task-memory/obj179match.png	n/a	n/a
273.474	1.268	memory	test	test_old	correct	task-memory/obj099faucet.png	old	n/a
276.041	1.639	memory	test	test_new	correct	task-memory/obj030bone.png	new	n/a
279.093	1.189	memory	test	test_old	correct	task-memory/obj219pillow.png	old	n/a
281.827	1.847	memory	test	test_old	correct	task-memory/obj054chain.png	old	n/a
284.795	2.0	memory	test	test_new	correct	task-memory/obj193needle.png	n/a	n/a
287.662	1.661	memory	test	test_new	correct	task-memory/obj263seahorse.png	new	n/a
290.83	1.505	memory	test	test_old	correct	task-memory/obj213pen.png	old	n/a
293.531	1.21	memory	test	test_new	correct	task-memory/obj103fire.png	new	n/a
296.299	1.265	memory	test	test_new	correct	task-memory/obj289submarine.png	new	n/a
299.0	1.408	memory	test	test_new	incorrect	task-memory/obj205pan.png	old	n/a
308.253	1.034	memory	dummy	study_dummy	n/a	task-memory/obj018barrel.png	n/a	n/a
310.304	1.017	memory	dummy	study_dummy	n/a	task-memory/obj021bed.png	n/a	n/a
312.355	1.017	memory	dummy	study_dummy	n/a	task-memory/obj046camera.png	n/a	n/a
314.406	1.017	memory	study	study	n/a	task-memory/obj071cowboy.png	n/a	n/a
316.44	1.017	memory	study	study	n/a	task-memory/obj122glove.png	n/a	n/a
318.474	1.017	memory	study	study	n/a	task-memory/obj132hanger.png	n/a	n/a
320.508	1.017	memory	study	study	n/a	task-memory/obj034bowl.png	n/a	n/a
322.542	1.017	memory	study	study	n/a	task-memory/obj163leaf.png	n/a	n/a
324.576	1.017	memory	study	study	n/a	task-memory/obj228porcupine.png	n/a	n/a
326.61	1.017	memory	study	study	n/a	task-memory/obj137helicopter.png	n/a	n/a
328.644	1.017	memory	study	study	n/a	task-memory/obj281spaghetti.png	n/a	n/a
330.678	1.017	memory	study	study	n/a	task-memory/obj075crown.png	n/a	n/a
332.713	1.017	memory	study	study	n/a	task-memory/obj060chimney.png	n/a	n/a
334.747	1.017	memory	study	study	n/a	task-memory/obj274slide.png	n/a	n/a
336.781	1.017	memory	study	study	n/a	task-memory/obj242road.png	n/a	n/a
338.815	1.017	memory	study	study	n/a	task-memory/obj141hoof.png	n/a	n/a
340.849	1.017	memory	study	study	n/a	task-memory/obj336wheelchair.png	n/a	n/a
342.883	1.017	memory	study	study	n/a	task-memory/obj045camel.png	n/a	n/a
344.917	1.017	memory	study	study	n/a	task-memory/obj241ring.png	n/a	n/a
346.951	1.017	memory	study	study	n/a	task-memory/obj288strawberry.png	n/a	n/a
348.985	1.034	memory	study	study	n/a	task-memory/obj126gun.png	n/a	n/a
351.036	1.034	memory	study	study	n/a	task-memory/obj138helmet.png	n/a	n/a
353.087	1.017	memory	study	study	n/a	task-memory/obj216penguin.png	n/a	n/a
355.138	1.017	memory	dummy	study_dummy	n/a	task-memory/obj167lightning.png	n/a	n/a
357.188	1.017	memory	dummy	study_dummy	n/a	task-memory/obj184monkey.png	n/a	n/a
359.239	1.017	memory	dummy	study_dummy	n/a	task-memory/obj252ruler.png	n/a	n/a
371.344	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
399.404	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
427.465	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
455.525	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
489.104	2.0	memory	test	test_old	incorrect	task-memory/obj281spaghetti.png	n/a	n/a
491.922	0.976	memory	test	test_new	correct	task-memory/obj175mailbox.png	new	n/a
494.756	1.877	memory	test	test_new	correct	task-memory/obj221pinecone.png	new	n/a
497.774	1.399	memory	test	test_old	correct	task-memory/obj137helicopter.png	old	n/a
500.325	0.834	memory	test	test_old	correct	task-memory/obj034bowl.png	old	n/a
502.893	1.807	memory	test	test_new	correct	task-memory/obj284spoon.png	new	n/a
506.244	1.154	memory	test	test_new	correct	task-memory/obj315trumpet.png	new	n/a
509.195	1.292	memory	test	test_old	correct	task-memory/obj216penguin.png	old	n/a
511.946	1.426	memory	test	test_old	correct	task-memory/obj126gun.png	old	n/a
514.497	1.9	memory	test	test_new	correct	task-memory/obj273sled.png	new	n/a
517.732	1.715	memory	test	test_new	correct	task-memory/obj316turkey.png	new	n/a
520.699	1.306	memory	test	test_new	correct	task-memory/obj217piano.png	new	n/a
523.55	1.054	memory	test	test_new	correct	task-memory/obj335wheelbarrow.png	new	n/a
526.485	1.329	memory	test	test_old	correct	task-memory/obj071cowboy.png	old	n/a
529.169	1.052	memory	test	test_old	correct	task-memory/obj336wheelchair.png	old	n/a
532.137	2.0	memory	test	test_old	incorrect	task-memory/obj141hoof.png	n/a	n/a
535.005	1.244	memory	test	test_old	correct	task-memory/obj060chimney.png	old	n/a
537.689	0.96	memory	test	test_new	correct	task-memory/obj144hose.png	new	n/a
540.49	1.488	memory	test	test_new	correct	task-memory/obj211peanut.png	new	n/a
543.324	2.0	memory	test	test_old	incorrect	task-memory/obj122glove.png	n/a	n/a
546.242	1.406	memory	test	test_old	correct	task-memory/obj274slide.png	old	n/a
549.177	1.864	memory	test	test_new	incorrect	task-memory/obj134hat.png	old	n/a
552.261	1.93	memory	test	test_new	correct	task-memory/obj100feather.png	new	n/a
555.562	1.414	memory	test	test_new	correct	task-memory/obj231pumpkin.png	new	n/a
558.43	2.0	memory	test	test_new	correct	task-memory/obj070cow.png	n/a	n/a
561.448	1.345	memory	test	test_new	correct	task-memory/obj256sandwich.png	new	n/a
564.332	0.872	memory	test	test_old	correct	task-memory/obj045camel.png	old	n/a
566.967	1.298	memory	test	test_old	correct	task-memory/obj138helmet.png	old	n/a
569.834	1.073	memory	test	test_old	correct	task-memory/obj228porcupine.png	old	n/a
572.569	1.35	memory	test	test_old	correct	task-memory/obj288strawberry.png	old	n/a
575.136	1.476	memory	test	test_old	correct	task-memory/obj075crown.png	old	n/a
577.721	2.0	memory	test	test_new	correct	task-memory/obj269skateboard.png	n/a	n/a
580.372	2.0	memory	test	test_new	correct	task-memory/obj323vacuum.png	n/a	n/a
582.956	1.653	memory	test	test_old	correct	task-memory/obj241ring.png	old	n/a
586.057	2.0	memory	test	test_new	correct	task-memory/obj203paintbrush.png	n/a	n/a
588.908	1.482	memory	test	test_old	correct	task-memory/obj163leaf.png	old	n/a
591.926	2.0	memory	test	test_old	incorrect	task-memory/obj132hanger.png	n/a	n/a
594.544	1.302	memory	test	test_old	correct	task-memory/obj242road.png	old	n/a
597.128	1.753	memory	test	test_new	correct	task-memory/obj074cross.png	new	n/a
600.396	1.012	memory	test	test_new	correct	task-memory/obj319typewriter.png	new	n/a
