onset	duration	trial_type	response_value	stim_file
2.778	51.943	video	n/a	task-alignvideo/ses-01_run-01_order-01_content-idiots.mp4
58.105	3.306	rating_relevance	74.38	n/a
62.056	2.249	rating_happy	66.15	n/a
67.208	2.383	rating_sad	2.6	n/a
72.377	2.533	rating_afraid	7.4	n/a
76.628	1.769	rating_disgusted	3.54	n/a
82.014	2.123	rating_warm	54.48	n/a
86.849	1.949	rating_engaged	85.62	n/a
89.996	198.209	video	n/a	task-alignvideo/ses-01_run-01_order-02_content-wanderers.mp4
290.408	2.165	rating_relevance	4.79	n/a
295.71	2.45	rating_happy	4.06	n/a
299.978	1.7	rating_sad	11.25	n/a
305.197	1.9	rating_afraid	13.33	n/a
310.049	1.739	rating_disgusted	16.98	n/a
315.134	1.804	rating_warm	17.29	n/a
319.719	1.366	rating_engaged	4.58	n/a
323.41	60.884	video	n/a	task-alignvideo/ses-01_run-01_order-03_content-lioncubs.mp4
386.61	2.282	rating_relevance	43.12	n/a
391.912	2.567	rating_happy	83.96	n/a
395.347	0.983	rating_sad	6.04	n/a
401.133	1.756	rating_afraid	7.92	n/a
405.451	1.054	rating_disgusted	13.02	n/a
411.42	1.999	rating_warm	88.44	n/a
418.956	n/a	rating_engaged	n/a	n/a
419.498	38.757	video	n/a	task-alignvideo/ses-01_run-01_order-04_content-parkour.mp4
460.288	1.994	rating_relevance	9.06	n/a
467.807	n/a	rating_happy	n/a	n/a
472.843	n/a	rating_sad	n/a	n/a
477.861	n/a	rating_afraid	n/a	n/a
482.88	n/a	rating_disgusted	n/a	n/a
487.915	n/a	rating_warm	n/a	n/a
492.933	n/a	rating_engaged	n/a	n/a
