onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.827	1.339	face	n/a	age	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.166	1.65	rating	0.0688	age	disgust	female	WC	young	n/a
5.832	0.983	rating_mouse_trajectory	0.0688	age	disgust	female	WC	young	n/a
7.223	1.327	face	n/a	age	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.55	1.802	rating	0.8544	age	anger	female	WC	old	n/a
9.083	1.269	rating_mouse_trajectory	0.8544	age	anger	female	WC	old	n/a
10.49	1.311	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.801	1.621	rating	0.6197	age	disgust	male	WC	old	n/a
12.335	1.088	rating_mouse_trajectory	0.6197	age	disgust	male	WC	old	n/a
14.738	1.315	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
16.053	1.169	rating	0.557	age	anger	female	African	old	n/a
16.553	0.669	rating_mouse_trajectory	0.557	age	anger	female	African	old	n/a
17.982	1.322	face	n/a	age	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.304	1.8	rating	0.3345	age	surprise	male	African	young	n/a
19.738	1.367	rating_mouse_trajectory	0.3345	age	surprise	male	African	young	n/a
25.254	1.319	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.574	1.235	rating	0.3993	age	sad	male	WC	young	n/a
27.39	0.418	rating_mouse_trajectory	0.3993	age	sad	male	WC	young	n/a
28.503	1.322	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.825	1.657	rating	0.3062	age	fear	male	EA	young	n/a
30.425	1.057	rating_mouse_trajectory	0.3062	age	fear	male	EA	young	n/a
31.747	1.312	face	n/a	age	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
33.059	1.783	rating	0.5833	age	fear	male	African	old	n/a
33.943	0.9	rating_mouse_trajectory	0.5833	age	fear	male	African	old	n/a
34.983	1.311	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.294	1.622	rating	0.4316	age	surprise	male	EA	young	n/a
36.761	1.155	rating_mouse_trajectory	0.4316	age	surprise	male	EA	young	n/a
38.22	1.308	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.528	1.737	rating	0.3548	age	anger	male	EA	young	n/a
40.095	1.17	rating_mouse_trajectory	0.3548	age	anger	male	EA	young	n/a
43.455	2.043	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.497	1.468	rating	0.5955	age	pleasure	female	WC	young	n/a
46.131	0.835	rating_mouse_trajectory	0.5955	age	pleasure	female	WC	young	n/a
48.404	1.312	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.716	1.503	rating	0.8989	age	happy	male	African	old	n/a
50.299	0.919	rating_mouse_trajectory	0.8989	age	happy	male	African	old	n/a
53.637	1.313	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
54.951	1.867	rating	0.3932	age	happy	male	WC	young	n/a
55.684	1.133	rating_mouse_trajectory	0.3932	age	happy	male	WC	young	n/a
57.87	1.316	face	n/a	age	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
59.186	1.719	rating	0.5388	age	disgust	male	WC	young	n/a
59.519	1.385	rating_mouse_trajectory	0.5388	age	disgust	male	WC	young	n/a
62.104	1.317	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.421	1.485	rating	0.3528	age	fear	female	EA	young	n/a
64.021	0.885	rating_mouse_trajectory	0.3528	age	fear	female	EA	young	n/a
66.337	1.319	face	n/a	age	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.656	1.202	rating	0.6501	age	disgust	female	EA	young	n/a
68.172	0.685	rating_mouse_trajectory	0.6501	age	disgust	female	EA	young	n/a
70.562	1.312	face	n/a	age	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.874	1.585	rating	0.5732	age	disgust	male	African	young	n/a
72.724	0.735	rating_mouse_trajectory	0.5732	age	disgust	male	African	young	n/a
74.787	1.305	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
76.092	1.857	rating	0.4559	age	sad	female	WC	young	n/a
77.209	0.74	rating_mouse_trajectory	0.4559	age	sad	female	WC	young	n/a
81.016	2.045	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
83.061	0.821	rating	0.466	age	pain	female	African	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	pain	female	African	young	n/a
84.984	1.312	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
86.296	1.52	rating	0.8948	age	disgust	female	African	old	n/a
86.762	1.053	rating_mouse_trajectory	0.8948	age	disgust	female	African	old	n/a
89.203	2.044	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
91.248	0.902	rating	0.466	age	pain	male	EA	young	n/a
91.931	0.218	rating_mouse_trajectory	0.466	age	pain	male	EA	young	n/a
93.151	2.048	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
95.199	1.118	rating	0.3689	age	pleasure	male	EA	young	n/a
95.749	0.568	rating_mouse_trajectory	0.3689	age	pleasure	male	EA	young	n/a
98.121	1.313	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.434	1.402	rating	0.2516	age	fear	female	WC	young	n/a
99.917	0.918	rating_mouse_trajectory	0.2516	age	fear	female	WC	young	n/a
102.354	1.315	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
103.669	0.685	rating	0.466	age	happy	female	WC	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	happy	female	WC	old	n/a
106.576	1.312	face	n/a	age	fear	male	WC	young	task-faces/3Fear_Model2_2Male_1WC_1Young.mp4
107.887	1.857	rating	0.4033	age	fear	male	WC	young	n/a
108.504	1.241	rating_mouse_trajectory	0.4033	age	fear	male	WC	young	n/a
109.795	2.043	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
111.839	1.018	rating	0.7553	age	pain	male	WC	old	n/a
112.222	0.635	rating_mouse_trajectory	0.7553	age	pain	male	WC	old	n/a
113.745	1.312	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
115.057	1.409	rating	0.6481	age	happy	male	African	young	n/a
115.607	0.859	rating_mouse_trajectory	0.6481	age	happy	male	African	young	n/a
116.979	1.312	face	n/a	age	fear	male	WC	old	task-faces/3Fear_Model2_2Male_1WC_2Old.mp4
118.291	1.674	rating	0.4903	age	fear	male	WC	old	n/a
118.924	1.041	rating_mouse_trajectory	0.4903	age	fear	male	WC	old	n/a
121.221	2.039	face	n/a	age	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
123.26	1.073	rating	0.6299	age	pain	female	African	old	n/a
123.76	0.573	rating_mouse_trajectory	0.6299	age	pain	female	African	old	n/a
126.184	1.31	face	n/a	age	sad	male	WC	old	task-faces/6Sad_Model5_2Male_1WC_2Old.mp4
127.495	1.437	rating	0.7694	age	sad	male	WC	old	n/a
127.928	1.004	rating_mouse_trajectory	0.7694	age	sad	male	WC	old	n/a
130.418	1.311	face	n/a	age	surprise	female	EA	old	task-faces/2Surprise_Model1_1Female_2EA_2Old.mp4
131.729	1.303	rating	0.9535	age	surprise	female	EA	old	n/a
132.213	0.82	rating_mouse_trajectory	0.9535	age	surprise	female	EA	old	n/a
133.652	1.312	face	n/a	age	disgust	male	EA	old	task-faces/4Disgust_Model5_2Male_2EA_2Old.mp4
134.964	1.202	rating	0.6683	age	disgust	male	EA	old	n/a
135.364	0.802	rating_mouse_trajectory	0.6683	age	disgust	male	EA	old	n/a
136.868	1.314	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model2_1Female_2EA_2Old.mp4
138.182	1.633	rating	0.7108	age	happy	female	EA	old	n/a
138.715	1.1	rating_mouse_trajectory	0.7108	age	happy	female	EA	old	n/a
141.088	1.312	face	n/a	age	sad	female	African	young	task-faces/6Sad_Model1_1Female_3African_1Young.mp4
142.4	1.552	rating	0.2739	age	sad	female	African	young	n/a
143.033	0.919	rating_mouse_trajectory	0.2739	age	sad	female	African	young	n/a
144.321	1.314	face	n/a	age	happy	male	EA	old	task-faces/1Happy_Model4_2Male_2EA_2Old.mp4
