onset	duration	trial_type	response_value	stim_file
2.789	50.518	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
57.474	4.061	rating_relevance	5.83	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
60.642	2.209	rating_happy	0.52	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
64.727	1.281	rating_sad	0.52	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
70.095	1.632	rating_afraid	1.35	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
76.264	2.776	rating_disgusted	0.31	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
80.866	2.366	rating_warm	0.83	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
84.834	1.317	rating_engaged	10.73	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
88.733	179.464	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
271.104	2.871	rating_relevance	40.0	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
274.905	1.649	rating_happy	28.75	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
280.741	2.473	rating_sad	1.56	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
284.625	1.338	rating_afraid	0.52	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
290.478	2.169	rating_disgusted	0.31	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
294.829	1.499	rating_warm	42.29	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
299.681	1.332	rating_engaged	67.71	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
303.428	56.926	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
362.604	2.206	rating_relevance	32.29	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
367.156	1.748	rating_happy	36.46	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
371.491	1.065	rating_sad	1.04	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
376.393	0.948	rating_afraid	2.19	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
382.795	2.332	rating_disgusted	2.81	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
387.147	1.666	rating_warm	43.54	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
391.649	1.15	rating_engaged	61.04	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
395.557	147.774	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
545.623	2.252	rating_relevance	12.08	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
549.974	1.589	rating_happy	5.31	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
554.726	1.32	rating_sad	35.42	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
560.478	2.049	rating_afraid	1.46	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
564.963	1.516	rating_disgusted	9.69	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
572.133	3.667	rating_warm	40.42	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
575.167	1.683	rating_engaged	79.69	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
