onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file
103.545	1.219	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
105.079	1.341	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
106.73	1.402	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg
108.447	1.206	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
109.964	1.019	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
111.298	1.323	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
118.517	1.52	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
120.351	0.969	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
121.635	0.836	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
122.786	0.985	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
124.086	1.285	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
125.687	1.035	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
127.037	1.352	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
128.705	n/a	tomspunt	proud?	why_face	n/a	yes	incorrect	task-tomspunt/F_695.jpg
136.041	1.101	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
137.458	0.819	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
138.592	0.846	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
139.742	1.369	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_779.jpg
141.426	1.319	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
143.06	0.961	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_111.jpg
144.327	1.435	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_110.jpg
146.078	0.859	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_798.jpg
155.148	1.089	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_716.jpg
156.548	1.085	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_139.jpg
157.949	1.021	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_712.jpg
159.283	1.571	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_433.jpg
161.167	0.903	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_403.jpg
162.384	1.086	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_844.jpg
163.784	1.119	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_743.jpg
165.218	1.152	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_758.jpg
172.988	0.885	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_844.jpg
174.188	0.699	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_776.jpg
175.189	1.052	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_544.jpg
176.556	0.902	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_692.jpg
177.773	0.969	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_584.jpg
179.057	1.035	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_403.jpg
180.407	0.902	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_086.jpg
181.624	0.902	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_648.jpg
190.878	1.202	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_019.jpg
192.395	1.176	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_024.jpg
193.879	1.051	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_130.jpg
195.246	0.757	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_502.jpg
196.313	0.957	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_261.jpg
197.58	1.035	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_332.jpg
198.931	0.968	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_126.jpg
200.215	1.555	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_483.jpg
208.668	1.069	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_261.jpg
210.052	1.302	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_483.jpg
211.669	0.852	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_132.jpg
212.836	1.001	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_126.jpg
214.153	0.918	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_136.jpg
215.387	1.601	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_502.jpg
217.288	0.852	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_003.jpg
218.455	0.768	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_170.jpg
226.741	1.163	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_544.jpg
228.208	1.212	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_086.jpg
229.726	0.635	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_798.jpg
230.676	0.995	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_111.jpg
231.976	0.994	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_774.jpg
233.277	n/a	tomspunt	self-doubt?	why_face	n/a	yes	incorrect	task-tomspunt/F_754.jpg
235.311	0.969	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_128.jpg
236.595	1.186	tomspunt	self-doubt?	why_face	no	yes	incorrect	task-tomspunt/F_584.jpg
245.798	0.985	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_128.jpg
247.099	0.822	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_618.jpg
248.232	0.788	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_598.jpg
249.333	0.821	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_743.jpg
250.467	0.67	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_774.jpg
251.45	1.004	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_582.jpg
252.768	0.97	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_754.jpg
254.051	0.885	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_129.jpg
264.589	1.202	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg
266.106	0.985	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_091.jpg
267.406	1.114	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_627.jpg
268.824	0.897	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_027.jpg
270.024	1.001	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_111.jpg
271.341	0.902	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_159.jpg
272.558	1.119	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_581.jpg
273.992	0.818	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_349.jpg
283.379	1.258	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_443.jpg
284.946	1.152	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_006.jpg
286.413	0.74	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_581.jpg
287.464	0.924	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_532.jpg
288.698	0.956	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_027.jpg
289.965	1.186	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_038.jpg
291.465	0.822	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_332.jpg
292.599	1.052	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_189.jpg
304.854	0.718	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
305.887	1.002	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
307.204	1.068	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
308.588	1.102	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
310.006	1.001	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
311.323	0.019	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
311.656	0.952	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
312.923	0.886	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
322.644	1.043	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
323.994	1.402	tomspunt	admiring?	why_face	yes	no	incorrect	task-tomspunt/F_129.jpg
325.711	1.535	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
327.562	1.542	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
329.413	0.991	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
330.713	0.874	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
331.897	1.002	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
333.214	1.04	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
340.534	1.087	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_261.jpg
341.934	0.619	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_170.jpg
342.868	0.852	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_483.jpg
344.035	0.668	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_132.jpg
345.019	0.685	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_136.jpg
346.019	0.685	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_003.jpg
347.019	0.835	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_126.jpg
348.17	1.018	tomspunt	competing?	why_hand	yes	no	incorrect	task-tomspunt/H_502.jpg
362.008	0.779	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg
363.092	0.785	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg
364.192	1.002	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg
365.51	0.727	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
366.543	1.135	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg
367.994	1.026	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg
369.328	1.427	tomspunt	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_474.jpg
371.062	1.118	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg
379.848	1.469	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_403.jpg
381.632	0.721	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_648.jpg
382.666	0.552	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_776.jpg
383.533	0.835	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_584.jpg
384.683	0.554	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_844.jpg
385.55	0.737	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_692.jpg
386.601	0.553	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_086.jpg
387.468	0.703	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_544.jpg
398.522	1.532	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_403.jpg
400.356	0.768	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_844.jpg
401.44	1.168	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_712.jpg
402.924	0.814	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_758.jpg
404.041	0.885	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_433.jpg
405.241	0.819	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_716.jpg
406.375	0.951	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_139.jpg
407.642	0.928	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_743.jpg
416.745	1.359	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
418.413	0.885	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
419.613	0.724	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
420.647	0.957	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
421.914	1.107	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
423.331	0.935	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
424.582	0.789	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
425.682	1.272	tomspunt	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_012.jpg
434.819	1.385	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_111.jpg
436.519	0.601	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_027.jpg
437.436	0.819	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_091.jpg
438.57	0.585	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg
439.47	0.702	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_581.jpg
440.488	0.752	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_159.jpg
441.555	0.618	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_349.jpg
442.488	0.969	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_627.jpg
452.342	1.519	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
454.176	0.794	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
455.276	0.668	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
456.26	1.143	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
457.711	0.66	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
458.678	1.126	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
460.112	1.586	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
462.012	n/a	tomspunt	healthy?	why_hand	n/a	no	incorrect	task-tomspunt/H_130.jpg
471.382	0.738	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_126.jpg
472.433	1.171	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_130.jpg
473.917	0.92	tomspunt	pressing button?	how_hand	no	yes	incorrect	task-tomspunt/H_483.jpg
475.15	1.237	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_024.jpg
476.701	0.836	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_332.jpg
477.851	0.619	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_019.jpg
478.785	1.619	tomspunt	pressing button?	how_hand	no	no	correct	task-tomspunt/H_261.jpg
480.719	0.835	tomspunt	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_502.jpg
488.922	1.585	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_618.jpg
490.823	0.814	tomspunt	looking at camera?	how_face	no	no	correct	task-tomspunt/F_754.jpg
491.94	0.852	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_129.jpg
493.107	0.851	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_598.jpg
494.274	n/a	tomspunt	looking at camera?	how_face	n/a	yes	incorrect	task-tomspunt/F_128.jpg
496.308	0.118	tomspunt	looking at camera?	how_face	yes	no	incorrect	task-tomspunt/F_582.jpg
496.742	1.888	tomspunt	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_774.jpg
498.776	0.018	tomspunt	looking at camera?	how_face	yes	no	incorrect	task-tomspunt/F_743.jpg
507.879	1.326	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_798.jpg
509.513	0.857	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_086.jpg
510.68	0.673	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_544.jpg
511.664	0.64	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_754.jpg
512.614	0.773	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_111.jpg
513.698	1.006	tomspunt	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_584.jpg
515.015	1.155	tomspunt	self-doubt?	why_face	yes	no	incorrect	task-tomspunt/F_128.jpg
516.483	1.688	tomspunt	self-doubt?	why_face	no	no	correct	task-tomspunt/F_774.jpg
525.403	1.502	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_581.jpg
527.22	0.835	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_443.jpg
528.37	1.402	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_332.jpg
530.088	0.651	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_027.jpg
531.055	1.018	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_532.jpg
532.388	0.802	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_189.jpg
533.506	1.182	tomspunt	self-protection?	why_hand	no	no	correct	task-tomspunt/H_006.jpg
534.989	1.784	tomspunt	self-protection?	why_hand	yes	yes	correct	task-tomspunt/H_038.jpg
543.626	0.835	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg
544.776	0.935	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg
546.027	0.735	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg
547.077	1.185	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg
548.578	0.759	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
549.645	1.009	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
550.962	0.992	tomspunt	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_170.jpg
552.263	n/a	tomspunt	lifting?	how_hand	n/a	no	incorrect	task-tomspunt/H_077.jpg
561.499	1.155	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
562.967	0.82	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_798.jpg
564.1	0.804	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
565.217	n/a	tomspunt	looking to side?	how_face	n/a	yes	incorrect	task-tomspunt/F_110.jpg
567.251	n/a	tomspunt	looking to side?	how_face	n/a	no	incorrect	task-tomspunt/F_779.jpg
569.286	n/a	tomspunt	looking to side?	how_face	n/a	yes	incorrect	task-tomspunt/F_590.jpg
571.32	1.001	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_111.jpg
572.637	0.985	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
583.974	1.23	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
585.508	0.796	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
586.609	0.762	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
587.676	0.868	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
588.86	0.768	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
589.943	1.965	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
591.977	0.027	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
592.311	n/a	tomspunt	proud?	why_face	n/a	yes	incorrect	task-tomspunt/F_695.jpg
0.098	2.017	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
0.098	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a
17.537	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a
36.645	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
36.645	0.3	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
55.618	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
55.618	0.3	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
73.142	2.101	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
73.142	0.3	tomspunt	lifting?	block_question_presentation	n/a	n/a	n/a	n/a
95.633	2.101	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
95.633	0.3	tomspunt	helping?	block_question_presentation	n/a	n/a	n/a	n/a
113.507	2.101	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
113.507	0.3	tomspunt	proud?	block_question_presentation	n/a	n/a	n/a	n/a
131.03	2.101	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
131.03	0.3	tomspunt	looking to side?	block_question_presentation	n/a	n/a	n/a	n/a
150.137	2.101	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
150.137	0.3	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a
167.977	2.101	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
167.977	0.3	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a
185.867	2.101	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
185.867	0.3	tomspunt	pressing button?	block_question_presentation	n/a	n/a	n/a	n/a
203.657	2.101	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
203.657	0.3	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a
221.73	2.101	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
221.73	0.3	tomspunt	self-doubt?	block_question_presentation	n/a	n/a	n/a	n/a
240.787	2.101	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
240.787	0.3	tomspunt	looking at camera?	block_question_presentation	n/a	n/a	n/a	n/a
259.578	2.101	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
259.578	0.3	tomspunt	both hands?	block_question_presentation	n/a	n/a	n/a	n/a
278.368	2.101	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
278.368	0.3	tomspunt	self-protection?	block_question_presentation	n/a	n/a	n/a	n/a
299.843	2.101	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
299.843	0.3	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a
317.633	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
317.633	0.3	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a
