onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.999	1.034	memory	dummy	study_dummy	n/a	task-memory/obj011backpack.png	n/a	n/a
10.066	1.017	memory	dummy	study_dummy	n/a	task-memory/obj020bat.png	n/a	n/a
12.117	1.017	memory	dummy	study_dummy	n/a	task-memory/obj033bottle.png	n/a	n/a
14.168	1.017	memory	study	study	n/a	task-memory/obj260scissors.png	n/a	n/a
16.218	1.017	memory	study	study	n/a	task-memory/obj300thermos.png	n/a	n/a
18.252	1.017	memory	study	study	n/a	task-memory/obj056cheese.png	n/a	n/a
20.286	1.017	memory	study	study	n/a	task-memory/obj124grapes.png	n/a	n/a
22.321	1.017	memory	study	study	n/a	task-memory/obj174magnet.png	n/a	n/a
24.355	1.017	memory	study	study	n/a	task-memory/obj039bus.png	n/a	n/a
26.389	1.017	memory	study	study	n/a	task-memory/obj100feather.png	n/a	n/a
28.423	1.017	memory	study	study	n/a	task-memory/obj069corn.png	n/a	n/a
30.457	1.017	memory	study	study	n/a	task-memory/obj089dress.png	n/a	n/a
32.491	1.017	memory	study	study	n/a	task-memory/obj223pirate.png	n/a	n/a
34.525	1.017	memory	study	study	n/a	task-memory/obj022bell.png	n/a	n/a
36.559	1.017	memory	study	study	n/a	task-memory/obj274slide.png	n/a	n/a
38.593	1.017	memory	study	study	n/a	task-memory/obj028boat.png	n/a	n/a
40.627	1.017	memory	study	study	n/a	task-memory/obj151puzzle.png	n/a	n/a
42.661	1.017	memory	study	study	n/a	task-memory/obj277snake.png	n/a	n/a
44.696	1.017	memory	study	study	n/a	task-memory/obj290sun.png	n/a	n/a
46.73	1.017	memory	study	study	n/a	task-memory/obj045camel.png	n/a	n/a
48.764	1.017	memory	study	study	n/a	task-memory/obj016banjo.png	n/a	n/a
50.798	1.034	memory	study	study	n/a	task-memory/obj311train.png	n/a	n/a
52.849	1.017	memory	study	study	n/a	task-memory/obj159knot.png	n/a	n/a
54.899	1.017	memory	dummy	study_dummy	n/a	task-memory/obj058chest.png	n/a	n/a
56.934	1.017	memory	dummy	study_dummy	n/a	task-memory/obj168lion.png	n/a	n/a
58.984	1.017	memory	dummy	study_dummy	n/a	task-memory/obj179match.png	n/a	n/a
71.289	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.383	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.443	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.504	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.133	1.333	memory	test	test_new	correct	task-memory/obj172lobster.png	new	n/a
192.067	1.036	memory	test	test_old	correct	task-memory/obj290sun.png	old	n/a
195.085	0.882	memory	test	test_new	correct	task-memory/obj231pumpkin.png	new	n/a
198.036	0.846	memory	test	test_new	correct	task-memory/obj215pencilsharpener.png	new	n/a
200.654	1.091	memory	test	test_old	correct	task-memory/obj300thermos.png	old	n/a
203.522	0.941	memory	test	test_new	correct	task-memory/obj318tweezers.png	new	n/a
206.223	0.871	memory	test	test_old	correct	task-memory/obj016banjo.png	old	n/a
208.824	0.852	memory	test	test_new	correct	task-memory/obj204palmtree.png	new	n/a
211.408	0.784	memory	test	test_new	correct	task-memory/obj191mushroom.png	new	n/a
213.942	0.88	memory	test	test_old	correct	task-memory/obj056cheese.png	old	n/a
216.577	0.9	memory	test	test_new	correct	task-memory/obj073crackers.png	new	n/a
219.428	0.778	memory	test	test_old	correct	task-memory/obj124grapes.png	old	n/a
222.079	0.869	memory	test	test_new	correct	task-memory/obj229potato.png	new	n/a
224.913	0.713	memory	test	test_new	correct	task-memory/obj241ring.png	new	n/a
227.664	1.184	memory	test	test_new	correct	task-memory/obj195net.png	new	n/a
230.565	1.379	memory	test	test_old	correct	task-memory/obj311train.png	old	n/a
233.583	0.872	memory	test	test_old	correct	task-memory/obj045camel.png	old	n/a
236.167	0.848	memory	test	test_new	correct	task-memory/obj026bird.png	new	n/a
239.085	0.897	memory	test	test_new	correct	task-memory/obj320umbrella.png	new	n/a
241.786	0.989	memory	test	test_old	correct	task-memory/obj223pirate.png	old	n/a
244.554	1.002	memory	test	test_new	correct	task-memory/obj113fox.png	new	n/a
247.338	0.953	memory	test	test_old	correct	task-memory/obj151puzzle.png	old	n/a
250.356	0.902	memory	test	test_old	incorrect	task-memory/obj260scissors.png	new	n/a
253.107	1.085	memory	test	test_old	correct	task-memory/obj039bus.png	old	n/a
255.708	0.911	memory	test	test_old	incorrect	task-memory/obj022bell.png	new	n/a
258.442	0.892	memory	test	test_old	correct	task-memory/obj159knot.png	old	n/a
261.16	0.912	memory	test	test_new	correct	task-memory/obj044cake.png	new	n/a
263.911	0.802	memory	test	test_old	correct	task-memory/obj277snake.png	old	n/a
266.679	0.943	memory	test	test_new	correct	task-memory/obj301thimble.png	new	n/a
269.563	0.979	memory	test	test_old	correct	task-memory/obj069corn.png	old	n/a
