onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.063	0.2	posner	valid_cue	correct	left	n/a	n/a	1
7.28	0.506	posner	target_response	correct	left	left	left	1
10.181	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
10.364	0.454	posner	target_response	correct	right	left	left	2
13.949	0.2	posner	valid_cue	correct	left	n/a	n/a	3
14.149	0.439	posner	target_response	correct	left	left	left	3
21.419	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
21.619	0.54	posner	target_response	correct	right	left	left	4
24.887	0.2	posner	valid_cue	correct	left	n/a	n/a	5
25.087	0.547	posner	target_response	correct	left	left	left	5
28.271	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
28.471	0.401	posner	target_response	correct	right	left	left	6
36.641	0.2	posner	valid_cue	correct	right	n/a	n/a	7
36.841	0.439	posner	target_response	correct	right	right	right	7
40.009	0.2	posner	invalid_cue	correct	left	n/a	n/a	8
40.209	0.476	posner	target_response	correct	left	right	right	8
43.277	0.2	posner	invalid_cue	correct	left	n/a	n/a	9
43.477	0.402	posner	target_response	correct	left	right	right	9
46.244	0.2	posner	valid_cue	correct	left	n/a	n/a	10
46.445	0.357	posner	target_response	correct	left	left	left	10
49.512	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
49.712	0.459	posner	target_response	correct	left	right	right	11
52.48	0.2	posner	valid_cue	correct	right	n/a	n/a	12
52.68	0.46	posner	target_response	correct	right	right	right	12
55.548	0.2	posner	valid_cue	correct	right	n/a	n/a	13
55.748	0.375	posner	target_response	correct	right	right	right	13
59.416	0.2	posner	valid_cue	correct	right	n/a	n/a	14
59.616	0.328	posner	target_response	correct	right	right	right	14
63.184	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
63.384	0.355	posner	target_response	correct	right	left	left	15
66.152	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
66.352	0.43	posner	target_response	correct	left	right	right	16
69.22	0.2	posner	valid_cue	correct	right	n/a	n/a	17
69.42	0.356	posner	target_response	correct	right	right	right	17
72.288	0.2	posner	valid_cue	correct	right	n/a	n/a	18
72.488	0.317	posner	target_response	correct	right	right	right	18
82.358	0.2	posner	valid_cue	correct	right	n/a	n/a	19
82.558	0.291	posner	target_response	correct	right	right	right	19
88.227	0.2	posner	valid_cue	correct	left	n/a	n/a	20
88.427	0.388	posner	target_response	correct	left	left	left	20
91.595	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
91.795	0.427	posner	target_response	correct	right	left	left	21
96.763	0.2	posner	valid_cue	correct	right	n/a	n/a	22
96.963	0.344	posner	target_response	correct	right	right	right	22
100.031	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
100.231	0.387	posner	target_response	correct	left	right	right	23
103.799	0.2	posner	valid_cue	correct	left	n/a	n/a	24
103.999	0.396	posner	target_response	correct	left	left	left	24
107.067	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
107.267	0.389	posner	target_response	correct	right	left	left	25
110.435	0.2	posner	valid_cue	correct	left	n/a	n/a	26
110.635	0.363	posner	target_response	correct	left	left	left	26
116.204	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
116.404	0.437	posner	target_response	correct	left	right	right	27
119.572	0.2	posner	valid_cue	correct	left	n/a	n/a	28
119.772	0.339	posner	target_response	correct	left	left	left	28
123.94	0.2	posner	valid_cue	correct	left	n/a	n/a	29
124.14	0.335	posner	target_response	correct	left	left	left	29
129.909	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
130.109	0.364	posner	target_response	correct	left	right	right	30
135.678	0.2	posner	valid_cue	correct	left	n/a	n/a	31
135.878	0.357	posner	target_response	correct	left	left	left	31
141.147	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
141.347	0.358	posner	target_response	correct	left	right	right	32
144.414	0.2	posner	invalid_cue	correct	left	n/a	n/a	33
144.614	0.402	posner	target_response	correct	left	right	right	33
149.483	0.2	posner	valid_cue	correct	right	n/a	n/a	34
149.683	0.288	posner	target_response	correct	right	right	right	34
152.751	0.2	posner	invalid_cue	correct	left	n/a	n/a	35
152.951	0.423	posner	target_response	correct	left	right	right	35
160.22	0.2	posner	valid_cue	correct	left	n/a	n/a	36
160.42	0.306	posner	target_response	correct	left	left	left	36
164.689	0.2	posner	valid_cue	correct	right	n/a	n/a	37
164.889	0.345	posner	target_response	correct	right	right	right	37
171.058	0.2	posner	valid_cue	correct	left	n/a	n/a	38
171.258	0.335	posner	target_response	correct	left	left	left	38
174.126	0.2	posner	valid_cue	correct	right	n/a	n/a	39
174.326	0.369	posner	target_response	correct	right	right	right	39
177.493	0.2	posner	valid_cue	correct	right	n/a	n/a	40
177.693	0.347	posner	target_response	correct	right	right	right	40
188.764	0.2	posner	valid_cue	correct	right	n/a	n/a	41
188.964	0.273	posner	target_response	correct	right	right	right	41
196.234	0.2	posner	invalid_cue	correct	right	n/a	n/a	42
196.434	0.407	posner	target_response	correct	right	left	left	42
203.103	0.2	posner	valid_cue	correct	left	n/a	n/a	43
203.303	0.355	posner	target_response	correct	left	left	left	43
207.771	0.2	posner	valid_cue	correct	left	n/a	n/a	44
207.971	0.377	posner	target_response	correct	left	left	left	44
211.139	0.2	posner	valid_cue	correct	right	n/a	n/a	45
211.339	0.304	posner	target_response	correct	right	right	right	45
220.71	0.2	posner	valid_cue	correct	left	n/a	n/a	46
220.91	0.293	posner	target_response	correct	left	left	left	46
226.678	0.2	posner	valid_cue	correct	left	n/a	n/a	47
226.879	0.288	posner	target_response	correct	left	left	left	47
234.148	0.2	posner	valid_cue	correct	left	n/a	n/a	48
234.348	0.363	posner	target_response	correct	left	left	left	48
245.419	0.2	posner	valid_cue	correct	left	n/a	n/a	49
245.619	0.335	posner	target_response	correct	left	left	left	49
250.787	0.2	posner	valid_cue	correct	left	n/a	n/a	50
250.987	0.349	posner	target_response	correct	left	left	left	50
253.955	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
254.155	0.377	posner	target_response	correct	right	left	left	51
260.825	0.2	posner	invalid_cue	correct	left	n/a	n/a	52
261.025	0.406	posner	target_response	correct	left	right	right	52
264.192	0.2	posner	invalid_cue	correct	right	n/a	n/a	53
264.392	0.346	posner	target_response	correct	right	left	left	53
267.56	0.2	posner	valid_cue	correct	right	n/a	n/a	54
267.76	0.31	posner	target_response	correct	right	right	right	54
271.028	0.2	posner	invalid_cue	correct	left	n/a	n/a	55
271.228	0.417	posner	target_response	correct	left	right	right	55
274.496	0.2	posner	invalid_cue	correct	left	n/a	n/a	56
274.696	0.381	posner	target_response	correct	left	right	right	56
281.966	0.2	posner	invalid_cue	correct	right	n/a	n/a	57
282.166	0.392	posner	target_response	correct	right	left	left	57
285.234	0.2	posner	invalid_cue	correct	left	n/a	n/a	58
285.434	0.414	posner	target_response	correct	left	right	right	58
288.802	0.2	posner	invalid_cue	correct	right	n/a	n/a	59
289.002	0.331	posner	target_response	correct	right	left	left	59
296.271	0.2	posner	valid_cue	correct	left	n/a	n/a	60
296.471	0.408	posner	target_response	correct	left	left	left	60
299.539	0.2	posner	valid_cue	correct	right	n/a	n/a	61
299.739	0.373	posner	target_response	correct	right	right	right	61
303.107	0.2	posner	invalid_cue	correct	left	n/a	n/a	62
303.307	0.41	posner	target_response	correct	left	right	right	62
307.575	0.2	posner	invalid_cue	correct	right	n/a	n/a	63
307.775	0.371	posner	target_response	correct	right	left	left	63
310.843	0.2	posner	valid_cue	correct	left	n/a	n/a	64
311.043	0.348	posner	target_response	correct	left	left	left	64
315.612	0.2	posner	valid_cue	correct	left	n/a	n/a	65
315.812	0.354	posner	target_response	correct	left	left	left	65
318.779	0.2	posner	valid_cue	correct	left	n/a	n/a	66
318.98	0.366	posner	target_response	correct	left	left	left	66
326.249	0.2	posner	invalid_cue	correct	right	n/a	n/a	67
326.449	0.331	posner	target_response	correct	right	left	left	67
329.817	0.2	posner	valid_cue	correct	right	n/a	n/a	68
330.017	0.398	posner	target_response	correct	right	right	right	68
333.585	0.2	posner	valid_cue	correct	right	n/a	n/a	69
333.785	0.361	posner	target_response	correct	right	right	right	69
337.353	0.2	posner	invalid_cue	correct	right	n/a	n/a	70
337.553	0.384	posner	target_response	correct	right	left	left	70
340.921	0.2	posner	invalid_cue	correct	left	n/a	n/a	71
341.121	0.377	posner	target_response	correct	left	right	right	71
343.889	0.2	posner	valid_cue	correct	right	n/a	n/a	72
344.089	0.335	posner	target_response	correct	right	right	right	72
350.758	0.2	posner	invalid_cue	correct	left	n/a	n/a	73
350.958	0.385	posner	target_response	correct	left	right	right	73
355.326	0.2	posner	valid_cue	correct	right	n/a	n/a	74
355.526	0.367	posner	target_response	correct	right	right	right	74
364.897	0.2	posner	invalid_cue	correct	right	n/a	n/a	75
365.097	0.358	posner	target_response	correct	right	left	left	75
372.366	0.2	posner	invalid_cue	correct	right	n/a	n/a	76
372.566	0.393	posner	target_response	correct	right	left	left	76
377.835	0.2	posner	invalid_cue	correct	right	n/a	n/a	77
378.035	0.36	posner	target_response	correct	right	left	left	77
381.203	0.2	posner	valid_cue	correct	right	n/a	n/a	78
381.403	0.379	posner	target_response	correct	right	right	right	78
385.071	0.2	posner	valid_cue	correct	right	n/a	n/a	79
385.271	0.374	posner	target_response	correct	right	right	right	79
390.239	0.2	posner	valid_cue	correct	right	n/a	n/a	80
390.44	0.309	posner	target_response	correct	right	right	right	80
397.709	0.2	posner	valid_cue	correct	right	n/a	n/a	81
397.909	0.297	posner	target_response	correct	right	right	right	81
401.177	0.2	posner	invalid_cue	correct	right	n/a	n/a	82
401.377	0.412	posner	target_response	correct	right	left	left	82
404.445	0.2	posner	valid_cue	correct	right	n/a	n/a	83
404.645	0.322	posner	target_response	correct	right	right	right	83
411.914	0.2	posner	invalid_cue	correct	left	n/a	n/a	84
412.114	0.368	posner	target_response	correct	left	right	right	84
418.383	0.2	posner	invalid_cue	correct	right	n/a	n/a	85
418.583	0.472	posner	target_response	correct	right	left	left	85
424.252	0.2	posner	invalid_cue	correct	left	n/a	n/a	86
424.452	0.353	posner	target_response	correct	left	right	right	86
427.82	0.2	posner	valid_cue	correct	right	n/a	n/a	87
428.02	0.356	posner	target_response	correct	right	right	right	87
430.888	0.2	posner	invalid_cue	correct	left	n/a	n/a	88
431.088	0.423	posner	target_response	correct	left	right	right	88
434.056	0.2	posner	valid_cue	correct	left	n/a	n/a	89
