onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.945	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj022bell.png	n/a	n/a
9.995	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj032boot.png	n/a	n/a
12.046	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj081dinosaur.png	n/a	n/a
14.08	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj336wheelchair.png	n/a	n/a
16.131	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj051car.png	n/a	n/a
18.182	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj038broom.png	n/a	n/a
20.216	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj091duck.png	n/a	n/a
22.25	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj298tennisracket.png	n/a	n/a
24.284	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj340windmill.png	n/a	n/a
26.318	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj106flashlight.png	n/a	n/a
28.352	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj237radio.png	n/a	n/a
30.386	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj031book.png	n/a	n/a
32.42	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj125guitar.png	n/a	n/a
34.454	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj178mask.png	n/a	n/a
36.489	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj161lamp.png	n/a	n/a
38.523	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj305toaster.png	n/a	n/a
40.557	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj164lemon.png	n/a	n/a
42.591	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj293table.png	n/a	n/a
44.625	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj141hoof.png	n/a	n/a
46.659	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj209paperclip.png	n/a	n/a
48.693	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj073crackers.png	n/a	n/a
50.727	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj101fence.png	n/a	n/a
52.761	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj149jacket.png	n/a	n/a
54.795	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj092ear.png	n/a	n/a
56.829	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj108flute.png	n/a	n/a
58.864	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj233pyramid.png	n/a	n/a
71.068	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.129	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.189	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.249	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.962	1.907	memory	test	test_new	correct	task-fractional/runtype-memory/obj166lightbulb.png	new	n/a
192.147	1.03	memory	test	test_new	correct	task-fractional/runtype-memory/obj231pumpkin.png	new	n/a
194.748	1.536	memory	test	test_new	correct	task-fractional/runtype-memory/obj110football.png	new	n/a
197.499	0.998	memory	test	test_new	correct	task-fractional/runtype-memory/obj044cake.png	new	n/a
200.216	0.779	memory	test	test_old	correct	task-fractional/runtype-memory/obj141hoof.png	old	n/a
203.117	0.736	memory	test	test_old	correct	task-fractional/runtype-memory/obj101fence.png	old	n/a
205.935	1.02	memory	test	test_old	correct	task-fractional/runtype-memory/obj237radio.png	old	n/a
208.869	0.957	memory	test	test_new	correct	task-fractional/runtype-memory/obj202package.png	new	n/a
211.52	1.247	memory	test	test_new	correct	task-fractional/runtype-memory/obj036bread.png	new	n/a
214.422	0.976	memory	test	test_new	correct	task-fractional/runtype-memory/obj078dentist.png	new	n/a
217.156	0.818	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj246rockingchair.png	old	n/a
220.107	0.777	memory	test	test_old	correct	task-fractional/runtype-memory/obj209paperclip.png	old	n/a
222.975	0.861	memory	test	test_new	correct	task-fractional/runtype-memory/obj048candle.png	new	n/a
225.842	0.699	memory	test	test_old	correct	task-fractional/runtype-memory/obj031book.png	old	n/a
228.593	0.764	memory	test	test_new	correct	task-fractional/runtype-memory/obj107flower.png	new	n/a
231.294	1.04	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj293table.png	new	n/a
234.179	1.11	memory	test	test_new	correct	task-fractional/runtype-memory/obj268sink.png	new	n/a
237.147	0.727	memory	test	test_new	correct	task-fractional/runtype-memory/obj151puzzle.png	new	n/a
239.831	0.736	memory	test	test_old	correct	task-fractional/runtype-memory/obj340windmill.png	old	n/a
242.732	1.243	memory	test	test_old	correct	task-fractional/runtype-memory/obj073crackers.png	old	n/a
245.533	1.005	memory	test	test_old	correct	task-fractional/runtype-memory/obj178mask.png	old	n/a
248.334	0.712	memory	test	test_new	correct	task-fractional/runtype-memory/obj084dolphin.png	new	n/a
251.119	0.626	memory	test	test_old	correct	task-fractional/runtype-memory/obj038broom.png	old	n/a
