onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
7.065	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
7.298	0.601	posner	target_response	correct	left	right	right	1
10.716	0.2	posner	valid_cue	correct	right	n/a	n/a	2
10.916	0.342	posner	target_response	correct	right	right	right	2
13.801	0.2	posner	valid_cue	correct	right	n/a	n/a	3
14.001	0.421	posner	target_response	correct	right	right	right	3
16.985	0.2	posner	valid_cue	correct	left	n/a	n/a	4
17.185	0.518	posner	target_response	correct	left	left	left	4
20.253	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
20.453	0.471	posner	target_response	correct	left	right	right	5
23.754	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
23.954	0.407	posner	target_response	correct	right	left	left	6
31.224	0.2	posner	valid_cue	correct	left	n/a	n/a	7
31.424	0.427	posner	target_response	correct	left	left	left	7
36.392	0.2	posner	valid_cue	correct	left	n/a	n/a	8
36.593	0.28	posner	target_response	correct	left	left	left	8
39.46	0.2	posner	valid_cue	correct	right	n/a	n/a	9
39.66	0.262	posner	target_response	correct	right	right	right	9
46.93	0.2	posner	valid_cue	correct	right	n/a	n/a	10
47.13	0.209	posner	target_response	correct	right	right	right	10
50.598	0.2	posner	valid_cue	correct	right	n/a	n/a	11
50.798	0.471	posner	target_response	correct	right	right	right	11
54.766	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
54.966	0.513	posner	target_response	correct	left	right	right	12
62.235	0.2	posner	valid_cue	correct	right	n/a	n/a	13
62.435	0.434	posner	target_response	correct	right	right	right	13
65.303	0.2	posner	invalid_cue	correct	right	n/a	n/a	14
65.503	0.514	posner	target_response	correct	right	left	left	14
68.471	0.2	posner	valid_cue	correct	left	n/a	n/a	15
68.671	0.402	posner	target_response	correct	left	left	left	15
71.539	0.2	posner	valid_cue	correct	left	n/a	n/a	16
71.739	0.455	posner	target_response	correct	left	left	left	16
77.208	0.2	posner	valid_cue	correct	left	n/a	n/a	17
77.408	0.459	posner	target_response	correct	left	left	left	17
80.275	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
80.476	0.42	posner	target_response	correct	left	right	right	18
87.745	0.2	posner	valid_cue	correct	right	n/a	n/a	19
87.945	0.377	posner	target_response	correct	right	right	right	19
95.198	0.2	posner	valid_cue	correct	left	n/a	n/a	20
95.398	0.412	posner	target_response	correct	left	left	left	20
98.566	0.2	posner	valid_cue	correct	left	n/a	n/a	21
98.766	0.35	posner	target_response	correct	left	left	left	21
101.733	0.2	posner	valid_cue	correct	left	n/a	n/a	22
101.934	0.319	posner	target_response	correct	left	left	left	22
104.801	0.2	posner	valid_cue	correct	left	n/a	n/a	23
105.001	0.291	posner	target_response	correct	left	left	left	23
113.871	0.2	posner	valid_cue	correct	left	n/a	n/a	24
114.071	0.362	posner	target_response	correct	left	left	left	24
118.64	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
118.84	0.472	posner	target_response	correct	right	left	left	25
126.109	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
126.309	0.507	posner	target_response	correct	right	left	left	26
132.078	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
132.278	0.398	posner	target_response	correct	right	left	left	27
139.548	0.2	posner	invalid_cue	correct	left	n/a	n/a	28
139.748	0.487	posner	target_response	correct	left	right	right	28
143.516	0.2	posner	invalid_cue	correct	right	n/a	n/a	29
143.716	0.381	posner	target_response	correct	right	left	left	29
147.384	0.2	posner	valid_cue	correct	left	n/a	n/a	30
147.584	0.327	posner	target_response	correct	left	left	left	30
153.053	0.2	posner	valid_cue	correct	left	n/a	n/a	31
153.253	0.327	posner	target_response	correct	left	left	left	31
160.522	0.2	posner	invalid_cue	correct	right	n/a	n/a	32
160.722	0.418	posner	target_response	correct	right	left	left	32
164.69	0.2	posner	valid_cue	correct	right	n/a	n/a	33
164.89	0.454	posner	target_response	correct	right	right	right	33
168.658	0.2	posner	valid_cue	correct	right	n/a	n/a	34
168.858	0.395	posner	target_response	correct	right	right	right	34
174.827	0.2	posner	valid_cue	correct	left	n/a	n/a	35
175.027	0.367	posner	target_response	correct	left	left	left	35
180.996	0.2	posner	valid_cue	correct	right	n/a	n/a	36
181.196	0.356	posner	target_response	correct	right	right	right	36
189.566	0.2	posner	valid_cue	correct	right	n/a	n/a	37
189.766	0.357	posner	target_response	correct	right	right	right	37
193.534	0.2	posner	invalid_cue	correct	right	n/a	n/a	38
193.734	0.392	posner	target_response	correct	right	left	left	38
201.004	0.2	posner	invalid_cue	correct	right	n/a	n/a	39
201.204	0.406	posner	target_response	correct	right	left	left	39
204.372	0.2	posner	invalid_cue	correct	right	n/a	n/a	40
204.572	0.43	posner	target_response	correct	right	left	left	40
208.54	0.2	posner	valid_cue	correct	right	n/a	n/a	41
208.74	0.36	posner	target_response	correct	right	right	right	41
214.009	0.2	posner	invalid_cue	correct	right	n/a	n/a	42
214.209	0.451	posner	target_response	correct	right	left	left	42
217.977	0.2	posner	valid_cue	correct	right	n/a	n/a	43
218.177	0.376	posner	target_response	correct	right	right	right	43
221.945	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
222.145	0.433	posner	target_response	correct	left	right	right	44
225.013	0.2	posner	valid_cue	correct	right	n/a	n/a	45
225.213	0.37	posner	target_response	correct	right	right	right	45
228.081	0.2	posner	valid_cue	correct	left	n/a	n/a	46
228.281	0.317	posner	target_response	correct	left	left	left	46
232.149	0.2	posner	valid_cue	correct	left	n/a	n/a	47
232.349	0.397	posner	target_response	correct	left	left	left	47
241.219	0.2	posner	invalid_cue	correct	left	n/a	n/a	48
241.419	0.428	posner	target_response	correct	left	right	right	48
246.888	0.2	posner	valid_cue	correct	right	n/a	n/a	49
247.088	0.444	posner	target_response	correct	right	right	right	49
252.156	0.2	posner	valid_cue	correct	right	n/a	n/a	50
252.356	0.41	posner	target_response	correct	right	right	right	50
