onset	duration	trial_type	response_value	stim_file
2.783	50.506	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
56.696	3.339	rating_relevance	82.29	n/a
60.964	2.588	rating_happy	31.88	n/a
64.482	1.098	rating_sad	82.5	n/a
69.35	0.949	rating_afraid	39.27	n/a
74.802	1.375	rating_disgusted	2.6	n/a
79.754	1.315	rating_warm	25.62	n/a
85.373	1.917	rating_engaged	53.44	n/a
88.546	179.459	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
270.725	2.68	rating_relevance	98.96	n/a
274.593	1.533	rating_happy	97.08	n/a
278.762	0.683	rating_sad	5.52	n/a
284.631	1.533	rating_afraid	0.0	n/a
288.715	0.6	rating_disgusted	0.0	n/a
295.051	1.921	rating_warm	84.69	n/a
298.869	0.719	rating_engaged	51.77	n/a
303.207	56.918	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
362.26	2.09	rating_relevance	25.1	n/a
366.328	1.137	rating_happy	63.96	n/a
371.946	1.739	rating_sad	3.96	n/a
376.615	1.399	rating_afraid	54.58	n/a
380.533	0.299	rating_disgusted	0.0	n/a
385.802	0.549	rating_warm	3.44	n/a
391.337	1.066	rating_engaged	66.46	n/a
395.318	147.771	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
545.028	1.901	rating_relevance	3.96	n/a
549.529	1.383	rating_happy	10.73	n/a
553.748	0.583	rating_sad	11.77	n/a
559.033	0.856	rating_afraid	2.29	n/a
563.468	0.27	rating_disgusted	0.0	n/a
569.003	0.782	rating_warm	31.56	n/a
574.455	1.216	rating_engaged	10.1	n/a
