onset	duration	trial_type	response_value	stim_file
2.766	116.364	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
120.497	1.321	rating_relevance	34.06	n/a
125.349	1.154	rating_happy	15.83	n/a
130.317	1.102	rating_sad	1.77	n/a
135.603	1.365	rating_afraid	2.08	n/a
140.321	1.066	rating_disgusted	5.62	n/a
146.89	2.617	rating_warm	22.19	n/a
150.758	1.466	rating_engaged	29.48	n/a
154.328	179.348	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
337.545	3.831	rating_relevance	66.04	n/a
340.512	1.783	rating_happy	67.81	n/a
344.947	1.2	rating_sad	4.27	n/a
349.616	0.855	rating_afraid	2.08	n/a
354.518	0.736	rating_disgusted	5.73	n/a
360.386	1.582	rating_warm	6.67	n/a
365.988	2.166	rating_engaged	80.42	n/a
368.854	26.879	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
397.083	1.319	rating_relevance	2.29	n/a
402.219	1.432	rating_happy	6.04	n/a
406.587	0.782	rating_sad	2.29	n/a
411.672	0.849	rating_afraid	3.23	n/a
417.058	1.217	rating_disgusted	3.44	n/a
422.176	1.316	rating_warm	1.35	n/a
428.395	2.517	rating_engaged	73.44	n/a
430.911	62.859	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
495.07	1.259	rating_relevance	4.48	n/a
499.988	1.166	rating_happy	1.77	n/a
505.541	1.701	rating_sad	80.42	n/a
510.776	1.916	rating_afraid	36.46	n/a
515.844	1.966	rating_disgusted	64.06	n/a
520.229	1.333	rating_warm	1.15	n/a
525.465	1.555	rating_engaged	54.79	n/a
