onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.864	22.446	narrative_presentation	n/a	n/a	Conflict-with-a-god	swamp	Text	task-narratives/Narrative4Situation1.txt
27.31	2.333	rating_feeling	599	432	Conflict-with-a-god	swamp	Text	n/a
28.193	1.45	feeling_mouse_trajectory	599	432	Conflict-with-a-god	swamp	Text	n/a
31.41	2.25	rating_expectation	751	512	Conflict-with-a-god	swamp	Text	n/a
31.443	2.217	expectation_mouse_trajectory	751	512	Conflict-with-a-god	swamp	Text	n/a
40.477	24.815	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
65.292	2.9	rating_feeling	562	421	Adultery	swamp	Text	n/a
66.842	1.35	feeling_mouse_trajectory	562	421	Adultery	swamp	Text	n/a
69.308	1.483	rating_expectation	652	385	Adultery	swamp	Text	n/a
70.024	0.767	expectation_mouse_trajectory	652	385	Adultery	swamp	Text	n/a
75.374	21.112	narrative_presentation	n/a	n/a	Slaying-of-kin-unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
96.486	2.583	rating_feeling	596	418	Slaying-of-kin-unrecognized	swamp	Text	n/a
97.502	1.567	feeling_mouse_trajectory	596	418	Slaying-of-kin-unrecognized	swamp	Text	n/a
100.506	3.3	rating_expectation	624	424	Slaying-of-kin-unrecognized	swamp	Text	n/a
101.606	2.2	expectation_mouse_trajectory	624	424	Slaying-of-kin-unrecognized	swamp	Text	n/a
105.602	21.112	narrative_presentation	n/a	n/a	Fatal-imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
126.713	3.133	rating_feeling	573	392	Fatal-imprudence	hospital	Text	n/a
127.88	1.967	feeling_mouse_trajectory	573	392	Fatal-imprudence	hospital	Text	n/a
130.73	2.683	rating_expectation	577	413	Fatal-imprudence	hospital	Text	n/a
132.03	1.383	expectation_mouse_trajectory	577	413	Fatal-imprudence	hospital	Text	n/a
135.813	25.8	narrative_presentation	n/a	n/a	Erroneous-judgement	hospital	Text	task-narratives/Narrative4Situation5.txt
161.613	3.117	rating_feeling	724	508	Erroneous-judgement	hospital	Text	n/a
162.963	1.767	feeling_mouse_trajectory	724	508	Erroneous-judgement	hospital	Text	n/a
165.626	2.5	rating_expectation	803	591	Erroneous-judgement	hospital	Text	n/a
166.643	1.483	expectation_mouse_trajectory	803	591	Erroneous-judgement	hospital	Text	n/a
170.693	23.449	narrative_presentation	n/a	n/a	Necessity-of-sacrificing-loved-ones	hospital	Text	task-narratives/Narrative4Situation6.txt
194.142	3.117	rating_feeling	628	398	Necessity-of-sacrificing-loved-ones	hospital	Text	n/a
195.042	2.217	feeling_mouse_trajectory	628	398	Necessity-of-sacrificing-loved-ones	hospital	Text	n/a
198.173	2.333	rating_expectation	623	416	Necessity-of-sacrificing-loved-ones	hospital	Text	n/a
199.273	1.233	expectation_mouse_trajectory	623	416	Necessity-of-sacrificing-loved-ones	hospital	Text	n/a
203.238	19.094	narrative_presentation	n/a	n/a	Recovery-of-a-lost-one	prison	Text	task-narratives/Narrative4Situation7.txt
