onset	duration	trial_type	response_value	stim_file
2.766	105.971	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
112.052	3.278	rating_relevance	4.06	n/a
116.987	3.199	rating_happy	50.94	n/a
122.039	3.233	rating_sad	51.98	n/a
126.124	2.3	rating_afraid	17.6	n/a
130.942	2.099	rating_disgusted	0.0	n/a
136.028	2.167	rating_warm	20.42	n/a
141.596	2.723	rating_engaged	50.1	n/a
143.913	74.824	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
223.277	n/a	rating_relevance	n/a	n/a
227.679	3.883	rating_happy	65.52	n/a
231.213	2.4	rating_sad	43.85	n/a
236.415	2.588	rating_afraid	48.54	n/a
240.4	1.553	rating_disgusted	32.6	n/a
245.485	1.618	rating_warm	0.1	n/a
251.971	3.083	rating_engaged	65.21	n/a
253.92	196.926	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
454.013	3.133	rating_relevance	15.21	n/a
457.714	1.822	rating_happy	29.48	n/a
462.233	1.319	rating_sad	0.0	n/a
467.068	1.132	rating_afraid	6.67	n/a
472.103	1.149	rating_disgusted	0.0	n/a
477.372	1.4	rating_warm	8.02	n/a
483.907	2.917	rating_engaged	64.9	n/a
