onset	duration	trial_type	response_value	stim_file
2.765	106.324	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
110.919	1.791	rating_relevance	50.31	n/a
115.87	1.732	rating_happy	83.54	n/a
120.789	1.633	rating_sad	1.46	n/a
125.974	1.8	rating_afraid	1.25	n/a
132.327	3.133	rating_disgusted	3.85	n/a
135.978	1.767	rating_warm	92.6	n/a
141.797	2.567	rating_engaged	54.9	n/a
144.261	59.178	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
206.154	2.672	rating_relevance	3.54	n/a
210.089	1.599	rating_happy	4.9	n/a
214.357	0.85	rating_sad	5.42	n/a
220.826	2.3	rating_afraid	47.29	n/a
224.878	1.333	rating_disgusted	53.12	n/a
229.663	1.099	rating_warm	1.88	n/a
234.898	1.316	rating_engaged	2.29	n/a
238.615	20.943	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
261.892	2.292	rating_relevance	13.65	n/a
266.077	1.466	rating_happy	21.56	n/a
270.612	0.983	rating_sad	1.77	n/a
275.997	1.35	rating_afraid	2.6	n/a
280.899	1.233	rating_disgusted	1.56	n/a
286.067	1.388	rating_warm	1.77	n/a
290.902	1.203	rating_engaged	9.48	n/a
294.736	136.72	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
434.072	2.575	rating_relevance	34.58	n/a
437.674	1.166	rating_happy	32.29	n/a
443.359	1.833	rating_sad	4.9	n/a
448.445	1.9	rating_afraid	22.92	n/a
453.43	1.866	rating_disgusted	10.52	n/a
458.231	1.65	rating_warm	5.21	n/a
463.734	2.138	rating_engaged	89.58	n/a
