onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.829	3.386	cue	n/a	n/a	mentalizing	remember	n/a
6.215	5.551	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
11.866	4.133	rating	63.55	Strong	mentalizing	remember	n/a
14.116	1.883	rating_mouse_trajectory	63.55	Strong	mentalizing	remember	n/a
17.088	5.499	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
22.653	3.933	rating	39.81	Strong	mentalizing	remember	n/a
23.803	2.783	rating_mouse_trajectory	39.81	Strong	mentalizing	remember	n/a
27.76	5.231	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
33.057	1.567	rating	15.28	Moderate	mentalizing	remember	n/a
33.874	0.75	rating_mouse_trajectory	15.28	Moderate	mentalizing	remember	n/a
38.109	3.138	cue	n/a	n/a	similarity	n/a	n/a
41.247	5.551	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
46.862	3.0	rating	40.34	Strong	similarity	n/a	n/a
47.729	2.133	rating_mouse_trajectory	40.34	Strong	similarity	n/a	n/a
51.945	5.389	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
57.399	2.683	rating	9.77	Weak	similarity	n/a	n/a
58.149	1.933	rating_mouse_trajectory	9.77	Weak	similarity	n/a	n/a
62.525	5.19	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
67.77	2.45	rating	61.17	Strong	similarity	n/a	n/a
68.637	1.583	rating_mouse_trajectory	61.17	Strong	similarity	n/a	n/a
72.805	3.141	cue	n/a	n/a	likeability	n/a	n/a
75.946	5.185	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
81.192	4.733	rating	51.66	Strong	likeability	n/a	n/a
81.975	3.95	rating_mouse_trajectory	51.66	Strong	likeability	n/a	n/a
