onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.82	3.123	cue	n/a	n/a	similarity	n/a	n/a
5.943	5.301	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
11.324	2.388	rating	33.56	Strong	similarity	n/a	n/a
11.607	2.104	rating_mouse_trajectory	33.56	Strong	similarity	n/a	n/a
16.408	6.187	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
22.661	2.201	rating	30.69	Strong	similarity	n/a	n/a
22.811	2.051	rating_mouse_trajectory	30.69	Strong	similarity	n/a	n/a
27.736	5.797	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
33.599	4.085	rating	40.47	Strong	similarity	n/a	n/a
34.215	3.468	rating_mouse_trajectory	40.47	Strong	similarity	n/a	n/a
38.617	3.13	cue	n/a	n/a	mentalizing	remember	n/a
41.747	5.498	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
47.304	3.968	rating	50.38	Strong	mentalizing	remember	n/a
48.487	2.785	rating_mouse_trajectory	50.38	Strong	mentalizing	remember	n/a
52.378	5.216	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
57.674	1.287	rating	4.18	Weak	mentalizing	remember	n/a
57.774	1.187	rating_mouse_trajectory	4.18	Weak	mentalizing	remember	n/a
62.768	5.561	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
68.395	1.368	rating	23.35	Moderate	mentalizing	remember	n/a
68.928	0.835	rating_mouse_trajectory	23.35	Moderate	mentalizing	remember	n/a
73.413	3.153	cue	n/a	n/a	likeability	n/a	n/a
76.566	5.017	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
81.65	4.735	rating	9.81	Weak	likeability	n/a	n/a
82.4	3.985	rating_mouse_trajectory	9.81	Weak	likeability	n/a	n/a
87.009	5.552	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
92.621	2.674	rating	26.98	Moderate	likeability	n/a	n/a
93.287	2.007	rating_mouse_trajectory	26.98	Moderate	likeability	n/a	n/a
97.727	5.05	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
102.841	3.77	rating	7.61	Weak	likeability	n/a	n/a
103.841	2.77	rating_mouse_trajectory	7.61	Weak	likeability	n/a	n/a
107.86	3.156	cue	n/a	n/a	similarity	n/a	n/a
111.016	6.348	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
117.43	2.101	rating	45.0	Strong	similarity	n/a	n/a
117.813	1.718	rating_mouse_trajectory	45.0	Strong	similarity	n/a	n/a
122.525	5.842	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
128.434	1.751	rating	22.44	Moderate	similarity	n/a	n/a
129.451	0.734	rating_mouse_trajectory	22.44	Moderate	similarity	n/a	n/a
133.56	5.168	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
138.788	2.807	rating	18.29	Moderate	similarity	n/a	n/a
140.221	1.373	rating_mouse_trajectory	18.29	Moderate	similarity	n/a	n/a
143.823	3.169	cue	n/a	n/a	likeability	n/a	n/a
146.992	5.568	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
152.643	2.518	rating	32.99	Strong	likeability	n/a	n/a
153.976	1.185	rating_mouse_trajectory	32.99	Strong	likeability	n/a	n/a
157.788	5.109	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
162.963	4.152	rating	27.29	Moderate	likeability	n/a	n/a
165.43	1.685	rating_mouse_trajectory	27.29	Moderate	likeability	n/a	n/a
168.049	6.196	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
174.301	3.91	rating	26.67	Moderate	likeability	n/a	n/a
175.501	2.71	rating_mouse_trajectory	26.67	Moderate	likeability	n/a	n/a
179.32	3.184	cue	n/a	n/a	mentalizing	danger	n/a
182.503	5.108	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
187.673	4.538	rating	53.18	Strong	mentalizing	danger	n/a
189.023	3.188	rating_mouse_trajectory	53.18	Strong	mentalizing	danger	n/a
192.838	6.34	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
199.244	3.451	rating	128.32	Strongest-possible	mentalizing	danger	n/a
200.994	1.701	rating_mouse_trajectory	128.32	Strongest-possible	mentalizing	danger	n/a
204.318	5.296	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
209.664	3.818	rating	11.82	Moderate	mentalizing	danger	n/a
212.298	1.185	rating_mouse_trajectory	11.82	Moderate	mentalizing	danger	n/a
214.683	3.149	cue	n/a	n/a	similarity	n/a	n/a
217.831	5.021	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
222.919	3.418	rating	9.24	Weak	similarity	n/a	n/a
223.952	2.385	rating_mouse_trajectory	9.24	Weak	similarity	n/a	n/a
227.991	5.504	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
233.556	4.741	rating	94.88	Very-strong	similarity	n/a	n/a
