onset	duration	trial_type	response_value	stim_file_TODO
2.766	47.367	video	n/a	task-alignvideo/ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_relevance	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_happy	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_sad	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_afraid	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_disgusted	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_warm	n/a	ses-02_run-04_order-01_content-forestfire.mp4
n/a	n/a	rating_engaged	n/a	ses-02_run-04_order-01_content-forestfire.mp4
85.327	47.803	video	n/a	task-alignvideo/ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_relevance	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_happy	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_sad	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_afraid	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_disgusted	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_warm	n/a	ses-02_run-04_order-02_content-iceblock.mp4
n/a	n/a	rating_engaged	n/a	ses-02_run-04_order-02_content-iceblock.mp4
168.308	146.123	video	n/a	task-alignvideo/ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_relevance	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_happy	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_sad	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_afraid	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_disgusted	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_warm	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
n/a	n/a	rating_engaged	n/a	ses-02_run-04_order-03_content-alwaysafamily.mp4
349.608	33.036	video	n/a	task-alignvideo/ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_relevance	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_happy	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_sad	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_afraid	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_disgusted	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_warm	n/a	ses-02_run-04_order-04_content-visswar.mp4
n/a	n/a	rating_engaged	n/a	ses-02_run-04_order-04_content-visswar.mp4
