onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.833	1.322	face	n/a	age	disgust	female	WC	old	task-faces/4Disgust_Model2_1Female_1WC_2Old.mp4
5.155	1.415	rating	0.5591	age	disgust	female	WC	old	n/a
5.571	0.998	rating_mouse_trajectory	0.5591	age	disgust	female	WC	old	n/a
7.214	2.043	face	n/a	age	pain	male	African	old	task-faces/7Pain_Model4_2Male_3African_2Old.mp4
9.256	0.185	rating	0.466	age	pain	male	African	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	pain	male	African	old	n/a
11.191	1.316	face	n/a	age	fear	male	EA	old	task-faces/3Fear_Model2_2Male_2EA_2Old.mp4
12.508	0.885	rating	0.5388	age	fear	male	EA	old	n/a
12.558	0.835	rating_mouse_trajectory	0.5388	age	fear	male	EA	old	n/a
15.442	1.301	face	n/a	age	happy	male	EA	old	task-faces/1Happy_Model1_2Male_2EA_2Old.mp4
16.742	0.594	rating	0.4316	age	happy	male	EA	old	n/a
16.859	0.478	rating_mouse_trajectory	0.4316	age	happy	male	EA	old	n/a
18.678	1.315	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model5_1Female_2EA_2Old.mp4
19.994	0.802	rating	0.5044	age	happy	female	EA	old	n/a
20.06	0.735	rating_mouse_trajectory	0.5044	age	happy	female	EA	old	n/a
25.941	1.305	face	n/a	age	anger	male	WC	young	task-faces/5Anger_Model4_2Male_1WC_1Young.mp4
27.246	0.723	rating	0.2253	age	anger	male	WC	young	n/a
27.346	0.623	rating_mouse_trajectory	0.2253	age	anger	male	WC	young	n/a
29.173	1.308	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model2_2Male_1WC_1Young.mp4
30.481	0.971	rating	0.1525	age	happy	male	WC	young	n/a
30.531	0.921	rating_mouse_trajectory	0.1525	age	happy	male	WC	young	n/a
32.404	1.311	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model3_2Male_1WC_2Old.mp4
33.715	0.654	rating	0.3022	age	disgust	male	WC	old	n/a
33.815	0.554	rating_mouse_trajectory	0.3022	age	disgust	male	WC	old	n/a
35.64	1.31	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model5_2Male_1WC_1Young.mp4
36.95	0.619	rating	0.2799	age	sad	male	WC	young	n/a
37.0	0.569	rating_mouse_trajectory	0.2799	age	sad	male	WC	young	n/a
38.873	2.045	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model1_1Female_1WC_1Young.mp4
40.918	0.835	rating	0.0129	age	pleasure	female	WC	young	n/a
41.085	0.668	rating_mouse_trajectory	0.0129	age	pleasure	female	WC	young	n/a
44.824	1.312	face	n/a	age	surprise	male	WC	old	task-faces/2Surprise_Model5_2Male_1WC_2Old.mp4
46.137	0.702	rating	0.5854	age	surprise	male	WC	old	n/a
46.47	0.368	rating_mouse_trajectory	0.5854	age	surprise	male	WC	old	n/a
49.057	1.314	face	n/a	age	happy	female	WC	young	task-faces/1Happy_Model2_1Female_1WC_1Young.mp4
50.372	1.118	rating	0.1667	age	happy	female	WC	young	n/a
50.538	0.952	rating_mouse_trajectory	0.1667	age	happy	female	WC	young	n/a
54.291	1.316	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model5_2Male_3African_1Young.mp4
55.607	1.118	rating	0.1485	age	happy	male	African	young	n/a
55.757	0.968	rating_mouse_trajectory	0.1485	age	happy	male	African	young	n/a
58.514	1.328	face	n/a	age	sad	female	African	old	task-faces/6Sad_Model4_1Female_3African_2Old.mp4
59.842	1.068	rating	0.5894	age	sad	female	African	old	n/a
60.492	0.418	rating_mouse_trajectory	0.5894	age	sad	female	African	old	n/a
62.75	2.044	face	n/a	age	pain	female	WC	young	task-faces/7Pain_Model2_1Female_1WC_1Young.mp4
64.794	0.809	rating	0.0	age	pain	female	WC	young	n/a
65.077	0.525	rating_mouse_trajectory	0.0	age	pain	female	WC	young	n/a
67.719	1.309	face	n/a	age	happy	male	WC	old	task-faces/1Happy_Model1_2Male_1WC_2Old.mp4
69.029	0.857	rating	0.4296	age	happy	male	WC	old	n/a
69.529	0.357	rating_mouse_trajectory	0.4296	age	happy	male	WC	old	n/a
71.952	2.045	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model3_2Male_2EA_1Young.mp4
73.997	1.122	rating	0.1646	age	pain	male	EA	young	n/a
74.28	0.839	rating_mouse_trajectory	0.1646	age	pain	male	EA	young	n/a
76.925	2.041	face	n/a	age	pleasure	male	African	old	task-faces/8Pleasure_Model2_2Male_3African_2Old.mp4
78.966	0.92	rating	0.5611	age	pleasure	male	African	old	n/a
79.249	0.637	rating_mouse_trajectory	0.5611	age	pleasure	male	African	old	n/a
83.889	1.312	face	n/a	age	disgust	male	African	young	task-faces/4Disgust_Model2_2Male_3African_1Young.mp4
85.201	1.535	rating	0.3467	age	disgust	male	African	young	n/a
85.568	1.168	rating_mouse_trajectory	0.3467	age	disgust	male	African	young	n/a
87.123	1.313	face	n/a	age	fear	female	African	old	task-faces/3Fear_Model2_1Female_3African_2Old.mp4
88.436	0.652	rating	0.5146	age	fear	female	African	old	n/a
88.602	0.485	rating_mouse_trajectory	0.5146	age	fear	female	African	old	n/a
91.357	1.313	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model3_2Male_2EA_1Young.mp4
92.671	1.135	rating	0.1121	age	anger	male	EA	young	n/a
92.937	0.868	rating_mouse_trajectory	0.1121	age	anger	male	EA	young	n/a
94.589	1.316	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model2_1Female_2EA_1Young.mp4
95.905	1.435	rating	0.1323	age	fear	female	EA	young	n/a
96.105	1.235	rating_mouse_trajectory	0.1323	age	fear	female	EA	young	n/a
98.824	1.316	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model2_2Male_2EA_1Young.mp4
100.14	1.619	rating	0.2698	age	surprise	male	EA	young	n/a
100.74	1.019	rating_mouse_trajectory	0.2698	age	surprise	male	EA	young	n/a
103.058	2.05	face	n/a	age	pleasure	female	African	young	task-faces/8Pleasure_Model5_1Female_3African_1Young.mp4
105.109	1.051	rating	0.1404	age	pleasure	female	African	young	n/a
105.375	0.785	rating_mouse_trajectory	0.1404	age	pleasure	female	African	young	n/a
108.015	2.045	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model1_2Male_1WC_2Old.mp4
110.061	1.042	rating	0.6258	age	pain	male	WC	old	n/a
110.111	0.992	rating_mouse_trajectory	0.6258	age	pain	male	WC	old	n/a
111.983	1.312	face	n/a	age	sad	male	EA	old	task-faces/6Sad_Model2_2Male_2EA_2Old.mp4
113.295	1.107	rating	0.733	age	sad	male	EA	old	n/a
113.612	0.791	rating_mouse_trajectory	0.733	age	sad	male	EA	old	n/a
115.218	1.311	face	n/a	age	surprise	female	EA	old	task-faces/2Surprise_Model4_1Female_2EA_2Old.mp4
116.53	0.806	rating	0.5348	age	surprise	female	EA	old	n/a
116.946	0.389	rating_mouse_trajectory	0.5348	age	surprise	female	EA	old	n/a
118.453	1.311	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model3_2Male_3African_2Old.mp4
119.764	0.555	rating	0.466	age	happy	male	African	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	happy	male	African	old	n/a
122.688	1.311	face	n/a	age	surprise	female	African	young	task-faces/2Surprise_Model4_1Female_3African_1Young.mp4
123.999	1.403	rating	0.1707	age	surprise	female	African	young	n/a
124.332	1.07	rating_mouse_trajectory	0.1707	age	surprise	female	African	young	n/a
126.906	2.044	face	n/a	age	pain	male	EA	old	task-faces/7Pain_Model1_2Male_2EA_2Old.mp4
128.951	0.668	rating	0.6339	age	pain	male	EA	old	n/a
129.184	0.435	rating_mouse_trajectory	0.6339	age	pain	male	EA	old	n/a
131.858	1.312	face	n/a	age	sad	female	African	young	task-faces/6Sad_Model5_1Female_3African_1Young.mp4
133.169	0.752	rating	0.2516	age	sad	female	African	young	n/a
133.486	0.435	rating_mouse_trajectory	0.2516	age	sad	female	African	young	n/a
135.09	1.314	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model5_1Female_1WC_1Young.mp4
136.404	0.985	rating	0.2011	age	sad	female	WC	young	n/a
136.57	0.818	rating_mouse_trajectory	0.2011	age	sad	female	WC	young	n/a
138.323	1.315	face	n/a	age	surprise	male	WC	young	task-faces/2Surprise_Model3_2Male_1WC_1Young.mp4
139.638	0.902	rating	0.0979	age	surprise	male	WC	young	n/a
139.705	0.835	rating_mouse_trajectory	0.0979	age	surprise	male	WC	young	n/a
142.557	1.316	face	n/a	age	fear	female	WC	old	task-faces/3Fear_Model3_1Female_1WC_2Old.mp4
143.873	0.351	rating	0.466	age	fear	female	WC	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	fear	female	WC	old	n/a
145.79	2.034	face	n/a	age	pleasure	female	WC	old	task-faces/8Pleasure_Model1_1Female_1WC_2Old.mp4
147.825	0.418	rating	0.466	age	pleasure	female	WC	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	pleasure	female	WC	old	n/a
149.73	1.313	face	n/a	age	happy	female	African	young	task-faces/1Happy_Model4_1Female_3African_1Young.mp4
151.042	1.027	rating	0.2577	age	happy	female	African	young	n/a
151.376	0.693	rating_mouse_trajectory	0.2577	age	happy	female	African	young	n/a
154.957	1.32	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model3_1Female_3African_2Old.mp4
156.278	1.108	rating	0.3487	age	anger	female	African	old	n/a
156.844	0.541	rating_mouse_trajectory	0.3487	age	anger	female	African	old	n/a
160.201	2.046	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model3_1Female_3African_1Young.mp4
162.247	1.039	rating	0.1808	age	pain	female	African	young	n/a
162.497	0.789	rating_mouse_trajectory	0.1808	age	pain	female	African	young	n/a
167.17	1.312	face	n/a	age	disgust	male	EA	old	task-faces/4Disgust_Model4_2Male_2EA_2Old.mp4
168.482	1.12	rating	0.3871	age	disgust	male	EA	old	n/a
169.082	0.52	rating_mouse_trajectory	0.3871	age	disgust	male	EA	old	n/a
171.389	1.311	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model1_2Male_2EA_1Young.mp4
172.701	0.885	rating	0.1768	age	fear	male	EA	young	n/a
172.984	0.602	rating_mouse_trajectory	0.1768	age	fear	male	EA	young	n/a
175.606	1.313	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model2_1Female_1WC_1Young.mp4
176.919	1.535	rating	0.199	age	fear	female	WC	young	n/a
177.185	1.269	rating_mouse_trajectory	0.199	age	fear	female	WC	young	n/a
178.823	1.314	face	n/a	age	happy	female	EA	young	task-faces/1Happy_Model4_1Female_2EA_1Young.mp4
180.137	1.535	rating	0.2577	age	happy	female	EA	young	n/a
180.47	1.202	rating_mouse_trajectory	0.2577	age	happy	female	EA	young	n/a
183.061	2.044	face	n/a	age	pleasure	male	WC	young	task-faces/8Pleasure_Model5_2Male_1WC_1Young.mp4
185.105	1.085	rating	0.1707	age	pleasure	male	WC	young	n/a
185.389	0.802	rating_mouse_trajectory	0.1707	age	pleasure	male	WC	young	n/a
187.024	2.05	face	n/a	age	pain	female	African	old	task-faces/7Pain_Model3_1Female_3African_2Old.mp4
189.073	0.501	rating	0.466	age	pain	female	African	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	pain	female	African	old	n/a
192.99	2.052	face	n/a	age	pain	male	African	young	task-faces/7Pain_Model4_2Male_3African_1Young.mp4
195.042	1.702	rating	0.1889	age	pain	male	African	young	n/a
195.459	1.285	rating_mouse_trajectory	0.1889	age	pain	male	African	young	n/a
198.958	1.303	face	n/a	age	disgust	female	EA	old	task-faces/4Disgust_Model3_1Female_2EA_2Old.mp4
200.261	1.051	rating	0.3912	age	disgust	female	EA	old	n/a
200.761	0.551	rating_mouse_trajectory	0.3912	age	disgust	female	EA	old	n/a
203.184	1.312	face	n/a	age	surprise	female	WC	young	task-faces/2Surprise_Model2_1Female_1WC_1Young.mp4
204.496	1.757	rating	0.1201	age	surprise	female	WC	young	n/a
204.729	1.524	rating_mouse_trajectory	0.1201	age	surprise	female	WC	young	n/a
207.419	1.311	face	n/a	age	anger	female	WC	young	task-faces/5Anger_Model5_1Female_1WC_1Young.mp4
208.731	1.472	rating	0.1161	age	anger	female	WC	young	n/a
209.114	1.089	rating_mouse_trajectory	0.1161	age	anger	female	WC	young	n/a
211.655	1.311	face	n/a	age	fear	male	WC	young	task-faces/3Fear_Model5_2Male_1WC_1Young.mp4
