onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.847	54.315	narrative_presentation	n/a	n/a	Deliverance	prison	Text	task-narratives/Narrative7Situation1.mp3
59.162	3.983	rating_feeling	636	574	Deliverance	prison	Text	task-narratives/Narrative7Situation1.mp3
59.695	3.45	feeling_mouse_trajectory	636	574	Deliverance	prison	Text	task-narratives/Narrative7Situation1.mp3
63.212	3.967	rating_expectation	804.0	635.0	Deliverance	prison	Text	task-narratives/Narrative7Situation1.mp3
65.112	2.067	expectation_mouse_trajectory	804.0	635.0	Deliverance	prison	Text	task-narratives/Narrative7Situation1.mp3
70.417	5.955	narrative_presentation	n/a	n/a	Abduction	town	Text	task-narratives/Narrative7Situation2.mp3
76.372	3.75	rating_feeling	636	574	Abduction	town	Text	task-narratives/Narrative7Situation2.mp3
77.455	2.667	feeling_mouse_trajectory	636	574	Abduction	town	Text	task-narratives/Narrative7Situation2.mp3
80.401	3.9	rating_expectation	804.0	635.0	Abduction	town	Text	task-narratives/Narrative7Situation2.mp3
80.434	3.867	expectation_mouse_trajectory	804.0	635.0	Abduction	town	Text	task-narratives/Narrative7Situation2.mp3
92.491	7.445	narrative_presentation	n/a	n/a	Pursuit	prison	Text	task-narratives/Narrative7Situation3.mp3
99.936	3.536	rating_feeling	636	574	Pursuit	prison	Text	task-narratives/Narrative7Situation3.mp3
101.82	1.652	feeling_mouse_trajectory	636	574	Pursuit	prison	Text	task-narratives/Narrative7Situation3.mp3
103.976	3.933	rating_expectation	804.0	635.0	Pursuit	prison	Text	task-narratives/Narrative7Situation3.mp3
106.51	1.4	expectation_mouse_trajectory	804.0	635.0	Pursuit	prison	Text	task-narratives/Narrative7Situation3.mp3
111.065	11.497	narrative_presentation	n/a	n/a	Obtaining	city	Text	task-narratives/Narrative7Situation4.mp3
122.562	3.8	rating_feeling	636	574	Obtaining	city	Text	task-narratives/Narrative7Situation4.mp3
123.229	3.133	feeling_mouse_trajectory	636	574	Obtaining	city	Text	task-narratives/Narrative7Situation4.mp3
126.585	0.209	rating_expectation	804.0	635.0	Obtaining	city	Text	task-narratives/Narrative7Situation4.mp3
126.835	-0.041	expectation_mouse_trajectory	804.0	635.0	Obtaining	city	Text	task-narratives/Narrative7Situation4.mp3
135.669	7.989	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Text	task-narratives/Narrative7Situation5.mp3
143.657	3.602	rating_feeling	636	574	Recovery of a lost one	park	Text	task-narratives/Narrative7Situation5.mp3
145.141	2.119	feeling_mouse_trajectory	636	574	Recovery of a lost one	park	Text	task-narratives/Narrative7Situation5.mp3
147.696	n/a	rating_expectation	804.0	635.0	Recovery of a lost one	park	Text	task-narratives/Narrative7Situation5.mp3
n/a	n/a	expectation_mouse_trajectory	804.0	635.0	Recovery of a lost one	park	Text	task-narratives/Narrative7Situation5.mp3
