onset	duration	trial_type	response_value	stim_file
2.768	106.33	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
110.598	1.465	rating_relevance	3.65	n/a
116.167	2.016	rating_happy	61.35	n/a
120.568	1.4	rating_sad	3.85	n/a
124.986	0.799	rating_afraid	1.25	n/a
131.672	2.467	rating_disgusted	3.12	n/a
138.208	3.989	rating_warm	66.35	n/a
142.009	2.77	rating_engaged	73.44	n/a
144.268	59.181	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
205.8	2.318	rating_relevance	3.33	n/a
209.968	1.466	rating_happy	62.19	n/a
214.286	0.766	rating_sad	1.67	n/a
219.255	0.716	rating_afraid	2.5	n/a
224.207	0.656	rating_disgusted	1.56	n/a
229.525	0.954	rating_warm	2.5	n/a
236.028	2.435	rating_engaged	64.38	n/a
238.618	20.946	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
261.437	1.836	rating_relevance	4.38	n/a
265.856	1.249	rating_happy	49.38	n/a
270.441	0.816	rating_sad	3.65	n/a
275.659	1.016	rating_afraid	1.88	n/a
280.361	0.699	rating_disgusted	2.4	n/a
286.647	1.966	rating_warm	0.83	n/a
291.299	1.6	rating_engaged	62.19	n/a
294.722	136.729	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
434.769	3.281	rating_relevance	3.75	n/a
438.737	2.233	rating_happy	63.85	n/a
442.238	0.715	rating_sad	4.38	n/a
447.39	0.849	rating_afraid	0.0	n/a
452.942	1.387	rating_disgusted	1.15	n/a
457.56	0.985	rating_warm	1.56	n/a
463.746	2.149	rating_engaged	64.38	n/a
