onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.943	1.017	memory	dummy	study_dummy	n/a	task-memory/obj025binoculars.png	n/a	n/a
9.994	1.017	memory	dummy	study_dummy	n/a	task-memory/obj100feather.png	n/a	n/a
12.044	1.017	memory	dummy	study_dummy	n/a	task-memory/obj106flashlight.png	n/a	n/a
14.078	1.017	memory	study	study	n/a	task-memory/obj177map.png	n/a	n/a
16.129	1.017	memory	study	study	n/a	task-memory/obj002acorn.png	n/a	n/a
18.163	1.017	memory	study	study	n/a	task-memory/obj178mask.png	n/a	n/a
20.197	1.017	memory	study	study	n/a	task-memory/obj012ball.png	n/a	n/a
22.232	1.017	memory	study	study	n/a	task-memory/obj214pencil.png	n/a	n/a
24.266	1.017	memory	study	study	n/a	task-memory/obj020bat.png	n/a	n/a
26.3	1.017	memory	study	study	n/a	task-memory/obj117ghost.png	n/a	n/a
28.334	1.017	memory	study	study	n/a	task-memory/obj276snail.png	n/a	n/a
30.368	1.017	memory	study	study	n/a	task-memory/obj234queen.png	n/a	n/a
32.402	1.017	memory	study	study	n/a	task-memory/obj086door.png	n/a	n/a
34.436	1.017	memory	study	study	n/a	task-memory/obj257saw.png	n/a	n/a
36.47	1.017	memory	study	study	n/a	task-memory/obj231pumpkin.png	n/a	n/a
38.504	1.017	memory	study	study	n/a	task-memory/obj085donkey.png	n/a	n/a
40.538	1.017	memory	study	study	n/a	task-memory/obj013balloon.png	n/a	n/a
42.572	1.017	memory	study	study	n/a	task-memory/obj204palmtree.png	n/a	n/a
44.607	1.034	memory	study	study	n/a	task-memory/obj140hinge.png	n/a	n/a
46.657	1.017	memory	study	study	n/a	task-memory/obj099faucet.png	n/a	n/a
48.691	1.017	memory	study	study	n/a	task-memory/obj127hair.png	n/a	n/a
50.742	1.017	memory	study	study	n/a	task-memory/obj147iron.png	n/a	n/a
52.776	1.017	memory	study	study	n/a	task-memory/obj141hoof.png	n/a	n/a
