onset	duration	event_type	value	response_accuracy	stim_file
12.05791472435	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
100.574254980087	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
159.59626745224	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
218.6182787323	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
248.129283418655	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
336.662299146652	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
395.951076498032	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
425.462081422806	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
513.995097866058	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
573.017108192444	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
41.5689194107056	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
71.0632510089874	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
130.101935853958	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
189.107273807526	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
277.64028834343	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
307.151293506622	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
366.173304786682	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
454.973085155487	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
484.484092226028	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
543.522775402069	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
23.0286710166931	3.32468318939209	response	falsebelief	incorrect	tomsaxe/5b_question.txt
111.561687936783	4.12779211997986	response	falsebelief	correct	tomsaxe/2b_question.txt
170.58369802475	2.86743116378784	response	falsebelief	correct	tomsaxe/1b_question.txt
229.60570930481	3.62993383407593	response	falsebelief	correct	tomsaxe/9b_question.txt
259.116714229584	3.70732593536377	response	falsebelief	correct	tomsaxe/6b_question.txt
347.649730434418	2.85104870796204	response	falsebelief	correct	tomsaxe/10b_question.txt
406.938507785797	3.64103436470032	response	falsebelief	correct	tomsaxe/3b_question.txt
436.449512233734	3.7955379486084	response	falsebelief	correct	tomsaxe/7b_question.txt
524.982528438568	3.38798260688782	response	falsebelief	correct	tomsaxe/8b_question.txt
584.004538526535	3.45873165130615	response	falsebelief	correct	tomsaxe/4b_question.txt
52.5396778488159	2.30834436416626	response	falsephoto	correct	tomsaxe/5p_question.txt
82.0506825351715	n/a	response	falsephoto	incorrect	tomsaxe/2p_question.txt
141.072693815231	4.56152939796448	response	falsephoto	correct	tomsaxe/1p_question.txt
200.094703187943	3.9183030128479	response	falsephoto	correct	tomsaxe/9p_question.txt
288.627719631195	2.9691014289856	response	falsephoto	correct	tomsaxe/6p_question.txt
318.138724555969	3.3016095161438	response	falsephoto	correct	tomsaxe/10p_question.txt
377.160735359192	6.23228073120117	response	falsephoto	correct	tomsaxe/3p_question.txt
465.960517396927	2.38864159584045	response	falsephoto	correct	tomsaxe/7p_question.txt
495.47152256012	3.21819949150085	response	falsephoto	correct	tomsaxe/8p_question.txt
554.493533840179	4.82064032554626	response	falsephoto	correct	tomsaxe/4p_question.txt
