onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	trial_index
14.818	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	1
25.789	3.968	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/5b_question.txt	1
44.312	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	2
55.3	3.647	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/5p_question.txt	2
73.823	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	3
84.811	n/a	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/6p_question.txt	3
103.334	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	4
114.322	3.525	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	4
132.845	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	5
143.833	3.497	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	5
162.356	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	6
173.344	4.598	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	6
191.867	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	7
202.855	4.482	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	7
221.378	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	8
232.366	2.765	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/10b_question.txt	8
250.889	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	9
261.877	5.097	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	9
280.4	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	10
291.388	5.024	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	10
309.911	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	11
320.899	4.042	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	11
339.422	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	12
350.41	4.18	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	12
368.95	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	13
379.921	5.159	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	13
398.444	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	14
409.432	6.153	tomsaxe	response	falsebelief	correct	task-tomsaxe/8b_question.txt	14
428.139	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	15
439.126	4.532	tomsaxe	response	falsebelief	correct	task-tomsaxe/7b_question.txt	15
457.65	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	16
468.637	2.246	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	16
487.161	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	17
498.148	5.678	tomsaxe	response	falsephoto	correct	task-tomsaxe/3p_question.txt	17
516.672	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	18
527.659	5.251	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	18
546.183	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.17	6.279	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
575.994	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
586.981	3.842	tomsaxe	response	falsebelief	correct	task-tomsaxe/2b_question.txt	20
