onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.963	1.05	memory	dummy	study_dummy	n/a	task-memory/obj018barrel.png	n/a	n/a
10.031	1.034	memory	dummy	study_dummy	n/a	task-memory/obj061church.png	n/a	n/a
12.098	1.017	memory	dummy	study_dummy	n/a	task-memory/obj144hose.png	n/a	n/a
14.132	1.017	memory	study	study	n/a	task-memory/obj259scarf.png	n/a	n/a
16.166	1.034	memory	study	study	n/a	task-memory/obj315trumpet.png	n/a	n/a
18.234	1.017	memory	study	study	n/a	task-memory/obj042cactus.png	n/a	n/a
20.268	1.017	memory	study	study	n/a	task-memory/obj248roof.png	n/a	n/a
22.302	1.034	memory	study	study	n/a	task-memory/obj142hook.png	n/a	n/a
24.353	1.017	memory	study	study	n/a	task-memory/obj180medal.png	n/a	n/a
26.404	1.017	memory	study	study	n/a	task-memory/obj120glasses.png	n/a	n/a
28.438	1.017	memory	study	study	n/a	task-memory/obj127hair.png	n/a	n/a
30.488	1.017	memory	study	study	n/a	task-memory/obj292sword.png	n/a	n/a
32.539	1.017	memory	study	study	n/a	task-memory/obj052carrot.png	n/a	n/a
34.573	1.017	memory	study	study	n/a	task-memory/obj228porcupine.png	n/a	n/a
36.607	1.017	memory	study	study	n/a	task-memory/obj192nail.png	n/a	n/a
38.642	1.017	memory	study	study	n/a	task-memory/obj262screw.png	n/a	n/a
40.676	1.017	memory	study	study	n/a	task-memory/obj164lemon.png	n/a	n/a
42.71	1.017	memory	study	study	n/a	task-memory/obj153kangaroo.png	n/a	n/a
44.744	1.017	memory	study	study	n/a	task-memory/obj332well.png	n/a	n/a
46.778	1.017	memory	study	study	n/a	task-memory/obj304tire.png	n/a	n/a
48.812	1.017	memory	study	study	n/a	task-memory/obj106flashlight.png	n/a	n/a
50.846	1.017	memory	study	study	n/a	task-memory/obj346yoyo.png	n/a	n/a
52.88	1.017	memory	study	study	n/a	task-memory/obj024bicycle.png	n/a	n/a
54.914	1.017	memory	dummy	study_dummy	n/a	task-memory/obj159knot.png	n/a	n/a
56.948	1.017	memory	dummy	study_dummy	n/a	task-memory/obj175mailbox.png	n/a	n/a
58.982	1.017	memory	dummy	study_dummy	n/a	task-memory/obj190mousetrap.png	n/a	n/a
71.254	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.331	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.658	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.719	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.131	1.993	memory	test	test_new	correct	task-memory/obj150jar.png	new	n/a
192.249	0.948	memory	test	test_new	correct	task-memory/obj195net.png	new	n/a
194.983	2.0	memory	test	test_old	incorrect	task-memory/obj304tire.png	n/a	n/a
197.984	1.34	memory	test	test_old	correct	task-memory/obj346yoyo.png	old	n/a
200.919	0.884	memory	test	test_new	correct	task-memory/obj003alligator.png	new	n/a
203.786	1.075	memory	test	test_old	correct	task-memory/obj120glasses.png	old	n/a
206.621	1.036	memory	test	test_new	correct	task-memory/obj310tractor.png	new	n/a
209.355	0.832	memory	test	test_old	correct	task-memory/obj332well.png	old	n/a
212.14	0.726	memory	test	test_old	correct	task-memory/obj192nail.png	old	n/a
214.724	0.809	memory	test	test_new	correct	task-memory/obj339wig.png	new	n/a
217.375	0.781	memory	test	test_new	correct	task-memory/obj025binoculars.png	new	n/a
220.143	0.752	memory	test	test_old	correct	task-memory/obj142hook.png	old	n/a
222.96	0.891	memory	test	test_new	correct	task-memory/obj166lightbulb.png	new	n/a
225.645	0.849	memory	test	test_old	correct	task-memory/obj180medal.png	old	n/a
228.662	1.188	memory	test	test_old	correct	task-memory/obj228porcupine.png	old	n/a
231.23	1.422	memory	test	test_new	correct	task-memory/obj308toothbrush.png	new	n/a
234.131	0.816	memory	test	test_new	correct	task-memory/obj040butterfly.png	new	n/a
236.799	0.983	memory	test	test_old	correct	task-memory/obj127hair.png	old	n/a
239.8	0.979	memory	test	test_old	correct	task-memory/obj042cactus.png	old	n/a
242.384	1.48	memory	test	test_old	correct	task-memory/obj153kangaroo.png	old	n/a
245.285	0.825	memory	test	test_new	correct	task-memory/obj179match.png	new	n/a
247.836	0.745	memory	test	test_new	correct	task-memory/obj178mask.png	new	n/a
250.637	0.947	memory	test	test_old	correct	task-memory/obj106flashlight.png	old	n/a
253.205	0.778	memory	test	test_new	correct	task-memory/obj331watermelon.png	new	n/a
256.239	0.911	memory	test	test_new	correct	task-memory/obj066dime.png	new	n/a
258.974	1.191	memory	test	test_old	correct	task-memory/obj052carrot.png	old	n/a
261.641	1.075	memory	test	test_old	correct	task-memory/obj259scarf.png	old	n/a
264.292	0.881	memory	test	test_new	correct	task-memory/obj039bus.png	new	n/a
267.193	0.767	memory	test	test_old	correct	task-memory/obj292sword.png	old	n/a
269.944	0.787	memory	test	test_old	correct	task-memory/obj164lemon.png	old	n/a
272.629	0.82	memory	test	test_old	correct	task-memory/obj262screw.png	old	n/a
275.363	0.913	memory	test	test_new	correct	task-memory/obj348zipper.png	new	n/a
278.047	1.13	memory	test	test_new	correct	task-memory/obj206panda.png	new	n/a
280.932	0.801	memory	test	test_old	correct	task-memory/obj024bicycle.png	old	n/a
283.7	1.151	memory	test	test_new	correct	task-memory/obj060chimney.png	new	n/a
286.634	0.873	memory	test	test_old	correct	task-memory/obj315trumpet.png	old	n/a
289.368	1.036	memory	test	test_new	correct	task-memory/obj019basket.png	new	n/a
292.003	0.855	memory	test	test_old	correct	task-memory/obj248roof.png	old	n/a
294.554	1.202	memory	test	test_new	correct	task-memory/obj131handcuffs.png	new	n/a
297.221	1.202	memory	test	test_new	correct	task-memory/obj124grapes.png	new	n/a
308.492	1.017	memory	dummy	study_dummy	n/a	task-memory/obj094elephant.png	n/a	n/a
310.526	1.017	memory	dummy	study_dummy	n/a	task-memory/obj210peacock.png	n/a	n/a
312.56	1.017	memory	dummy	study_dummy	n/a	task-memory/obj225pizza.png	n/a	n/a
314.594	1.017	memory	study	study	n/a	task-memory/obj032boot.png	n/a	n/a
316.629	1.017	memory	study	study	n/a	task-memory/obj077deer.png	n/a	n/a
318.663	1.017	memory	study	study	n/a	task-memory/obj151puzzle.png	n/a	n/a
320.697	1.017	memory	study	study	n/a	task-memory/obj022bell.png	n/a	n/a
322.731	1.017	memory	study	study	n/a	task-memory/obj165leopard.png	n/a	n/a
324.765	1.017	memory	study	study	n/a	task-memory/obj330watch.png	n/a	n/a
326.799	1.017	memory	study	study	n/a	task-memory/obj074cross.png	n/a	n/a
328.833	1.017	memory	study	study	n/a	task-memory/obj323vacuum.png	n/a	n/a
330.867	1.034	memory	study	study	n/a	task-memory/obj089dress.png	n/a	n/a
332.918	1.017	memory	study	study	n/a	task-memory/obj189mouse.png	n/a	n/a
334.952	1.034	memory	study	study	n/a	task-memory/obj130hammock.png	n/a	n/a
337.003	1.017	memory	study	study	n/a	task-memory/obj217piano.png	n/a	n/a
339.054	1.017	memory	study	study	n/a	task-memory/obj221pinecone.png	n/a	n/a
341.088	1.017	memory	study	study	n/a	task-memory/obj257saw.png	n/a	n/a
343.138	1.017	memory	study	study	n/a	task-memory/obj272skunk.png	n/a	n/a
345.189	1.017	memory	study	study	n/a	task-memory/obj303tiger.png	n/a	n/a
347.223	1.017	memory	study	study	n/a	task-memory/obj035box.png	n/a	n/a
349.257	1.017	memory	study	study	n/a	task-memory/obj110football.png	n/a	n/a
351.291	1.017	memory	study	study	n/a	task-memory/obj311train.png	n/a	n/a
353.326	1.017	memory	study	study	n/a	task-memory/obj140hinge.png	n/a	n/a
355.36	1.017	memory	dummy	study_dummy	n/a	task-memory/obj254safe.png	n/a	n/a
357.394	1.017	memory	dummy	study_dummy	n/a	task-memory/obj305toaster.png	n/a	n/a
359.428	1.017	memory	dummy	study_dummy	n/a	task-memory/obj326violin.png	n/a	n/a
371.582	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
399.659	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
427.72	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
455.78	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
489.41	1.17	memory	test	test_new	correct	task-memory/obj167lightning.png	new	n/a
492.344	0.89	memory	test	test_new	correct	task-memory/obj047can.png	new	n/a
494.978	0.894	memory	test	test_new	correct	task-memory/obj301thimble.png	new	n/a
497.879	0.779	memory	test	test_new	correct	task-memory/obj324vase.png	new	n/a
500.564	0.876	memory	test	test_new	correct	task-memory/obj296telephone.png	new	n/a
503.532	0.861	memory	test	test_old	correct	task-memory/obj272skunk.png	old	n/a
506.449	1.207	memory	test	test_old	correct	task-memory/obj323vacuum.png	old	n/a
509.334	0.89	memory	test	test_new	correct	task-memory/obj184monkey.png	new	n/a
512.168	1.067	memory	test	test_old	correct	task-memory/obj165leopard.png	old	n/a
515.153	1.2	memory	test	test_old	correct	task-memory/obj151puzzle.png	old	n/a
518.137	0.876	memory	test	test_old	correct	task-memory/obj217piano.png	old	n/a
520.755	0.94	memory	test	test_new	correct	task-memory/obj001accordion.png	new	n/a
523.556	0.911	memory	test	test_new	correct	task-memory/obj071cowboy.png	new	n/a
526.557	0.903	memory	test	test_new	correct	task-memory/obj230priest.png	new	n/a
529.441	0.995	memory	test	test_old	correct	task-memory/obj110football.png	old	n/a
532.026	1.236	memory	test	test_new	correct	task-memory/obj079desk.png	new	n/a
534.993	1.025	memory	test	test_new	correct	task-memory/obj075crown.png	new	n/a
537.794	1.04	memory	test	test_new	correct	task-memory/obj325vest.png	new	n/a
540.595	1.525	memory	test	test_old	incorrect	task-memory/obj022bell.png	new	n/a
543.363	1.096	memory	test	test_old	correct	task-memory/obj257saw.png	old	n/a
546.164	1.56	memory	test	test_old	correct	task-memory/obj074cross.png	old	n/a
549.132	1.009	memory	test	test_new	correct	task-memory/obj015bandaid.png	new	n/a
552.15	0.808	memory	test	test_new	correct	task-memory/obj161lamp.png	new	n/a
554.801	0.905	memory	test	test_old	incorrect	task-memory/obj303tiger.png	new	n/a
557.818	0.847	memory	test	test_old	incorrect	task-memory/obj077deer.png	new	n/a
560.736	1.085	memory	test	test_old	correct	task-memory/obj189mouse.png	old	n/a
563.504	1.074	memory	test	test_old	correct	task-memory/obj089dress.png	old	n/a
566.172	1.139	memory	test	test_old	correct	task-memory/obj221pinecone.png	old	n/a
568.923	1.026	memory	test	test_old	incorrect	task-memory/obj311train.png	new	n/a
571.924	0.955	memory	test	test_new	correct	task-memory/obj114frog.png	new	n/a
574.658	0.876	memory	test	test_new	correct	task-memory/obj132hanger.png	new	n/a
577.309	0.987	memory	test	test_old	incorrect	task-memory/obj330watch.png	new	n/a
580.277	0.807	memory	test	test_new	correct	task-memory/obj064clock.png	new	n/a
583.045	0.833	memory	test	test_new	correct	task-memory/obj229potato.png	new	n/a
585.829	0.965	memory	test	test_old	correct	task-memory/obj032boot.png	old	n/a
588.43	0.92	memory	test	test_old	correct	task-memory/obj035box.png	old	n/a
590.981	1.353	memory	test	test_new	correct	task-memory/obj266shovel.png	new	n/a
593.532	2.0	memory	test	test_new	correct	task-memory/obj264shark.png	n/a	n/a
596.35	1.171	memory	test	test_old	correct	task-memory/obj130hammock.png	old	n/a
599.251	1.131	memory	test	test_old	correct	task-memory/obj140hinge.png	old	n/a
