onset	duration	trial_type	response_value	stim_file
2.766	106.334	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
113.651	n/a	rating_relevance	n/a	n/a
118.687	n/a	rating_happy	n/a	n/a
123.705	n/a	rating_sad	n/a	n/a
128.724	n/a	rating_afraid	n/a	n/a
133.759	n/a	rating_disgusted	n/a	n/a
138.778	n/a	rating_warm	n/a	n/a
143.796	n/a	rating_engaged	n/a	n/a
144.331	59.171	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
208.054	n/a	rating_relevance	n/a	n/a
213.089	n/a	rating_happy	n/a	n/a
218.125	n/a	rating_sad	n/a	n/a
223.16	n/a	rating_afraid	n/a	n/a
228.178	n/a	rating_disgusted	n/a	n/a
233.197	n/a	rating_warm	n/a	n/a
238.232	n/a	rating_engaged	n/a	n/a
238.766	20.952	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
264.259	n/a	rating_relevance	n/a	n/a
269.294	n/a	rating_happy	n/a	n/a
274.313	n/a	rating_sad	n/a	n/a
279.331	n/a	rating_afraid	n/a	n/a
284.367	n/a	rating_disgusted	n/a	n/a
289.402	n/a	rating_warm	n/a	n/a
294.42	n/a	rating_engaged	n/a	n/a
294.952	136.718	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
436.222	n/a	rating_relevance	n/a	n/a
441.257	n/a	rating_happy	n/a	n/a
446.292	n/a	rating_sad	n/a	n/a
451.327	n/a	rating_afraid	n/a	n/a
456.346	n/a	rating_disgusted	n/a	n/a
461.381	n/a	rating_warm	n/a	n/a
466.416	n/a	rating_engaged	n/a	n/a
