onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
11.77	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
11.97	0.506	posner	target_response	correct	left	right	right	1
15.238	0.2	posner	valid_cue	correct	right	n/a	n/a	2
15.438	0.437	posner	target_response	correct	right	right	right	2
18.706	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
18.906	0.437	posner	target_response	correct	right	left	left	3
26.175	0.2	posner	valid_cue	correct	right	n/a	n/a	4
26.375	0.457	posner	target_response	correct	right	right	right	4
29.843	0.2	posner	valid_cue	correct	left	n/a	n/a	5
30.043	0.389	posner	target_response	correct	left	left	left	5
37.312	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
37.513	0.392	posner	target_response	correct	right	left	left	6
40.78	0.2	posner	valid_cue	correct	right	n/a	n/a	7
40.981	0.391	posner	target_response	correct	right	right	right	7
44.048	0.2	posner	valid_cue	correct	right	n/a	n/a	8
44.248	0.432	posner	target_response	correct	right	right	right	8
51.118	0.2	posner	valid_cue	correct	right	n/a	n/a	9
51.318	0.467	posner	target_response	correct	right	right	right	9
58.587	0.2	posner	valid_cue	correct	left	n/a	n/a	10
58.787	0.373	posner	target_response	correct	left	left	left	10
62.155	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
62.355	0.54	posner	target_response	correct	right	left	left	11
69.625	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
69.825	0.384	posner	target_response	correct	right	left	left	12
73.193	0.2	posner	valid_cue	correct	left	n/a	n/a	13
73.393	0.415	posner	target_response	correct	left	left	left	13
77.361	0.2	posner	valid_cue	correct	left	n/a	n/a	14
77.561	0.404	posner	target_response	correct	left	left	left	14
82.129	0.2	posner	valid_cue	correct	right	n/a	n/a	15
82.329	0.408	posner	target_response	correct	right	right	right	15
89.599	0.2	posner	invalid_cue	correct	right	n/a	n/a	16
89.799	0.439	posner	target_response	correct	right	left	left	16
96.968	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
97.168	0.395	posner	target_response	correct	left	right	right	17
100.236	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
100.436	0.427	posner	target_response	correct	left	right	right	18
103.304	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
103.504	0.415	posner	target_response	correct	left	right	right	19
106.872	0.2	posner	valid_cue	correct	left	n/a	n/a	20
107.072	0.535	posner	target_response	correct	left	left	left	20
114.341	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
114.541	0.383	posner	target_response	correct	right	left	left	21
120.61	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
120.81	0.381	posner	target_response	correct	right	left	left	22
123.778	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
123.978	0.462	posner	target_response	correct	right	left	left	23
131.247	0.2	posner	invalid_cue	correct	right	n/a	n/a	24
131.448	0.405	posner	target_response	correct	right	left	left	24
134.515	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
134.715	0.497	posner	target_response	correct	left	right	right	25
137.983	0.2	posner	valid_cue	correct	left	n/a	n/a	26
138.183	0.576	posner	target_response	correct	left	left	left	26
142.552	0.2	posner	valid_cue	correct	right	n/a	n/a	27
142.752	0.36	posner	target_response	correct	right	right	right	27
146.22	0.2	posner	valid_cue	correct	right	n/a	n/a	28
146.42	0.381	posner	target_response	correct	right	right	right	28
153.289	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
153.489	0.48	posner	target_response	correct	left	right	right	29
158.057	0.2	posner	valid_cue	correct	right	n/a	n/a	30
158.258	0.431	posner	target_response	correct	right	right	right	30
161.525	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
161.726	0.795	posner	target_response	correct	left	right	right	31
164.593	0.2	posner	valid_cue	correct	right	n/a	n/a	32
164.793	0.387	posner	target_response	correct	right	right	right	32
167.661	0.2	posner	valid_cue	correct	left	n/a	n/a	33
167.861	0.351	posner	target_response	correct	left	left	left	33
170.729	0.2	posner	valid_cue	correct	right	n/a	n/a	34
170.929	0.317	posner	target_response	correct	right	right	right	34
176.498	0.2	posner	invalid_cue	correct	left	n/a	n/a	35
176.698	0.348	posner	target_response	correct	left	right	right	35
183.967	0.2	posner	invalid_cue	correct	left	n/a	n/a	36
184.167	0.352	posner	target_response	correct	left	right	right	36
187.035	0.2	posner	invalid_cue	correct	right	n/a	n/a	37
187.235	0.904	posner	target_response	correct	right	left	left	37
194.104	0.2	posner	valid_cue	correct	right	n/a	n/a	38
194.304	1.075	posner	target_response	correct	right	right	right	38
197.572	0.2	posner	valid_cue	correct	right	n/a	n/a	39
197.772	0.367	posner	target_response	correct	right	right	right	39
200.74	0.2	posner	invalid_cue	correct	right	n/a	n/a	40
200.94	0.384	posner	target_response	correct	right	left	left	40
204.208	0.2	posner	valid_cue	correct	right	n/a	n/a	41
204.408	0.322	posner	target_response	correct	right	right	right	41
211.677	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
211.878	0.348	posner	target_response	correct	left	right	right	42
214.845	0.2	posner	valid_cue	correct	right	n/a	n/a	43
215.045	0.317	posner	target_response	correct	right	right	right	43
217.813	0.2	posner	valid_cue	correct	left	n/a	n/a	44
218.013	0.362	posner	target_response	correct	left	left	left	44
225.283	0.2	posner	valid_cue	correct	right	n/a	n/a	45
225.483	0.315	posner	target_response	correct	right	right	right	45
229.051	0.2	posner	invalid_cue	correct	right	n/a	n/a	46
229.251	1.108	posner	target_response	correct	right	left	left	46
232.819	0.2	posner	invalid_cue	correct	right	n/a	n/a	47
233.019	0.397	posner	target_response	correct	right	left	left	47
236.487	0.2	posner	valid_cue	correct	right	n/a	n/a	48
236.687	0.394	posner	target_response	correct	right	right	right	48
239.555	0.2	posner	valid_cue	correct	left	n/a	n/a	49
239.755	0.395	posner	target_response	correct	left	left	left	49
243.223	0.2	posner	valid_cue	correct	left	n/a	n/a	50
243.423	0.433	posner	target_response	correct	left	left	left	50
247.291	0.2	posner	valid_cue	correct	right	n/a	n/a	51
247.491	0.412	posner	target_response	correct	right	right	right	51
250.759	0.2	posner	valid_cue	correct	right	n/a	n/a	52
250.959	0.974	posner	target_response	correct	right	right	right	52
258.228	0.2	posner	valid_cue	correct	left	n/a	n/a	53
258.428	0.315	posner	target_response	correct	left	left	left	53
264.597	0.2	posner	valid_cue	correct	left	n/a	n/a	54
264.797	0.386	posner	target_response	correct	left	left	left	54
271.667	0.2	posner	valid_cue	correct	left	n/a	n/a	55
271.867	0.395	posner	target_response	correct	left	left	left	55
275.335	0.2	posner	valid_cue	correct	left	n/a	n/a	56
275.535	0.887	posner	target_response	correct	left	left	left	56
282.704	0.2	posner	valid_cue	correct	left	n/a	n/a	57
282.904	0.358	posner	target_response	correct	left	left	left	57
285.972	0.2	posner	invalid_cue	correct	left	n/a	n/a	58
286.172	0.391	posner	target_response	correct	left	right	right	58
294.842	0.2	posner	invalid_cue	correct	left	n/a	n/a	59
295.042	0.4	posner	target_response	correct	left	right	right	59
299.41	0.2	posner	invalid_cue	correct	right	n/a	n/a	60
299.61	0.695	posner	target_response	correct	right	left	left	60
306.68	0.2	posner	valid_cue	correct	right	n/a	n/a	61
306.88	0.566	posner	target_response	correct	right	right	right	61
313.849	0.2	posner	invalid_cue	correct	left	n/a	n/a	62
314.049	0.45	posner	target_response	correct	left	right	right	62
317.717	0.2	posner	valid_cue	correct	right	n/a	n/a	63
317.917	0.339	posner	target_response	correct	right	right	right	63
325.186	0.2	posner	valid_cue	correct	right	n/a	n/a	64
325.387	0.33	posner	target_response	correct	right	right	right	64
328.855	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	65
329.055	n/a	posner	target_response	incorrect	left	right	n/a	65
333.223	0.2	posner	valid_cue	correct	left	n/a	n/a	66
333.423	0.363	posner	target_response	correct	left	left	left	66
336.691	0.2	posner	valid_cue	correct	left	n/a	n/a	67
336.891	0.352	posner	target_response	correct	left	left	left	67
345.061	0.2	posner	valid_cue	correct	right	n/a	n/a	68
345.261	0.388	posner	target_response	correct	right	right	right	68
348.128	0.2	posner	valid_cue	correct	left	n/a	n/a	69
348.328	0.445	posner	target_response	correct	left	left	left	69
353.097	0.2	posner	valid_cue	correct	left	n/a	n/a	70
353.297	0.398	posner	target_response	correct	left	left	left	70
358.966	0.2	posner	invalid_cue	correct	left	n/a	n/a	71
359.166	0.413	posner	target_response	correct	left	right	right	71
366.435	0.2	posner	valid_cue	correct	right	n/a	n/a	72
366.635	0.475	posner	target_response	correct	right	right	right	72
369.503	0.2	posner	valid_cue	correct	right	n/a	n/a	73
369.703	0.465	posner	target_response	correct	right	right	right	73
372.871	0.2	posner	invalid_cue	correct	right	n/a	n/a	74
373.071	0.408	posner	target_response	correct	right	left	left	74
380.34	0.2	posner	valid_cue	correct	left	n/a	n/a	75
380.54	0.38	posner	target_response	correct	left	left	left	75
387.81	0.2	posner	valid_cue	correct	left	n/a	n/a	76
388.01	0.406	posner	target_response	correct	left	left	left	76
390.878	0.2	posner	invalid_cue	correct	left	n/a	n/a	77
391.078	0.425	posner	target_response	correct	left	right	right	77
397.947	0.2	posner	invalid_cue	correct	right	n/a	n/a	78
398.147	0.447	posner	target_response	correct	right	left	left	78
402.015	0.2	posner	invalid_cue	correct	left	n/a	n/a	79
402.215	0.395	posner	target_response	correct	left	right	right	79
