onset	duration	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.02689003944397	1.3031599521636963	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg
6.644160032272339	1.0692999362945557	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg
8.02800989151001	1.4157099723815918	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg
9.745319843292236	n/a	reaching?	how_hand	n/a	no	incorrect	task-tomspunt/H_438.jpg
11.779409885406494	0.9996800422668457	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg
13.079900026321411	1.0128698348999023	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
14.397049903869629	0.9296300411224365	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg
15.630849838256836	1.00177001953125	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg
22.550089836120605	1.0091400146484375	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
23.867249965667725	0.918410062789917	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
25.10104990005493	1.1522300243377686	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
26.568259954452515	0.9916300773620605	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
27.86873984336853	1.023900032043457	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
29.202579975128174	1.3239099979400635	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
30.836519956588745	0.9227800369262695	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
32.07030987739563	1.1223399639129639	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
41.657219886779785	1.0020601749420166	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
42.974380016326904	1.001539945602417	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
44.29152989387512	1.0848300457000732	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
45.6920599937439	1.0014598369598389	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
47.00921988487244	0.9683401584625244	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
48.29303002357483	0.8347799777984619	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
49.44345998764038	0.9179098606109619	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
50.677249908447266	0.8514001369476318	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
60.63095998764038	0.7517099380493164	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
61.6980299949646	0.7446498870849609	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
62.748420000076294	0.7777700424194336	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
63.832159996032715	0.7938799858093262	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
64.93256998062134	0.9439198970794678	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
66.18302989006042	0.7599601745605469	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
67.25009989738464	0.8591001033782959	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
68.4171998500824	0.8586502075195312	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
78.1541600227356	0.9550600051879883	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg
79.4212999343872	1.0049200057983398	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg
80.73846006393433	1.0881497859954834	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
82.1389799118042	1.0368900299072266	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg
83.48949003219604	1.3706200122833252	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg
85.17344999313354	0.9692199230194092	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg
86.45725989341736	0.8689801692962646	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
87.64102983474731	0.9682002067565918	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg
100.62920999526978	0.9799799919128418	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
101.91301989555359	0.8517000675201416	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
103.08012986183167	0.8855001926422119	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
104.2805700302124	1.1453800201416016	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
105.7311098575592	1.201550006866455	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg
107.24834990501404	0.9943299293518066	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
108.54883003234863	1.1605699062347412	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
110.01604986190796	0.9271500110626221	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
118.5192198753357	1.5566201210021973	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
120.38657999038696	0.8730900287628174	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
121.57034993171692	0.955549955368042	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
122.83748984336853	0.8052101135253906	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
123.95457983016968	0.9053201675415039	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
125.17170000076294	1.054189920425415	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
126.53886985778809	0.9351902008056641	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
127.78934001922607	0.9517199993133545	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg
136.0424199104309	0.7684099674224854	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
137.12615990638733	0.8346600532531738	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
138.27657985687256	0.8013200759887695	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
139.3936698436737	0.8180801868438721	looking to side?	how_face	yes	no	incorrect	task-tomspunt/F_779.jpg
140.5274200439453	1.4521799087524414	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
142.29474997520447	0.9319000244140625	looking to side?	how_face	no	no	correct	task-tomspunt/F_111.jpg
143.52853989601135	1.302260160446167	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_110.jpg
145.14580988883972	0.9800801277160645	looking to side?	how_face	no	no	correct	task-tomspunt/F_798.jpg
155.14953994750977	0.8103399276733398	argument?	why_face	yes	yes	correct	task-tomspunt/F_716.jpg
156.2666299343109	0.9180400371551514	argument?	why_face	no	no	correct	task-tomspunt/F_139.jpg
157.5004198551178	0.9849400520324707	argument?	why_face	yes	yes	correct	task-tomspunt/F_712.jpg
158.80090999603271	0.901439905166626	argument?	why_face	no	no	correct	task-tomspunt/F_433.jpg
160.0180299282074	0.9249100685119629	argument?	why_face	yes	yes	correct	task-tomspunt/F_403.jpg
161.25181984901428	0.8908801078796387	argument?	why_face	no	no	correct	task-tomspunt/F_844.jpg
162.45227003097534	1.0407698154449463	argument?	why_face	yes	yes	correct	task-tomspunt/F_743.jpg
163.8027698993683	0.9348900318145752	argument?	why_face	yes	yes	correct	task-tomspunt/F_758.jpg
172.98952984809875	0.7519001960754395	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_844.jpg
174.05658984184265	0.6530101299285889	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_776.jpg
175.023619890213	0.8030200004577637	open mouth?	how_face	no	no	correct	task-tomspunt/F_544.jpg
176.14069986343384	0.86857008934021	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_692.jpg
177.3244800567627	0.9015297889709473	open mouth?	how_face	no	no	correct	task-tomspunt/F_584.jpg
178.54159998893738	0.7686798572540283	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_403.jpg
179.6253399848938	0.8345999717712402	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_086.jpg
180.77576994895935	0.9018299579620361	open mouth?	how_face	no	no	correct	task-tomspunt/F_648.jpg
190.87952995300293	0.8016300201416016	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_019.jpg
191.99661993980408	0.8021900653839111	pressing button?	how_hand	no	no	correct	task-tomspunt/H_024.jpg
193.1136999130249	0.7463500499725342	pressing button?	how_hand	no	no	correct	task-tomspunt/H_130.jpg
194.1640899181366	0.6792500019073486	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_502.jpg
195.14778995513916	0.717979907989502	pressing button?	how_hand	no	no	correct	task-tomspunt/H_261.jpg
196.18150997161865	0.6450800895690918	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_332.jpg
197.1318700313568	0.7113399505615234	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_126.jpg
198.14891004562378	0.8276498317718506	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_483.jpg
208.669499874115	1.2067999839782715	competing?	why_hand	yes	yes	correct	task-tomspunt/H_261.jpg
210.1867299079895	0.8725500106811523	competing?	why_hand	no	no	correct	task-tomspunt/H_483.jpg
211.37050986289978	0.6887500286102295	competing?	why_hand	yes	yes	correct	task-tomspunt/H_132.jpg
212.37087988853455	0.7723400592803955	competing?	why_hand	no	no	correct	task-tomspunt/H_126.jpg
213.45461988449097	0.7520501613616943	competing?	why_hand	yes	yes	correct	task-tomspunt/H_136.jpg
214.52167987823486	0.8513500690460205	competing?	why_hand	no	no	correct	task-tomspunt/H_502.jpg
215.68878984451294	0.7711200714111328	competing?	why_hand	yes	yes	correct	task-tomspunt/H_003.jpg
216.77252984046936	0.6701600551605225	competing?	why_hand	yes	yes	correct	task-tomspunt/H_170.jpg
226.74290990829468	0.7179701328277588	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_544.jpg
227.77662992477417	1.1333000659942627	self-doubt?	why_face	no	no	correct	task-tomspunt/F_086.jpg
229.21050000190735	0.7519998550415039	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_798.jpg
230.27755999565125	0.6845998764038086	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_111.jpg
231.277930021286	0.7180500030517578	self-doubt?	why_face	no	no	correct	task-tomspunt/F_774.jpg
232.3116500377655	1.0646798610687256	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_754.jpg
233.67882990837097	0.8684799671173096	self-doubt?	why_face	no	no	correct	task-tomspunt/F_128.jpg
234.86259984970093	0.8688499927520752	self-doubt?	why_face	yes	yes	correct	task-tomspunt/F_584.jpg
245.80001997947693	0.6426799297332764	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_128.jpg
246.75037002563477	0.8589198589324951	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_618.jpg
247.91746997833252	0.7346799373626709	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_598.jpg
248.9678599834442	0.6915700435638428	looking at camera?	how_face	no	no	correct	task-tomspunt/F_743.jpg
249.9682400226593	0.7910399436950684	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_774.jpg
251.06865000724792	0.807689905166626	looking at camera?	how_face	no	no	correct	task-tomspunt/F_582.jpg
252.18572998046875	0.8680400848388672	looking at camera?	how_face	no	no	correct	task-tomspunt/F_754.jpg
253.36950993537903	0.7567799091339111	looking at camera?	how_face	yes	yes	correct	task-tomspunt/F_129.jpg
264.59035992622375	1.1859900951385498	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg
266.09091997146606	0.8515400886535645	both hands?	how_hand	no	no	correct	task-tomspunt/H_091.jpg
