onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.948	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj006apple.png	n/a	n/a
9.998	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj103fire.png	n/a	n/a
12.049	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj117ghost.png	n/a	n/a
14.083	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj268sink.png	n/a	n/a
16.117	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj091duck.png	n/a	n/a
18.168	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj068cork.png	n/a	n/a
20.202	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj148jack.png	n/a	n/a
22.253	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj106flashlight.png	n/a	n/a
24.304	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj072crab.png	n/a	n/a
26.355	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj340windmill.png	n/a	n/a
28.405	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj331watermelon.png	n/a	n/a
30.456	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj057cherry.png	n/a	n/a
32.507	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj230priest.png	n/a	n/a
34.541	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj051car.png	n/a	n/a
36.575	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj296telephone.png	n/a	n/a
38.609	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj161lamp.png	n/a	n/a
40.643	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj188mountain.png	n/a	n/a
42.677	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj303tiger.png	n/a	n/a
44.711	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj169lips.png	n/a	n/a
46.745	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj332well.png	n/a	n/a
48.78	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj130hammock.png	n/a	n/a
50.814	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj252ruler.png	n/a	n/a
52.848	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj305toaster.png	n/a	n/a
54.882	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj120glasses.png	n/a	n/a
56.916	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj150jar.png	n/a	n/a
58.95	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj279sock.png	n/a	n/a
71.188	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.265	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.326	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.386	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.949	1.161	memory	test	test_new	correct	task-fractional/runtype-memory/obj090drum.png	new	n/a
191.683	0.765	memory	test	test_old	correct	task-fractional/runtype-memory/obj296telephone.png	old	n/a
194.551	0.643	memory	test	test_old	correct	task-fractional/runtype-memory/obj091duck.png	old	n/a
197.418	0.721	memory	test	test_old	correct	task-fractional/runtype-memory/obj268sink.png	old	n/a
200.303	0.732	memory	test	test_new	correct	task-fractional/runtype-memory/obj102finger.png	new	n/a
202.954	0.944	memory	test	test_new	correct	task-fractional/runtype-memory/obj287stool.png	new	n/a
205.621	0.659	memory	test	test_new	correct	task-fractional/runtype-memory/obj218pig.png	new	n/a
208.189	0.693	memory	test	test_new	correct	task-fractional/runtype-memory/obj171lizard.png	new	n/a
211.207	0.934	memory	test	test_old	correct	task-fractional/runtype-memory/obj230priest.png	old	n/a
213.758	0.681	memory	test	test_old	correct	task-fractional/runtype-memory/obj169lips.png	old	n/a
216.342	0.662	memory	test	test_new	correct	task-fractional/runtype-memory/obj178mask.png	new	n/a
219.16	0.791	memory	test	test_new	correct	task-fractional/runtype-memory/obj204palmtree.png	new	n/a
221.961	0.843	memory	test	test_new	correct	task-fractional/runtype-memory/obj306toilet.png	new	n/a
224.795	0.694	memory	test	test_old	correct	task-fractional/runtype-memory/obj305toaster.png	old	n/a
227.73	0.808	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj051car.png	new	n/a
230.664	0.722	memory	test	test_new	correct	task-fractional/runtype-memory/obj096eskimo.png	new	n/a
233.498	0.789	memory	test	test_new	correct	task-fractional/runtype-memory/obj299tent.png	new	n/a
236.366	0.85	memory	test	test_old	correct	task-fractional/runtype-memory/obj148jack.png	old	n/a
238.984	1.021	memory	test	test_new	correct	task-fractional/runtype-memory/obj078dentist.png	new	n/a
241.735	1.138	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj320umbrella.png	old	n/a
244.302	0.61	memory	test	test_old	correct	task-fractional/runtype-memory/obj331watermelon.png	old	n/a
247.054	0.922	memory	test	test_new	incorrect	task-fractional/runtype-memory/obj033bottle.png	old	n/a
249.888	0.857	memory	test	test_new	correct	task-fractional/runtype-memory/obj267shower.png	new	n/a
252.572	0.881	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj068cork.png	new	n/a
255.473	0.86	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj130hammock.png	new	n/a
258.074	0.63	memory	test	test_new	correct	task-fractional/runtype-memory/obj224pitchfork.png	new	n/a
260.759	0.637	memory	test	test_old	correct	task-fractional/runtype-memory/obj252ruler.png	old	n/a
263.643	0.801	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj188mountain.png	new	n/a
266.444	0.692	memory	test	test_new	correct	task-fractional/runtype-memory/obj339wig.png	new	n/a
269.145	0.884	memory	test	test_new	correct	task-fractional/runtype-memory/obj019basket.png	new	n/a
272.146	0.618	memory	test	test_old	correct	task-fractional/runtype-memory/obj340windmill.png	old	n/a
274.697	0.768	memory	test	test_new	correct	task-fractional/runtype-memory/obj002acorn.png	new	n/a
277.315	0.736	memory	test	test_old	correct	task-fractional/runtype-memory/obj332well.png	old	n/a
280.066	0.912	memory	test	test_old	correct	task-fractional/runtype-memory/obj106flashlight.png	old	n/a
282.967	0.688	memory	test	test_old	correct	task-fractional/runtype-memory/obj057cherry.png	old	n/a
285.735	0.605	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj303tiger.png	new	n/a
288.619	1.06	memory	test	test_old	incorrect	task-fractional/runtype-memory/obj161lamp.png	new	n/a
291.637	0.879	memory	test	test_new	correct	task-fractional/runtype-memory/obj030bone.png	new	n/a
294.288	0.78	memory	test	test_new	correct	task-fractional/runtype-memory/obj128hamburger.png	new	n/a
297.239	0.564	memory	test	test_old	correct	task-fractional/runtype-memory/obj072crab.png	old	n/a
308.41	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj077deer.png	n/a	n/a
310.444	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj100feather.png	n/a	n/a
312.478	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj110football.png	n/a	n/a
314.512	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj185moon.png	n/a	n/a
316.546	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj325vest.png	n/a	n/a
318.58	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj241ring.png	n/a	n/a
320.614	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj225pizza.png	n/a	n/a
322.648	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj179match.png	n/a	n/a
324.682	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj084dolphin.png	n/a	n/a
326.717	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj335wheelbarrow.png	n/a	n/a
328.751	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj126gun.png	n/a	n/a
330.785	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj112fountain.png	n/a	n/a
332.819	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj124grapes.png	n/a	n/a
334.87	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj138helmet.png	n/a	n/a
336.92	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj183mirror.png	n/a	n/a
338.954	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj018barrel.png	n/a	n/a
341.005	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj004anchor.png	n/a	n/a
343.056	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj344worm.png	n/a	n/a
345.09	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj206panda.png	n/a	n/a
347.124	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj050cannon.png	n/a	n/a
349.158	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj162lawnmower.png	n/a	n/a
351.192	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj066dime.png	n/a	n/a
353.226	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj233pyramid.png	n/a	n/a
355.261	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj180medal.png	n/a	n/a
357.295	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj189mouse.png	n/a	n/a
359.329	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj288strawberry.png	n/a	n/a
371.517	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
399.577	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
427.638	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
455.698	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
489.16	1.161	memory	test	test_old	correct	task-fractional/runtype-memory/obj344worm.png	old	n/a
491.878	0.596	memory	test	test_old	correct	task-fractional/runtype-memory/obj066dime.png	old	n/a
494.663	0.664	memory	test	test_new	correct	task-fractional/runtype-memory/obj053cat.png	new	n/a
497.58	0.637	memory	test	test_old	correct	task-fractional/runtype-memory/obj138helmet.png	old	n/a
500.565	0.622	memory	test	test_old	correct	task-fractional/runtype-memory/obj206panda.png	old	n/a
503.366	0.671	memory	test	test_new	correct	task-fractional/runtype-memory/obj301thimble.png	new	n/a
506.334	0.624	memory	test	test_new	correct	task-fractional/runtype-memory/obj337whip.png	new	n/a
509.351	0.593	memory	test	test_old	correct	task-fractional/runtype-memory/obj233pyramid.png	old	n/a
512.086	0.684	memory	test	test_old	correct	task-fractional/runtype-memory/obj183mirror.png	old	n/a
514.87	0.679	memory	test	test_old	correct	task-fractional/runtype-memory/obj225pizza.png	old	n/a
517.438	0.843	memory	test	test_new	correct	task-fractional/runtype-memory/obj236raccoon.png	new	n/a
520.305	0.633	memory	test	test_new	correct	task-fractional/runtype-memory/obj144hose.png	new	n/a
523.073	0.727	memory	test	test_new	correct	task-fractional/runtype-memory/obj195net.png	new	n/a
525.941	0.662	memory	test	test_new	correct	task-fractional/runtype-memory/obj207pants.png	new	n/a
528.825	0.722	memory	test	test_old	correct	task-fractional/runtype-memory/obj004anchor.png	old	n/a
531.543	0.594	memory	test	test_old	correct	task-fractional/runtype-memory/obj335wheelbarrow.png	old	n/a
534.277	1.012	memory	test	test_new	correct	task-fractional/runtype-memory/obj054chain.png	new	n/a
537.112	0.814	memory	test	test_old	correct	task-fractional/runtype-memory/obj084dolphin.png	old	n/a
539.863	0.677	memory	test	test_new	correct	task-fractional/runtype-memory/obj042cactus.png	new	n/a
542.514	0.75	memory	test	test_new	correct	task-fractional/runtype-memory/obj031book.png	new	n/a
545.381	0.838	memory	test	test_new	correct	task-fractional/runtype-memory/obj307tomato.png	new	n/a
548.233	1.113	memory	test	test_new	correct	task-fractional/runtype-memory/obj270skeleton.png	new	n/a
