onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file_TODO
520.053	6.11	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
526.229	3.085	rating	56.24	Strong	likeability	n/a	n/a
527.546	1.768	rating_mouse_trajectory	56.24	Strong	likeability	n/a	n/a
531.248	3.125	cue	n/a	n/a	similarity	n/a	n/a
534.372	5.396	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
539.834	3.356	rating	0.0	No sensation	similarity	n/a	n/a
540.667	2.523	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
544.934	5.19	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
550.188	2.302	rating	12.38	Moderate	similarity	n/a	n/a
550.755	1.736	rating_mouse_trajectory	12.38	Moderate	similarity	n/a	n/a
555.286	5.556	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
560.892	3.085	rating	4.18	Weak	similarity	n/a	n/a
561.959	2.018	rating_mouse_trajectory	4.18	Weak	similarity	n/a	n/a
565.911	3.142	cue	n/a	n/a	mentalizing	calm	n/a
569.052	5.045	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-01_content-visswar.mp4
574.164	4.218	rating	55.03	Strong	mentalizing	calm	n/a
576.08	2.302	rating_mouse_trajectory	55.03	Strong	mentalizing	calm	n/a
579.237	5.798	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
585.084	2.739	rating	114.74	Strongest possible	mentalizing	calm	n/a
585.501	2.323	rating_mouse_trajectory	114.74	Strongest possible	mentalizing	calm	n/a
590.184	6.839	video	n/a	n/a	mentalizing	calm	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
597.089	3.502	rating	125.51	Strongest possible	mentalizing	calm	n/a
597.389	3.202	rating_mouse_trajectory	125.51	Strongest possible	mentalizing	calm	n/a
602.124	3.14	cue	n/a	n/a	similarity	n/a	n/a
605.264	6.193	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
611.511	4.935	rating	67.42	Very strong	similarity	n/a	n/a
612.394	4.052	rating_mouse_trajectory	67.42	Very strong	similarity	n/a	n/a
617.05	5.299	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
622.415	1.851	rating	72.4	Very strong	similarity	n/a	n/a
623.115	1.151	rating_mouse_trajectory	72.4	Very strong	similarity	n/a	n/a
627.494	5.796	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
633.352	2.271	rating	25.73	Moderate	similarity	n/a	n/a
634.102	1.521	rating_mouse_trajectory	25.73	Moderate	similarity	n/a	n/a
638.388	3.14	cue	n/a	n/a	likeability	n/a	n/a
641.527	6.848	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
648.441	2.951	rating	113.1	Strongest possible	likeability	n/a	n/a
649.425	1.968	rating_mouse_trajectory	113.1	Strongest possible	likeability	n/a	n/a
653.546	5.195	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
658.795	3.078	rating	10.3	Moderate	likeability	n/a	n/a
658.912	2.962	rating_mouse_trajectory	10.3	Moderate	likeability	n/a	n/a
663.87	5.796	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
669.733	2.835	rating	45.35	Strong	likeability	n/a	n/a
670.633	1.935	rating_mouse_trajectory	45.35	Strong	likeability	n/a	n/a
674.751	3.121	cue	n/a	n/a	mentalizing	enjoy	n/a
677.872	5.385	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
683.321	3.936	rating	110.22	Strongest possible	mentalizing	enjoy	n/a
685.221	2.036	rating_mouse_trajectory	110.22	Strongest possible	mentalizing	enjoy	n/a
688.421	6.121	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
694.609	2.785	rating	5.02	Weak	mentalizing	enjoy	n/a
695.409	1.985	rating_mouse_trajectory	5.02	Weak	mentalizing	enjoy	n/a
699.715	5.325	video	n/a	n/a	mentalizing	enjoy	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
705.112	2.568	rating	10.71	Moderate	mentalizing	enjoy	n/a
706.062	1.618	rating_mouse_trajectory	10.71	Moderate	mentalizing	enjoy	n/a
710.131	3.139	cue	n/a	n/a	similarity	n/a	n/a
713.27	4.081	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
717.417	1.307	rating	0.0	No sensation	similarity	n/a	n/a
717.7	1.023	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
722.523	5.568	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
728.171	2.453	rating	3.23	Weak	similarity	n/a	n/a
728.938	1.686	rating_mouse_trajectory	3.23	Weak	similarity	n/a	n/a
733.291	5.334	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
738.692	4.052	rating	6.21	Weak	similarity	n/a	n/a
739.625	3.118	rating_mouse_trajectory	6.21	Weak	similarity	n/a	n/a
