onset	duration	trial_type	response_value	stim_file
2.781	50.5	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
55.206	1.856	rating_relevance	10.73	n/a
62.875	n/a	rating_happy	n/a	n/a
67.91	n/a	rating_sad	n/a	n/a
72.946	n/a	rating_afraid	n/a	n/a
77.981	n/a	rating_disgusted	n/a	n/a
83.016	n/a	rating_warm	n/a	n/a
88.051	n/a	rating_engaged	n/a	n/a
88.646	179.451	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
272.653	n/a	rating_relevance	n/a	n/a
277.689	n/a	rating_happy	n/a	n/a
282.707	n/a	rating_sad	n/a	n/a
287.726	n/a	rating_afraid	n/a	n/a
292.761	n/a	rating_disgusted	n/a	n/a
297.796	n/a	rating_warm	n/a	n/a
302.831	n/a	rating_engaged	n/a	n/a
303.386	56.917	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
364.838	n/a	rating_relevance	n/a	n/a
369.873	n/a	rating_happy	n/a	n/a
374.908	n/a	rating_sad	n/a	n/a
379.943	n/a	rating_afraid	n/a	n/a
384.979	n/a	rating_disgusted	n/a	n/a
390.014	n/a	rating_warm	n/a	n/a
395.049	n/a	rating_engaged	n/a	n/a
395.598	147.766	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
547.906	n/a	rating_relevance	n/a	n/a
552.941	n/a	rating_happy	n/a	n/a
557.976	n/a	rating_sad	n/a	n/a
563.012	n/a	rating_afraid	n/a	n/a
568.047	n/a	rating_disgusted	n/a	n/a
573.065	n/a	rating_warm	n/a	n/a
578.101	n/a	rating_engaged	n/a	n/a
