onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
8.173	1.05	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj088drawer.png	n/a	n/a
10.258	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj112fountain.png	n/a	n/a
12.308	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj169lips.png	n/a	n/a
14.342	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj321unicorn.png	n/a	n/a
16.393	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj082doctor.png	n/a	n/a
18.444	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj207pants.png	n/a	n/a
20.495	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj299tent.png	n/a	n/a
22.545	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj130hammock.png	n/a	n/a
24.596	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj178mask.png	n/a	n/a
26.647	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj255sailor.png	n/a	n/a
28.698	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj161lamp.png	n/a	n/a
30.732	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj347zebra.png	n/a	n/a
32.766	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj116genie.png	n/a	n/a
34.8	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj065clown.png	n/a	n/a
36.834	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj125guitar.png	n/a	n/a
38.868	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj044cake.png	n/a	n/a
40.902	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj332well.png	n/a	n/a
42.936	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj017barbecue.png	n/a	n/a
44.97	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj319typewriter.png	n/a	n/a
47.005	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj221pinecone.png	n/a	n/a
49.039	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj192nail.png	n/a	n/a
51.073	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj077deer.png	n/a	n/a
53.107	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj338whistle.png	n/a	n/a
55.141	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj210peacock.png	n/a	n/a
57.175	1.034	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj259scarf.png	n/a	n/a
59.226	1.034	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj285squirrel.png	n/a	n/a
71.514	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.591	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.668	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.728	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.274	1.346	memory	test	test_old	correct	task-fractional/runtype-memory/obj221pinecone.png	old	n/a
191.859	0.735	memory	test	test_new	correct	task-fractional/runtype-memory/obj127hair.png	new	n/a
194.41	0.779	memory	test	test_new	correct	task-fractional/runtype-memory/obj095envelope.png	new	n/a
197.094	1.025	memory	test	test_new	correct	task-fractional/runtype-memory/obj342wing.png	new	n/a
199.828	1.141	memory	test	test_new	correct	task-fractional/runtype-memory/obj244rock.png	new	n/a
202.763	0.869	memory	test	test_old	correct	task-fractional/runtype-memory/obj130hammock.png	old	n/a
205.764	0.778	memory	test	test_new	correct	task-fractional/runtype-memory/obj006apple.png	new	n/a
208.632	0.873	memory	test	test_new	correct	task-fractional/runtype-memory/obj252ruler.png	new	n/a
211.366	0.792	memory	test	test_new	correct	task-fractional/runtype-memory/obj224pitchfork.png	new	n/a
214.317	1.004	memory	test	test_old	correct	task-fractional/runtype-memory/obj161lamp.png	old	n/a
217.101	0.724	memory	test	test_new	correct	task-fractional/runtype-memory/obj094elephant.png	new	n/a
219.702	0.846	memory	test	test_old	correct	task-fractional/runtype-memory/obj207pants.png	old	n/a
222.353	0.783	memory	test	test_new	correct	task-fractional/runtype-memory/obj202package.png	new	n/a
225.221	0.723	memory	test	test_old	correct	task-fractional/runtype-memory/obj338whistle.png	old	n/a
227.905	0.946	memory	test	test_old	correct	task-fractional/runtype-memory/obj347zebra.png	old	n/a
230.506	0.74	memory	test	test_old	correct	task-fractional/runtype-memory/obj255sailor.png	old	n/a
233.524	0.752	memory	test	test_new	correct	task-fractional/runtype-memory/obj157knife.png	new	n/a
236.559	0.79	memory	test	test_old	correct	task-fractional/runtype-memory/obj332well.png	old	n/a
239.176	1.635	memory	test	test_new	correct	task-fractional/runtype-memory/obj337whip.png	new	n/a
241.961	0.728	memory	test	test_old	correct	task-fractional/runtype-memory/obj065clown.png	old	n/a
244.895	0.773	memory	test	test_new	correct	task-fractional/runtype-memory/obj030bone.png	new	n/a
247.546	0.822	memory	test	test_old	correct	task-fractional/runtype-memory/obj178mask.png	old	n/a
250.48	0.629	memory	test	test_old	correct	task-fractional/runtype-memory/obj044cake.png	old	n/a
253.365	0.787	memory	test	test_old	correct	task-fractional/runtype-memory/obj321unicorn.png	old	n/a
256.266	0.627	memory	test	test_old	correct	task-fractional/runtype-memory/obj125guitar.png	old	n/a
258.884	0.943	memory	test	test_old	correct	task-fractional/runtype-memory/obj319typewriter.png	old	n/a
261.818	0.942	memory	test	test_new	correct	task-fractional/runtype-memory/obj035box.png	new	n/a
264.352	0.818	memory	test	test_old	correct	task-fractional/runtype-memory/obj192nail.png	old	n/a
267.237	1.396	memory	test	test_new	correct	task-fractional/runtype-memory/obj002acorn.png	new	n/a
