onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.059	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
6.292	0.432	posner	target_response	correct	left	right	right	1
9.56	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
9.76	0.464	posner	target_response	correct	right	left	left	2
12.628	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
12.828	0.413	posner	target_response	correct	right	left	left	3
18.097	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
18.297	0.444	posner	target_response	correct	left	right	right	4
22.365	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
22.565	0.413	posner	target_response	correct	left	right	right	5
25.733	0.2	posner	invalid_cue	correct	left	n/a	n/a	6
25.933	0.457	posner	target_response	correct	left	right	right	6
32.702	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
32.902	0.41	posner	target_response	correct	left	right	right	7
39.171	0.2	posner	valid_cue	correct	left	n/a	n/a	8
39.371	0.374	posner	target_response	correct	left	left	left	8
42.739	0.2	posner	valid_cue	correct	right	n/a	n/a	9
42.939	0.421	posner	target_response	correct	right	right	right	9
46.107	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
46.307	0.425	posner	target_response	correct	right	left	left	10
50.476	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
50.676	0.397	posner	target_response	correct	left	right	right	11
54.044	0.2	posner	valid_cue	correct	left	n/a	n/a	12
54.244	0.369	posner	target_response	correct	left	left	left	12
57.412	0.2	posner	valid_cue	correct	left	n/a	n/a	13
57.612	0.367	posner	target_response	correct	left	left	left	13
62.08	0.2	posner	valid_cue	correct	right	n/a	n/a	14
62.28	0.51	posner	target_response	correct	right	right	right	14
65.648	0.2	posner	invalid_cue	correct	left	n/a	n/a	15
65.848	0.504	posner	target_response	correct	left	right	right	15
71.017	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
71.217	0.501	posner	target_response	correct	left	right	right	16
78.486	0.2	posner	valid_cue	correct	left	n/a	n/a	17
78.686	0.434	posner	target_response	correct	left	left	left	17
82.254	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
82.454	0.412	posner	target_response	correct	left	right	right	18
89.123	0.2	posner	valid_cue	correct	right	n/a	n/a	19
89.323	0.318	posner	target_response	correct	right	right	right	19
96.593	0.2	posner	valid_cue	correct	right	n/a	n/a	20
96.793	0.909	posner	target_response	correct	right	right	right	20
100.261	0.2	posner	valid_cue	correct	left	n/a	n/a	21
100.461	0.387	posner	target_response	correct	left	left	left	21
103.229	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
103.429	0.471	posner	target_response	correct	right	left	left	22
