onset	duration	trial_type	response_value	stim_file
2.778	211.481	video	n/a	task-alignvideo/ses-03_run-01_order-01_content-mountainbike.mp4
218.846	n/a	rating_relevance	n/a	n/a
223.867	n/a	rating_happy	n/a	n/a
228.905	n/a	rating_sad	n/a	n/a
233.926	n/a	rating_afraid	n/a	n/a
238.964	n/a	rating_disgusted	n/a	n/a
244.002	n/a	rating_warm	n/a	n/a
249.023	n/a	rating_engaged	n/a	n/a
249.612	20.946	video	n/a	task-alignvideo/ses-03_run-01_order-02_content-carflood.mp4
275.112	n/a	rating_relevance	n/a	n/a
280.133	n/a	rating_happy	n/a	n/a
285.154	n/a	rating_sad	n/a	n/a
290.175	n/a	rating_afraid	n/a	n/a
295.196	n/a	rating_disgusted	n/a	n/a
300.217	n/a	rating_warm	n/a	n/a
305.238	n/a	rating_engaged	n/a	n/a
305.79	30.159	video	n/a	task-alignvideo/ses-03_run-01_order-03_content-fireplace.mp4
340.519	n/a	rating_relevance	n/a	n/a
345.54	n/a	rating_happy	n/a	n/a
350.561	n/a	rating_sad	n/a	n/a
355.582	n/a	rating_afraid	n/a	n/a
360.603	n/a	rating_disgusted	n/a	n/a
365.624	n/a	rating_warm	n/a	n/a
370.645	n/a	rating_engaged	n/a	n/a
371.193	123.351	video	n/a	task-alignvideo/ses-03_run-01_order-04_content-snakes.mp4
499.108	n/a	rating_relevance	n/a	n/a
504.129	n/a	rating_happy	n/a	n/a
509.15	n/a	rating_sad	n/a	n/a
514.171	n/a	rating_afraid	n/a	n/a
519.192	n/a	rating_disgusted	n/a	n/a
524.213	n/a	rating_warm	n/a	n/a
529.234	n/a	rating_engaged	n/a	n/a
