onset	duration	event_type	value	response_accuracy	stim_file
12.0621518993378	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
100.595625391006	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
159.601268281937	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
218.640257587433	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
248.151415338516	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
336.684889307022	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
395.707205286026	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
425.218363513947	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
513.751837720871	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
572.774153461456	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
41.5733094120026	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
71.0677950286865	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
130.090111246109	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
189.129098405838	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
277.662573566437	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
307.173731794357	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
366.19604801178	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
454.746194829941	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
484.24067949295	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
543.279669036865	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
23.0329666042328	4.28908324241638	response	falsebelief	correct	tomsaxe/4b_question.txt
111.566440811157	2.73482418060303	response	falsebelief	correct	tomsaxe/1b_question.txt
170.605428924561	4.49391794204712	response	falsebelief	correct	tomsaxe/6b_question.txt
229.62774561882	4.69105839729309	response	falsebelief	correct	tomsaxe/3b_question.txt
259.138903369904	3.56306052207947	response	falsebelief	correct	tomsaxe/8b_question.txt
347.672377576828	n/a	response	falsebelief	incorrect	tomsaxe/7b_question.txt
406.694693317413	3.31236863136292	response	falsebelief	correct	tomsaxe/10b_question.txt
436.205851545334	3.19651436805725	response	falsebelief	correct	tomsaxe/9b_question.txt
524.73932551384	3.31145739555359	response	falsebelief	correct	tomsaxe/5b_question.txt
583.761641492844	3.5959415435791	response	falsebelief	correct	tomsaxe/2b_question.txt
52.5441245937347	4.6816394329071	response	falsephoto	correct	tomsaxe/4p_question.txt
82.0552825832367	4.59343147277832	response	falsephoto	correct	tomsaxe/1p_question.txt
141.077599039078	4.13088202476501	response	falsephoto	correct	tomsaxe/6p_question.txt
200.116587867737	3.51185917854309	response	falsephoto	correct	tomsaxe/3p_question.txt
288.650061120987	2.85642194747925	response	falsephoto	correct	tomsaxe/8p_question.txt
318.161219587326	1.87794947624207	response	falsephoto	correct	tomsaxe/7p_question.txt
377.183535804749	3.80118823051453	response	falsephoto	correct	tomsaxe/10p_question.txt
465.717009534836	4.20418548583984	response	falsephoto	correct	tomsaxe/9p_question.txt
495.228167524338	2.15694451332092	response	falsephoto	correct	tomsaxe/5p_question.txt
554.250483503342	4.213383436203	response	falsephoto	correct	tomsaxe/2p_question.txt
